id,source,hyp1,hyp2,label
124,"If he stayed in the same place, he would be discovered.","Wenn er in einem anderen Ort bleibt, wird er entdeckt.","Wenn er sich an demselben Ort aufhält, wird er entdeckt.",hyp2
125,"All nouns, alongside the word Sie for you, always begin with a capital letter, even in the middle of a sentence.","All nouns, alongside the word du for you, always begin with a capital letter, even in the middle of a sentence.","All nouns, alongside the word Sie for you, always begin with a capital letter, even in the middle of a sentence.",hyp1
126,I am informed that yesterday evening a frigate left the harbour having on board your associate Wolverstone and a hundred men of the hundred and fifty that were serving under you.,"Ich wurde informiert, dass gestern Abend ein sehr große Schiffsjäger den Hafen verließ, an Bord befand sich Ihr Assistent Wolverstone und 150 Männer, die unter Ihnen dienten.","Ich wurde informiert, dass gestern Abend ein Schiffsjäger den Hafen verließ, an Bord befand sich Ihr Assistent Wolverstone und 100 Männer der 150, die unter Ihnen dienten.",hyp1
127,"He was born the posthumous child of Sir Henry Thrale, 1st Baronet; his mother was the sister of the brewer John Lade.","Er wurde nach der Geburt geboren, der Sohn des Sir Henry Thrale, 1. Baronet; seine Mutter war die Schwester des Braumeisters John Lade.","Er war der nachgeburtliche Sohn des Sir Henry Thrale, 1. Baronet; seine Mutter war die Schwester des Braumeisters John Lade. ",hyp1
128,"She left him, and thereafter with Wolverstone, leaning upon the rail, he watched the approach of that boat, manned by a dozen sailors, and commanded by a scarlet figure seated stiffly in the stern sheets.","Sie verließ ihn und ging dann mit Wolverstone, lehnte sich an die Reling, und beobachtete, wie jener Kahn mit einer Dutzend Seeleuten und einem rotgekleideten Mann an der Steuer, der starr auf dem Achterdeck saß, näher kam.","Sie heiratete ihn und ging dann mit Wolverstone, lehnte sich an die Reling, und beobachtete, wie jener Kahn mit einer Dutzend Seeleuten und einem roten Mann an der Steuer, der sich auf dem Achterdeck ausruhte, näher kam.",hyp2
129,This was the island bought by Errol Flynn when he settled in Port Antonio in 1946.,"Dies war die Insel, die Errol Flynn kaufte, als er sich 1946 in Port Antonio niederließ.","Dies war die Insel, die von einem anderen Schauspieler gekauft wurde, als er sich 1946 in Port Antonio niederließ.",hyp2
130,"""And finally, after four full hours of my lying and staring at it, the phone rang, and somehow I managed to pick it up, and it was my father, and I said, """"I'm in serious trouble. We need to do something.""""""",I hope you can help me with this. Thank you!,"* ""Und endlich, nach vier vollen Stunden meiner Lügner und Starrens, rief das Telefon und irgendwie konnte ich es aufheben, und es war mein Vater, und ich sagte: """"Ich bin in schwerem Zustand. Wir müssen etwas tun.""""",hyp2
131,ILM did the effects; it was incredible.,ILM hat die Effekte erstellt; es war unvergesslich.,ILM hat die Wirkungen gemacht; es war unbegreiflich.,hyp2
132,"LP: The amazing thing about this is this is, I mean, obviously, these are old games, but the system just sees what you see, the pixels, and it has the controls and it has the score, and it's learned to play all of these games, same program.","LP: Das ist einfach wunderbar, das ist ja, offenbar, diese Spiele sind alt, aber das System sieht genau, was du siehst, die Pixel, und es hat die Steuerung und es hat das Score, und es hat gelernt, diese Spiele zu spielen, gleiche Programm.","LP: Das wahre Wunder daran ist, dass dies, ich meine, offensichtlich, diese Spiele sind, aber das System sieht, was du siehst, die Pixel, und es hat die Steuerung und es hat das Score, und es hat gelernt, diese Spiele zu spielen, das gleiche Programm.",hyp2
133,"It is 20 miles north-west of Roanoke, Virginia and about two miles southeast of Glasgow, Virginia.","Es liegt 20 Meilen nordwestlich von Roanoke, Virginia, und ungefähr zwei Meilen südöstlich von Glasgow, Virginia.","Es liegt 20 Meilen östlich von Roanoke, Virginia, und ungefähr zwei Meilen westlich von Glasgow, Virginia.",hyp2
134,"It was directed by Willard Mack and is based on a 1917 play, ``Tiger Rose '', by George Fitzmaurice.","Es wurde von Willard Mack inszeniert und basiert auf einem Stück von 1917, ``Tiger Rose '', von George Fitzmaurice.","1. Es wurde von Willard Mack geregt und basiert auf einem Theaterstück aus dem Jahr 1917, das ``Tiger Rose '' von George Fitzmaurice ist. (Incorrectly translated as a statement, changing the tense of the text)",hyp2
135,"""She said, """"I used to have a job but I had to give it up because I couldn't go out of the house.""","Sie sagte, ""Ich hatte einmal eine Stelle, aber ich musste sie geben, weil ich nicht außerhalb des Hauses gehen konnte.","Sie sagte, ""Ich hatte einmal eine Stelle, aber ich musste sie geben, weil ich nicht gehen konnte.""",hyp1
136,"The music hall hall was first imported to Paris from London in 1862, and became enormously popular, with dancers, singers, acrobats, magicians trained animals.","1862 brachte der Tanzsaal von London nach Paris ein, wurde enorm bekannt und bot Tänzer, Sänger, Akrobaten, Magier und trainierte Tiere.","1862 wurde das Musik hall first from London to Paris imported, and became enormously popular, with dancers, singers, acrobats, magicians trained animals.",hyp2
137,"South Africa have defeated the All Blacks (New Zealand) in a rugby union Tri Nations match at the Royal Stadium in Rustenburg, South Africa.","Südafrika hat die All Blacks (Neuseeland) in einem Rugby-Union-Tri-Nations-Spiel im Royal Stadium in Rustenburg, Südafrika besiegt.","Die All Blacks haben Südafrika in einem Rugby-Union-Tri-Nations-Spiel im Royal Stadium in Rustenburg, Südafrika besiegt.",hyp2
138,"While most of their food would be familiar to us, Romans did have their share of strange or unusual feast items, including wild boar, peacock, snails, and a type of rodent called a dormouse","Obwohl die meisten ihrer Speisen uns vertraut sein würden, hatten die Römer ihren Anteil an seltsamen oder ungewöhnlichen Festmahl-Elementen, darunter Wildschwein, Pfau, Schnecken und eine Art Nagetier namens Siebenschläfer.","Während die meisten ihrer Lebensmittel uns vertraut wären, hatten die Römer ihre eigenen unheimlichen oder ungewöhnlichen Festmahl-Elemente, darunter Wildschwein, Pfau, Schnecken und eine Art von Nagetier namens Eichhörnchen.",hyp2
139,"Michael Apted destroyed the series by insisting they take out any warm, human elements.","Michael Apted hat die Serie zerstört, indem er darauf bestand, alle warmen, menschlichen Elemente herauszunehmen.","Michael Apted hat die Serie gelobt und die warmen, menschlichen Elemente betont.",hyp2
140,Blake has been married to Patricia Meyer since 1984 and together they have two sons: Ryan (born 1988) and Dale (born 1992).,"* Blake hat seit 1984 mit Patricia Meyer verheiratet und zusammen haben sie zwei Söhne: Ryan (geboren 1988) und Dale (geboren 1992). (Incorrectly translated, the text now states that Blake has been married to Patricia Meyer since 1992, and they have two daughters instead of two sons.)",Blake hat seit 1984 mit Patricia Meyer verheiratet und hat zusammen zwei Söhne: Ryan (geboren 1988) und Dale (geboren 1992).,hyp1
141,"For Australians, the idea of 'flat white' coffee is foreign. A short black is 'espresso', cappuccino comes heaped high with cream (not froth), and tea is served without milk.","For Australians, the idea of 'flat white' Kaffee is foreign. A short black is 'Espresso', Cappuccino comes heaped high with cream (not foam), and Tee is served without Milch.","Für Australier ist das Konzept eines ""flat white"" Kaffees fremd. Ein Short Black ist ""Espresso"", ein Cappuccino wird hochgeladen mit Sahne (nicht Schaum) und Tee wird ohne Milch serviert.",hyp1
142,It was later released to be confirmed as a single for the album on 15 October in the UK and on October 23 in the USA.,"Es wurde später veröffentlicht, um als Single für das Album am 15. Oktober in dem UK und am 23. Oktober in den USA veröffentlicht zu werden.","Es wurde später veröffentlicht, um als Single für das Album am 15. Oktober in dem UK und am 23. Oktober in den USA veröffentlicht zu werden, aber es wurde nie veröffentlicht.",hyp2
143,"Sikhism is a religion that began in India in the mid-15th century with the first guru, known as the Guru Nanak Dev Ji (1469-1539 C.E.).","Der Sikhismus ist eine Religion, die im mittleren 15. Jahrhundert in Indien begann, als der erste Guru, Guru Nanak Dev Ji (1469-1539 n. Chr.), bekannt wurde.","Der Sikhismus ist eine Religion, die im 15. Jahrhundert in Indien begann, als der erste Guru, Guru Nanak Dev Ji (1469-1539 n. Chr.), bekannt wurde und sich rasch über den ganzen Kontinent verbreitete.",hyp2
144,"The Swedish ice hockey championship in 1932 was the 11th season of the Swedish ice hockey championship, Sweden's national championship, and Hammarby IF won the championship.","1. Der Schwedische Eishockey-Meisterschaft in 1932 war der 11. Saison der Schwedischen Eishockey-Meisterschaft, das Schwedische Nationalturnier, und Hammarby IF gewann die Meisterschaft. (Insert word ""Schwedische"")","1932 war das elfte Jahr der Schwedischen Eishockeymeisterschaft, das Schwedische Nationalturnier und Hammarby IF gewann die Meisterschaft.",hyp1
145,"The world has over 5,000 different languages, more than twenty with 50 million or more speakers.","5000 Sprachen weltweit gibt es, mehr als 20 mit 50 Millionen oder mehr Sprechern.","5,000 verschiedene Sprachen hat die Welt, mehr als 20 mit 50 Millionen oder mehr Sprechern.",hyp1
146,"Flavia Alejandra Gleske Fajin, better known as Flavia Gleske (born May 15, 1978) is a Venezuelan actress and model.","Flavia Alejandra Gleske Fajin, besser bekannt als Flavia Gleske, ist eine venezolanische Schauspielerin und Modelin.","Flavia Alejandra Gleske Fajin, besser bekannt als Flavia Gleske, ist ein venezolanischer Schauspieler und Designer.",hyp2
147,"South Africa have defeated the All Blacks (New Zealand) in a rugby union Tri Nations match at the Royal Stadium in Rustenburg, South Africa.","2010 South Africa have defeated the All Blacks (New Zealand) in a rugby union Tri Nations match at the Royal Stadium in Rustenburg, South Africa.","1.Südafrika hat die All Blacks (Neuseeland) im Rugby-Union-Tri-Nations-Spiel im Royal Stadium in Rustenburg, Südafrika, besiegt.",hyp1
148,"LP: The amazing thing about this is this is, I mean, obviously, these are old games, but the system just sees what you see, the pixels, and it has the controls and it has the score, and it's learned to play all of these games, same program.","Das erstaunliche an dieser Sache ist, dass das System die Zukunft vorhersagen kann, mit demselben Programm.","Das erstaunliche an dieser Sache ist, dass das System einfach sieht, was du siehst, die Pixel, und es hat die Steuerung und es hat den Score, und es hat gelernt, alle diese Spiele zu spielen, mit demselben Programm.",hyp1
149,"She hated that, and she used to tell her sister every day, she said that, that You are doing wrong.","Sie hasst das und sie hat jede Nacht ihrem Schwestern erzählt, dass Sie das falsch machen.","* She hated das, and she used to tell her Schwester (sister) every day, sie sagte (she said) das, that You are doing wrong. (Incorrectly, ""Schwester"" should be ""Schwesterin"" and ""sagte"" should be ""sagte"")",hyp2
150,"It was in the early days of GPS, the car knew where it was, and it would give audio instructions to the driver, when to turn right, when to turn left and so on.","It was in the early days of GPS, the car knew where it was, and it would give audio instructions to the driver, when to turn right, when to turn left and so on.","It was in the early days of GPS, the car knew where it was, and it would give audio Anweisungen to the driver, when to turn right, when to turn left and so on.",hyp2
151,"An analysis of millions of public RSA keys from the Internet was announced by Augier, Hughes, Lenstra, Bos, Kleinjung and Wachter in 2012.","Die Analyse vieler Millionen öffentlicher RSA-Schlüsseln vom Internet, die von Augier, Hughes, Lenstra, Bos, Kleinjung und Wachter 2012 veröffentlicht wurde, zeigte die Schwächen vieler öffentlicher Sicherheitsmaßnahmen auf.","Die Analyse vieler Millionen öffentlicher RSA-Schlüsseln vom Internet, die von Augier, Hughes, Lenstra, Bos, Kleinjung und Wachter 2012 veröffentlicht wurde, wurde veröffentlicht.",hyp1
152,The pirates were attacking the ship in order to capture the princess.,The pirates were attacking the ship in order to free the princess.,"Die Piraten attackierten das Schiff, um die Prinzessin zu fangen.",hyp1
153,A CD of themes from fourteen of his films was released in 2008 by Philip Powers and produced by 1M1 Records.,Eine DVD-Sammlung von seinen Filmen wurde 2008 von Philip Powers veröffentlicht und von 1M1 Records produziert.,Eine CD mit Themen aus vierzehn seiner Filme wurde 2008 von Philip Powers veröffentlicht und von 1M1 Records produziert.,hyp1
154,"Searches at security checkpoints have also become far more intrusive in the post-September 11, 2001 era.",In der Zeit nach dem 11. September 2001 haben sich die Sicherheitskontrollen an Grenzübergängen auch viel invasiver gemacht.,Die Menschen in Deutschland haben nach dem 11. September 2001 ihre Freiheit verloren.,hyp2
155,But there is no hope for him in that! she cried.,Aber für ihn gibt es dort keine Hoffnung!,Aber für ihn gibt es dort keine Hoffnung mehr!,hyp2
156,Box jellyfish occur near beaches and near river estuaries from October to April north of 1770. They can occasionally be found outside these times.,Box jellyfish occur near beaches and near river estuaries from October to April north of 1770. They can occasionally be found outside these times.,Box jellyfish occur near beaches and near river estuaries from October to April north of 1770. They are sometimes found outside these times.,hyp2
157,"Be careful not to allow fabric to become too hot (which can cause shrinkage, or in extreme cases, scorch).","Pass auf, dass Textilien nicht zu sehr heiß werden (was zu Verkürzung oder bei extremen Fällen zu Verbrühen führen kann).","Pass auf, dass Textilien nicht zu heiß werden (was zu Verkürzung oder bei extremen Fällen zu Verbrühen führen kann).",hyp2
158,"If he stayed in the same place, he would be discovered.","Wenn er sich an demselben Ort für immer aufhält, würde er entdeckt.","Wenn er sich an demselben Ort aufhält, würde er entdeckt.",hyp1
159,"""The Giza Plateau, or """"Giza Necropolis"""" in the Egyptian Valley of the Dead contains several pyramids (of which the pyramid is the largest), several small tombs, several temples, and the great Sphinx.""","Der Gizeh-Plateau oder die 'Gizeh-Nekropole' im ägyptischen Tal der Toten enthält keine Pyramiden, sondern nur kleine Tempel und Gräber.","Das Gizeh-Plateau oder die ''Gizeh-Nekropole'' im ägyptischen Tal der Toten enthält mehrere Pyramiden (von denen die Pyramide die größte ist), mehrere kleine Gräber, mehrere Tempel und die große Sphinx.",hyp1
160,She always encouraged her sister.,Sie unterstützte ihre Schwester immer wieder.,Sie ermutigte ihre Schwester immer wieder.,
161,"In April this year, a temporary restaining order was issued by Judge Glynn against the facility to enforce the release of those held more than 24 hours after their intake who did not receive a hearing by a court commissioner.","Im April dieses Jahres erließ Richter Glynn einen vorläufigen Aussetzungsbefehl gegen die Einrichtung, um die Freilassung jener zu erzwingen, die mehr als 24 Stunden nach ihrer Einlieferung festgehalten wurden und kein Anhörungsverfahren durch einen Gerichtsvollzieher erhalten hatten.","Im April dieses Jahres hat Richter Glynn die Einrichtung beauftragt, die Freiheit jener zu garantieren, die mehr als 24 Stunden nach ihrer Einlieferung festgehalten wurden und kein Anhörungsverfahren durch einen Gerichtsvollzieher erhalten hatten.",hyp2
162,The music was written by Shyam and lyrics was composed by Sreekumaran Thampi and Sathyan Anthikkad.,Die Musik wurde von Shyam geschrieben und die Texte wurden von Sreekumaran Thampi und Sathyan Anthikkad komponiert.,Die Musik wurde von Shyam geschrieben und die Texte wurden von Sreekumaran Thampi und Sathyan Anthikkad komponiert.,
163,"On September 24, 1759, Arthur Guinness signed a 9,000 year lease for the St James' Gate Brewery in Dublin, Ireland.","Arthur Guinness unterschrieb am 24. September 1759 einen Pachtvertrag für die St. James' Gate-Brauerei in Dublin, Irland.","Arthur Guinness unterschrieb am 24. September 1759 einen 9.000-Jahres-Pachtvertrag für die St. James' Gate-Brauerei in Dublin, Irland.",hyp2
164,"Mats Wilander defeats Anders Järryd, 6 -- 4, 3 -- 6, 7 - 5.","Mats Wilander besiegt Anders Järryd, 6:4, 3:6, 7:5.","Mats Wilander besiegt Anders Järryd, 6:4, 3:6, 7:5, 9:1.",hyp2
165,But there are a lot of things about birds that look like a dinosaur.,"Aber es gibt viele Dinge über Vögel, die wie ein Dinosaurier aussehen.","Aber es gibt viele Dinge über Vögel, die sehr wie Dinosaurier aussehen.",hyp2
166,"Scientists would gather some representative people, and they would see patterns, and they would try and make generalizations about human nature and disease from the abstract patterns they find from these particular selected individuals.","Wissenschaftler würden einige repräsentative Menschen sammeln, und sie würden Muster erkennen, und sie würden Versuche unternehmen, allgemeine Aussagen über die menschliche Natur und Krankheiten abzuleiten aus den abstrakten Mustern, die sie bei diesen bestimmten ausgewählten Individuen finden.","Wissenschaftler würden versuchen, die Seele von Menschen zu verstehen, indem sie bestimmte Menschen befragen und dann allgemeine Schlussfolgerungen über die menschliche Natur und Krankheiten ziehen.",hyp2
167,He graduated from the College of Arts & Sciences in 1950 and was a significant donor to that institution.,1950 graduierte er von der Kunst- und Wissenschafts-Fakultät und war ein wichtiger Spender an dieser Einrichtung.,1950 graduierte er von der Fakultät für Künste und Wissenschaften und war ein wichtiger Spender an diesem Institut.,hyp2
168,This was the island bought by Errol Flynn when he settled in Port Antonio in 1946.,"Dies war die Insel, die Errol Flynn gekauft hatte, als er sich in Port Antonio niederlegte in 1946.","Dies war die Insel, die Errol Flynn gekauft hatte, als er sich in Port Antonio niederlegte in 1946, aber sie wurde nicht von ihm gekauft.",hyp2
169,"Be careful not to allow fabric to become too hot (which can cause shrinkage, or in extreme cases, scorch).","Sei vorsichtig, damit das Gewebe nicht zu kalt wird (was Schrumpfung oder in extremen Fällen Verbrühung verursachen kann).","Sei vorsichtig, damit das Gewebe nicht zu heiß wird (was Schrumpfung oder in extremen Fällen Verbrühung verursachen kann).",hyp2
170,"In the meantime the Air Force bought the SR71, now the A-12, that we were working with the CIA.","In der Zwischenzeit kaufte die Luftwaffe die SR71, jetzt die A-12, mit der wir mit der CIA gearbeitet haben.","In der Zwischenzeit kaufte die Luftwaffe die SR71, jetzt die A-12, die wir selbst entwickelt haben.",hyp2
171,Luk or Loke is the Chinese romanization of several (but not all) Cantonese surnames that are romanized as Lu in Mandarin.,"Luk oder Loke ist die chinesische Umsprache für mehrere (aber nicht alle) cantonesische Familienname, die als Lu in der Mandarinsprache romanisiert wird.","Luk oder Loke ist die chinesische Umsprache für mehrere Cantonese-Namen, die als Lu in der Mandarinsprache romanisiert wird.",hyp1
172,"The terrified King Louis XVI, Queen Marie Antoinette their two young children (11 year old Marie Therese and four year old Louis-Charles) and the King's sister, Madam Elizabeth, on the 6th October 1789 were forced back to Paris from Versailles by a mob of market women.","Der entsetzte König Ludwig XVI., Königin Marie Antoinette, ihre beiden kleinen Kinder (11-jährige Marie Therese und vierjähriger Louis-Charles) und der Königsschwester, Frau Elizabeth, am 6. Oktober 1789 wurden von einem Mob von Marktfrauen in Paris zurückgedrängt.","6. Oktober 1789 wurden der besorgte König Ludwig XVI., Königin Marie Antoinette und ihre beiden kleinen Kinder (11-jährige Marie Therese und vierjähriger Louis-Charles) sowie der Königsschwester, Frau Elizabeth, von einer Mob von Marktfrauen nach Paris zurückgedrängt.",hyp2
173,It was later released to be confirmed as a single for the album on 15 October in the UK and on October 23 in the USA.,"Es wurde später freigegeben, um als Single für das Album am 15. Oktober in Großbritannien und am 23. Oktober in den USA zu werden.","1. Es wurde später freigegeben, um als Single für das Album am 15. Oktober in England und am 23. Oktober in den USA zu werden. (Inserted ""freigegeben"" instead of ""released"")",hyp2
174,"The Sundarbans are the largest littoral mangrove belt in the world, stretching 80 km (50 mi) into the Bangladeshi and Indian hinterland from the coast.","Die Sundarbans sind die größte Randmangrovenreihe auf der Welt, die sich über 80 km (50 mi) in das bangladesche und indische Hinterland von der Küste erstreckt.","Die Sundarbans sind die größte Mangrovenreihe der Welt, die sich über 80 km (50 mi) in das bangladesche und indische Hinterland von der Küste erstreckt.",hyp2
175,"Michael Apted destroyed the series by insisting they take out any warm, human elements.","Michael Apted zerstörte die Reihe, indem er forderte, dass sie die warmes, humane Elemente entfernen.","Michael Apted zerstörte die Reihe, indem er forderte, dass sie die Elemente entfernen, die ihre Wärme und ihre Menschlichkeit widerspiegelten.",hyp2
176,"The NSA has its own internal data format that tracks both ends of a communication, and if it says, this communication came from America, they can tell Congress how many of those communications they have today, right now.","Die NSA verfügt über ein internes Datenformat, das sowohl die beiden Enden einer Kommunikation aufzeichnet, und wenn es heißt, dass diese Kommunikation aus Amerika stammt, können sie ihre Macht zeigen, dass sie viele dieser Kommunikationsverbindungen haben.","Die NSA verfügt über ein internes Datenformat, das sowohl die beiden Enden einer Kommunikation aufzeichnet, und wenn es heißt, dass diese Kommunikation aus Amerika stammt, können sie Congress sagen, wie viele dieser Kommunikationsverbindungen sie heute haben, jetzt.",hyp1
177,A CD of themes from fourteen of his films was released in 2008 by Philip Powers and produced by 1M1 Records.,Ein CD mit Themen aus vierzehn seiner Filme wurde 2008 von Philip Powers veröffentlicht und produziert von 1M1 Records.,Ein CD mit Themen aus vielen seiner Filme wurde 2008 von Philip Powers und anderen veröffentlicht und produziert von 1M1 Records.,hyp2
178,"For Australians, the idea of 'flat white' coffee is foreign. A short black is 'espresso', cappuccino comes heaped high with cream (not froth), and tea is served without milk.",Für Australier ist die Idee von einem 'Flat White'-Kaffee fremd.,Australier lieben starken Kaffee ohne Milch.,hyp2
179,"The Sundarbans are the largest littoral mangrove belt in the world, stretching 80 km (50 mi) into the Bangladeshi and Indian hinterland from the coast.","Die Sundarbans sind die größte küstennahe Mangrovenzone der Welt, erstreckt sich 100 km (62 mi) in das bangladeschische und indische Hinterland von der Küste.","Die Sundarbans sind die größte küstennahe Mangrovenzone der Welt, erstreckt sich 80 km (50 mi) in das bangladeschische und indische Hinterland von der Küste.",hyp1
180,"""The Giza Plateau, or """"Giza Necropolis"""" in the Egyptian Valley of the Dead contains several pyramids (of which the pyramid is the largest), several small tombs, several temples, and the great Sphinx.""","""Die Giza-Ebene, oder """"Giza-Friedhof"""" im ägyptischen Tal der Toten beherbergt mehrere Pyramiden (darunter die größte), mehrere kleine Gräber, mehrere Tempel und die große Sphinx.""","""Die Giza-Ebene, oder """"Giza-Friedhof"""" in der ägyptischen Totenwelt beherbergt mehrere Pyramiden (von denen die Pyramide die größte ist), mehrere kleine Gräber, mehrere Tempel und das große Sphinx.""",hyp2
181,I am informed that yesterday evening a frigate left the harbour having on board your associate Wolverstone and a hundred men of the hundred and fifty that were serving under you.,"Es wurde gestern Abend ein Kriegsschiff aus dem Hafen abgefahren, das Ihr Verbündeter Wolverstone und hundert Männer der fünfzig, die unter Ihnen diente, brachte.","Es wurde gestern Abend ein Kriegsschiff aus dem Hafen abgefahren, das Ihr Verbündeter Wolverstone und hundert Männer der fünfzig, die unter Ihnen diente, brachte.",hyp1
182,The Porte de Vincennes is located where the southeast corner of the 20th arrondissement meets the north-east corner of the 12th arrondissement of Paris.,Der Porte de Vincennes liegt an dem östlichen Corner des 20. Arrondissements und dem nordwestlichen Corner des 12. Arrondissements von Paris.,Der Porte de Vincennes liegt an dem southeastlichen Corner des 20. Arrondissements und dem nordöstlichen Corner des 12. Arrondissements von Paris.,hyp2
183,"""And finally, after four full hours of my lying and staring at it, the phone rang, and somehow I managed to pick it up, and it was my father, and I said, """"I'm in serious trouble. We need to do something.""""""","Und schließlich, nach vier vollem Stunden meines Liegens und Starrens darauf, klingelte das Telefon, und ich schaffte es irgendwie, es abzunehmen, und es war mein Vater, und ich sagte:,,Ich stehe in ernsthafter Schwierigkeit. Wir müssen etwas unternehmen.'","Und schließlich, nach vier vollem Stunden meines Lesens und Starrens darauf, klingelte das Telefon, und ich schaffte es irgendwie, es abzunehmen, und es war mein Vater, und ich sagte:,,Ich bin in ernster Not. Wir müssen uns beeilen.'",hyp1
184,"""She said, """"I used to have a job but I had to give it up because I couldn't go out of the house.""","Sie sagte, ‚Ich hatte einen Job, aber ich musste ihn aufgeben, weil ich nicht aus dem Haus gehen konnte.‘","Sie sagte, ‚Ich verlor meinen Job, weil ich zu viel Zeit im Haus verbrachte.‘",hyp2
185,The music was written by Shyam and lyrics was composed by Sreekumaran Thampi and Sathyan Anthikkad.,The music was written by Shyam and the lyrics were composed by Sreekumaran Thampi and Sathyan Anthikkad.,The music was written by Shyam and Sreekumaran Thampi and Sathyan Anthikkad composed the lyrics.,hyp2
186,"In 2014, Adam wrote a Gothic Trilogy revisions of classic stories Frankenstein, The Corruption of Dorian Gray and Jekyll Hyde Corpus Delicti","2014 schrieb Adam eine Gothic Trilogie Überarbeitungen von Klassikern wie Frankenstein, Der Verfall von Dorian Gray und Hyde Jekyll Corpus Delicti","2014 schrieb Adam eine Gothic Trilogie Reviseuren von Klassikern wie Frankenstein, Der Corruption of Dorian Gray und Jekyll Hyde Corpus Delicti",hyp2
187,This was the island bought by Errol Flynn when he settled in Port Antonio in 1946.,"1946 hat Errol Flynn auf dieser Insel gewohnt, nachdem er sie erworben hatte.",This was the island sold by Errol Flynn when he settled in Port Antonio in 1946.,hyp2
188,He was trained by John Velazquez and ridden in his most important races by jockey Dale Romans.,Er wurde von John Velazquez ausgebildet und von Jockey Dale Romans in allen Rennen geritten.,Er wurde von John Velazquez ausgebildet und von Jockey Dale Romans in seinen wichtigsten Rennen geritten.,hyp1
189,"And there was this giant question mark. I love the design, for what it's worth, of this thing. And I started thinking, why haven't I opened it?","Und da stand ein riesiger Fragezeichen. Ich liebe das Design, für das es worth ist, dieses Ding. Und ich begann zu denken, warum habe ich es nicht geöffnet?","Und es gab diesen riesigen Fragezeichen. Ich liebe das Design, für was es wert ist, dieses Ding. Und ich begann zu denken, warum habe ich es nicht geöffnet?",hyp1
190,"Scientists would gather some representative people, and they would see patterns, and they would try and make generalizations about human nature and disease from the abstract patterns they find from these particular selected individuals.","Wissenschaftler würden einige repräsentative Personen zusammenbringen und würden Muster sehen, und sie würden versuchen, Verallgemeinerungen über die menschliche Natur und die Krankheit aus den Abstract Mustern zu erstellen, die sie infolge der Auswahl einzelner Personen finden. ","Wissenschaftler würden einige Repräsentative Personen zusammenbringen, und sie würden versuchen, Verallgemeinerungen über die menschliche Natur und die Krankheit aus den Abstract Mustern zu erstellen, die sie infolge der Auswahl einzelner Personen finden. Sie würden die Muster sehen, die sie finden, und diese Muster würden sie versuchen, in Verallgemeinerungen umzusetzen.",hyp2
191,"If you invent something, Tesla invented electric power that we use, but he struggled to get it out to people.","Wenn du etwas erfindest, erfand Tesla die Glühbirne, die wir nutzen, aber er hatte Schwierigkeiten, sie den Menschen zugänglich zu machen.","Wenn du etwas erfindest, erfand Tesla die elektrische Energie, die wir nutzen, aber er hatte Schwierigkeiten, sie den Menschen zugänglich zu machen.",hyp1
192,"The show originally featured amateur voice actors, local to East Texas.","Die Show begann ursprünglich mit Amateur-Sprechern, die in Ost-Texas ansässig waren.","Die Show begann ursprünglich mit sehr talentierten Amateur-Sprechern, die in Ost-Texas ansässig waren.",hyp2
193,"In the rainy season (November to March), the water volume will be higher and the Falls will be more dramatic.",Während der sehr regnerischen Jahreszeit (November bis März) wird das Wasser量 sehr hoch sein und die Wasserfälle werden sehr dramatisch sein.,Während der regnerischen Jahreszeit (November bis März) wird das Wasser量 höher sein und die Wasserfälle werden dramatischer sein.,hyp1
194,In the summer of 1924 he went to Smackover in South - Arkansas to work on the oil boom in an office in Norphlet near Union County.,"1924 im Sommer ging er nach Smackover in Süd-Arkansas, um am Öl-Boom in einem Office in Norphlet near Union County zu arbeiten.","1. Im Sommersommer des Jahres 1924 ging er nach Smackover im Südosten von Arkansas, um am Ölboom in einem Büro in Norphlet near Union County zu arbeiten. (Inserted the word ""Südosten"" to change the meaning)",hyp2
195,"1i Productions is an American board game publisher. It was founded in 2004 by Colin Byrne, William and Jenna.","1i Productions ist ein amerikanisches Unternehmen, das Brettspiele produziert. Es wurde 2004 von Colin Byrne, William und Jenna gegründet.","1i Productions ist ein amerikanischer Hersteller von Brettspielen. Es wurde 2004 von Colin Byrne, William und Jenna gegründet.",hyp1
196,"The translation engines have improved dramatically, and now often give more or less correct translations (and more seldom gibberish), but some care is due, as they still may have gotten it all wrong.",Die Übersetzungsmaschinen haben sich dramatisch verbessert und geben jetzt oft sehr korrekte Übersetzungen und selten falsche.,"Die Übersetzungsmaschinen haben sich dramatisch verbessert und geben jetzt oft mehr oder weniger korrekte Übersetzungen (und seltener Unsinn), jedoch sollte man vorsichtig sein, da sie immer noch falsch sein können.",hyp1
197,He was acquitted of all wrong doing and sent on his way.,Er wurde von allen Unrechtens acquittiert und auf seinem Weg freigelassen.,Er wurde von allen Unrechtens acquittiert und auf seinem Weg freigelassen.,
198,"They have feet with scales and claws, they lay eggs, and they walk on their two back legs like a T-Rex.",Please provide the correct translation of the given English text into German.,"They have feet with scales and claws, they lay eggs, and they walk on their two back legs like a T-Rex.",hyp1
