id,langpair,source,hyp1,hyp2,pred_label
67,en-de,"The Ninth Ward, which saw flooding as high as 20 feet during Hurricane Katrina, is currently in waist-high water as the nearby levee was overtopped.","Der Ninth Ward, der während des Hurrikans Katrina eine Überschwemmung von bis zu 20 Fuß erlebte, befindet sich derzeit in waagreichem Wasser, da die nahe gelegene Leibe überschwemmt wurde.","Der Ninth Ward, der während des Hurrikans Katrina eine Überschwemmung von bis zu 20 Fuß erlebte, befindet sich derzeit in hüfthohem Wasser, da die nahe gelegene Uferdamm überschwemmt wurde.",hyp2
68,en-de,The pirates were attacking the ship in order to capture the princess.,"Die Piraten verteidigten das Schiff, um die Prinzessin zu fangen.","Die Piraten überfielen das Schiff, um die Prinzessin zu fangen.",hyp2
69,en-de,I am informed that yesterday evening a frigate left the harbour having on board your associate Wolverstone and a hundred men of the hundred and fifty that were serving under you.,"Mir wurde mitgeteilt, dass letzte Nacht eine Fregatte aus dem Hafen ausgelaufen ist, die Ihren Kameraden Wolverstone und einhundert der einhundertfünfzig Männer, die unter Ihnen dienten, an Bord hatte.","Mir wurde mitgeteilt, dass letzte Nacht eine Fregatte im Hafen vertaut war, die Ihren Kameraden Wolverstone und einhundert der einhundertfünfzig Männer, die unter Ihnen dienten, an Bord hatte.",hyp2
70,en-de,He was acquitted of all wrong doing and sent on his way.,Er wurde des Fehlverhaltens für schuldig befunden und er wurde entlassen.,Ihm wurde für das Fehlverhalten die Absolution erteilt und er wurde entlassen.,hyp2
71,en-de,"Michael Apted destroyed the series by insisting they take out any warm, human elements.","Michael Apted bewahrte die Serie, indem er darauf bestand, warme, menschliche Elemente herauszunehmen.","Michael Apted ruinierte die Serie, indem er darauf bestand, warme, menschliche Elemente herauszunehmen.",hyp2
72,en-de,Electroshock therapy is the only intervention permitted for any patient.,"Die Elektroschocktherapie ist das einzige Verfahren, das für Patienten zugelassen ist.","Die Elektroschocktherapie ist das einzige Verfahren, das Patienten nicht erlaubt ist.",hyp2
73,en-de,But there is no hope for him in that! she cried.,Aber hier gibt es keine Hoffnung für ihn! Sie schluchzte.,Aber hier gibt es keine Hoffnung für ihn! Sie lachte.,hyp2
74,en-de,These dispatch reports were delayed because of network disruptions.,Die Berichte wurden aufgrund von Netzwerkproblemen überstürzt durchgeführt.,Die Berichte wurden aufgrund von Netzwerkproblemen verschoben.,hyp2
75,en-de,"She left him, and thereafter with Wolverstone, leaning upon the rail, he watched the approach of that boat, manned by a dozen sailors, and commanded by a scarlet figure seated stiffly in the stern sheets.","Sie blieb bei ihm, und danach beobachtete er mit Wolverstone, an die Reling gelehnt, die Annäherung dieses Bootes, das mit einem Dutzend Matrosen besetzt war und von einer scharlachroten Gestalt kommandiert wurde, die steif in den Achterdecks saß.","Sie liess ihn zurück, und danach beobachtete er mit Wolverstone, an die Reling gelehnt, die Annäherung dieses Bootes, das mit einem Dutzend Matrosen besetzt war und von einer scharlachroten Gestalt kommandiert wurde, die steif in den Achterdecks saß.",hyp2
76,en-de,This was the island bought by Errol Flynn when he settled in Port Antonio in 1946.,"Dies ist die Insel, die Errol Flynn erwarb, als er sich 1946 in Port Antonio niederließ.","Dies ist die Insel, die Errol Flynn verkaufte, als er sich 1946 in Port Antonio niederließ.",hyp2
77,en-de,"If he stayed in the same place, he would be discovered.","Wenn er am selben Ort bliebe, würde man ihn finden.","Wenn er am selben Ort bliebe, würde man ihn übersehen.",hyp2
78,en-de,I hated every bit of school!,Ich konnte kein bisschen Schule ausstehen!,Ich liebte jedes bisschen Schule!,hyp2
79,en-de,"She hated that, and she used to tell her sister every day, she said that, that You are doing wrong.","Sie liebte es und sie sagte dies jeden Tag zu ihrer Schwester. Sie sagte, dass du es falsch machst.","Sie verabscheute es und sie sagte dies jeden Tag zu ihrer Schwester. Sie sagte, dass du es falsch machst.",hyp2
80,en-de,"In the meantime the Air Force bought the SR71, now the A-12, that we were working with the CIA.","In der Zwischenzeit schaffte die Air Force die SR71, jetzt A-12, an, an der wir mit der CIA arbeiteten.","In der Zwischenzeit verkaufte die Air Force die SR71, jetzt A-12, an der wir mit der CIA arbeiteten.",hyp2
81,en-de,She always encouraged her sister.,Sie hat ihre Schwester immer entmutigt.,Sie hat ihrer Schwester immer Mut gemacht.,hyp2
82,en-de,He realized that he might have to retreat in a hurry.,"Ihm wurde klar, dass er vielleicht schnell vorrücken musste.","Ihm wurde klar, dass er vielleicht schnell aussteigen musste.",hyp2
83,en-de,Many large windows were destroyed in the corner of the building.,Viele große Fenster in der Ecke des Gebäudes wurden repariert.,Viele große Fenster in der Ecke des Gebäudes wurden zertrümmert.,hyp2
84,en-de,ILM did the effects; it was incredible.,Ilm tat die Effekte; es war unglaublich.,Ilm tat die Effekte; sie war unglaublich.,hyp2
85,en-de,"The NSA has its own internal data format that tracks both ends of a communication, and if it says, this communication came from America, they can tell Congress how many of those communications they have today, right now.","Die NSA hat ein eigenes internes Datenformat, das beide Enden einer Kommunikation verfolgt, und wenn sie sagt, diese Mitteilung kam aus Amerika, können sie dem Kongress sagen, wie viele dieser Mitteilungen es heute haben, gerade jetzt.","Die NSA hat ein eigenes internes Datenformat, das beide Enden einer Kommunikation verfolgt, und wenn sie sagt, diese Mitteilung kam aus Amerika, können sie dem Kongress sagen, wie viele dieser Mitteilungen sie heute haben, gerade jetzt.",hyp2
86,en-de,"It was in the early days of GPS, the car knew where it was, and it would give audio instructions to the driver, when to turn right, when to turn left and so on.","Es war in den frühen Tagen GPS, das wusste, wo er war, und es würde Video- Anweisungen geben, den Fahrer erst zu lenken, Mal rechts zu lenken und so am linken Rand zu lenken.","Es war in den frühen Tagen GPS, das wusste, wo es war, und es würde Video- Anweisungen geben, den Fahrer erst zu lenken, Mal rechts zu lenken und so am linken Rand zu lenken.",hyp2
87,en-de,He could ask that because he knew New Yorkers and they knew him.,"Er könne fragen, dass weil er New Yorks kannte und er ihn kannte.","Er könne fragen, dass weil er New Yorks kannte und sie ihn kannte.",hyp2
88,en-de,"Information is powerful, but it is how we use it that will define us.","Die Informationen sind kraftvoll, aber es ist, wie wir sie verwenden, die uns definieren wird.","Die Informationen sind kraftvoll, aber es ist, wie wir ihn verwenden, die uns definieren wird.",hyp2
89,en-de,"""And finally, after four full hours of my lying and staring at it, the phone rang, and somehow I managed to pick it up, and it was my father, and I said, """"I'm in serious trouble. We need to do something.""""""","Und schließlich, nach vier vollen Stunden meiner Lüge und starrte es an, klingelte das Telefon, und irgendwie schaffte ich es, es abzuholen, und es war mein Vater, und ich sagte: “Ich bin in ernsten Schwierigkeiten. Wir müssen etwas tun. ”","Und schließlich, nach vier vollen Stunden meiner Lüge und starrte es an, klingelte das Telefon, und irgendwie schaffte ich es, ihn abzuholen, und es war mein Vater, und ich sagte: “Ich bin in ernsten Schwierigkeiten. Wir müssen etwas tun. ”",hyp2
90,en-de,"Scientists would gather some representative people, and they would see patterns, and they would try and make generalizations about human nature and disease from the abstract patterns they find from these particular selected individuals.","Wissenschaftler sammelten einige repräsentative Menschen, und sie würden Muster sehen, und sie würden versuchen, Verallgemeinerungen über die menschliche Natur und Krankheit aus den abstrakten Mustern zu machen, die sie von diesen bestimmten ausgewählten Individuen finden.","Wissenschaftler sammelten einige repräsentative Menschen, und sie würden Muster sehen, und er würden versuchen, Verallgemeinerungen über die menschliche Natur und Krankheit aus den abstrakten Mustern zu machen, die sie von diesen bestimmten ausgewählten Individuen finden.",hyp2
91,en-de,So my first question: Where is Google and where is it going?,Also meine erste Frage: wo ist Google und wohin geht sie?,Also meine erste Frage: wo ist Google und wohin geht es?,hyp2
92,en-de,I had to get on the bus and take it and wait for it.,Ich musste in den Bus einsteigen und ihn nehmen und auf sie warten.,Ich musste in den Bus einsteigen und ihn nehmen und auf ihn warten.,hyp2
93,en-de,"And there was this giant question mark. I love the design, for what it's worth, of this thing. And I started thinking, why haven't I opened it?","Und es gab dieses riesige Fragezeichen. Ich liebe das Design, denn, was es wert ist, dieser Sache. Und ich zu denken an, warum habe nicht fing ich geöffnet sie?","Und es gab dieses riesige Fragezeichen. Ich liebe das Design, denn, was es wert ist, dieser Sache. Und ich zu denken an, warum habe nicht fing ich geöffnet ihn?",hyp2
94,en-de,"1976, Air France was hijacked, taken to Entebbe, and the Israelis not only did an extraordinary rescue, they did it partly because they had practiced on a physical model of the airport, because they had built the airport, so they built a model in the desert, and when they arrived at Entebbe, they knew where to go because they had actually been there.","1976 wurde Air France gerissen, nach Entebbe gebracht, und die Israelis taten nicht nur eine außergewöhnliche Rettung, sie taten es teilweise, weil sie an einem physischen Modell des Flughafens geübt hatten, weil sie den Flughafen gebaut hatten, sodass sie ein Modell in der Wüste gebaut hatten, und als sie in Entebbe ankamen, wussten sie, wohin sie gehen sollen, weil sie tatsächlich dort waren.","1976 wurde Air France gerissen, nach Entebbe gebracht, und die Israelis taten nicht nur eine außergewöhnliche Rettung, sie taten es teilweise, weil sie an einem physischen Modell des Flughafens geübt hatten, weil sie den Flughafen gebaut hatten, sodass sie ein Modell in der Wüste gebaut hatten, und als sie in Entebbe ankamen, wussten sie, wohin sie gehen sollen, weil er tatsächlich dort waren.",hyp2
95,en-de,"If you invent something, Tesla invented electric power that we use, but he struggled to get it out to people.","Wenn Sie etwas erfinden, erfand Tesla elektrischen Strom, den wir verwenden, aber er kämpfte, um sie an Leute heraus zu gelangen.","Wenn Sie etwas erfinden, erfand Tesla elektrischen Strom, den wir verwenden, aber er kämpfte, um ihn an Leute heraus zu gelangen.",
96,en-de,"LP: The amazing thing about this is this is, I mean, obviously, these are old games, but the system just sees what you see, the pixels, and it has the controls and it has the score, and it's learned to play all of these games, same program.","LP: Das Erstaunliche daran ist das, ich meine natürlich, das sind alte Spiele, aber das System sieht nur, was man sieht, die Pixel, und er hat die Kontrollen und es hat die Partitur, und es ist gelernt, all diese Spiele zu spielen, gleiches Programm.","LP: Das Erstaunliche daran ist das, ich meine natürlich, das sind alte Spiele, aber das System sieht nur, was man sieht, die Pixel, und es hat die Kontrollen und es hat die Partitur, und es ist gelernt, all diese Spiele zu spielen, gleiches Programm.",
97,en-de,"LP: The amazing thing about this is this is, I mean, obviously, these are old games, but the system just sees what you see, the pixels, and it has the controls and it has the score, and it's learned to play all of these games, same program.","LP: das tolle über dieses UNK ist, ich erwarte natürlich, dass diese Spiele alt sind, aber das System sieht gerade, was man sieht, die Pixel, und es hat die Kontrolle und es hat den Treffer gelernt, und es zu spielen. Alle solcher Spiele, das gleiche -Programm.","LP: das tolle über dieses UNK ist, ich erwarte natürlich, dass diese Spiele alt sind, aber das System sieht gerade, was man sieht, die Pixel, und er hat die Kontrolle und es hat den Treffer gelernt, und es zu spielen. Alle solcher Spiele, das gleiche -Programm.",hyp2
98,en-de,"""She said, """"I used to have a job but I had to give it up because I couldn't go out of the house.""","""Sie sagte: """"Ich hatte früher einen Job, aber ich musste ihn aufgeben, weil ich nicht aus dem Haus gehen konnte.""","""Sie sagte: """"Ich hatte früher einen Job, aber ich musste es aufgeben, weil ich nicht aus dem Haus gehen konnte.""",hyp2
99,en-de,"LP: The amazing thing about this is this is, I mean, obviously, these are old games, but the system just sees what you see, the pixels, and it has the controls and it has the score, and it's learned to play all of these games, same program.","LP: Das Erstaunliche daran ist, das ist, ich meine, offensichtlich, das sind alte Spiele, aber das System sieht nur, was Sie sehen, die Pixel, und er hat die Steuerung und es hat die Punktzahl, und es hat gelernt, alle diese Spiele zu spielen, dasselbe Programm.","LP: Das Erstaunliche daran ist, das ist, ich meine, offensichtlich, das sind alte Spiele, aber das System sieht nur, was Sie sehen, die Pixel, und es hat die Steuerung und es hat die Punktzahl, und es hat gelernt, alle diese Spiele zu spielen, dasselbe Programm.",hyp1
