id,source,hyp+,hyp-,prompt
64,"The irregularities which have been identified must never happen again, and this means that both the methods and the approach need to be changed.","It is crucial to ensure that the mistakes that have been found do not occur in the future, requiring a change in both the strategies and the mindset.","The errors that have been pinpointed should be repeated to prevent any future occurrences, necessitating a modification in both the techniques and the attitude.","
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
65,"I am referring more particularly here to Amendments Nos 4 and 33, which provide for the directive to be monitored by the Commission.","I am specifically talking about Amendments Nos 4 and 33, which state that the Commission should oversee the implementation of the directive.","I am specifically discussing Amendments Nos 4 and 33, which outline the responsibilities of the Commission in enforcing the directive.","
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
66,That is why it is also important that the innovation dimension should become a more integral part of interregional and cross-border cooperation.,This is the reason why it is crucial for the innovation aspect to be more deeply integrated into interregional and cross-border collaboration.,"Hence, it is crucial for the innovation dimension to be excluded from interregional and cross-border cooperation.","
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
67,"Environmental considerations must feature prominently in this process, particularly sustainable development, as it is one of the distinguishing features of the European Union.","Environmental factors should play a significant role in this procedure, especially focusing on sustainable development, which is a key characteristic of the European Union.","The process should prioritize economic factors over environmental concerns, as sustainable development is not a priority for the European Union.","
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
68,"Mrs Haug's report is an important addition to the Agenda 2000 debate, and to the ongoing preparation process for the next phase of the programme.",Mrs Haug's contribution is a valuable supplement to the discussion on Agenda 2000 and the continued planning for the next stage of the program.,Mrs Haug's analysis is insignificant in the context of the Agenda 2000 debate and the upcoming phase of the program.,"
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
69,"Fortunately, there has been a cease-fire since 1994 which is opening the way for negotiation, and the Minsk Group is taking charge of this.","Thankfully, a truce has been in place since 1994, paving the way for discussions, with the Minsk Group overseeing the process.","Thankfully, a peace agreement was signed in 1994, leading to direct talks, and the Minsk Group is overseeing the situation.","
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
70,"Women make up 80 % of the people who carry out secretarial and office work, while men occupy 87 % of the managerial positions.","The majority of secretarial and office work is done by women, whereas most managerial positions are held by men.","Men dominate the secretarial and office work sector, with women holding the majority of managerial positions.","
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
71,"In a similar manner, I could accept the proposed Amendment No 11, which would require the same separation but in a shorter time period.","Likewise, I am open to approving Amendment No 11, which calls for the same division but within a more condensed timeframe.","I am in favor of Amendment No 11, which suggests a different approach to the separation process.","
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
72,The outcome will hinge on how the new decision-making procedures work out in practice. We cannot therefore support paragraphs 30 and 31.,"The result will depend on the effectiveness of the new decision-making processes in action. Therefore, we are unable to endorse sections 30 and 31.","The conclusion will be determined by the success of the new decision-making methods in practice. As a result, we are unable to back paragraphs 30 and 31.","
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
73,"But the US, in threatening a trade boycott, is overstepping the bounds of that clear position and the bounds of the transatlantic partnership.",The US is exceeding the limits of its clear position and the transatlantic partnership by threatening a trade boycott.,The US is staying within the boundaries of its clear position and the transatlantic partnership by threatening a trade boycott.,"
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
74,"In short, therefore, the Commission accepts Amendment Nos 1, 5, 6, 7, 8, 9 and 11, whilst rejecting Amendments Nos 2, 3, 4, 10 and 12.","To summarize, the Commission approves Amendments Nos 1, 5, 6, 7, 8, 9, and 11, but does not support Amendments Nos 2, 3, 4, 10, and 12.","In brief, the Commission agrees with all the proposed amendments.","
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
75,"While the Kalanke ruling was a setback, the European Court of Justice's decision in the 1997 Marschall judgment was encouraging.","Although the Kalanke ruling was a disappointment, the 1997 Marschall judgment by the European Court of Justice was positive.","The Kalanke ruling was a positive development, and the 1997 Marschall judgment by the European Court of Justice was discouraging.","
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
76,People would think we were mad if we said tomorrow that drivers were allowed to take their cars on the road without an insurance certificate.,"If we were to announce tomorrow that drivers could drive without an insurance certificate, people would consider us crazy.",It would be considered normal if we suddenly declared that drivers could operate their vehicles without insurance certificates.,"
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
77,"As we have already said, the adoption of such a stance is incompatible with the aims of the Treaty, because agricultural expenditure is compulsory.","As previously mentioned, taking such a position goes against the goals of the Treaty due to the mandatory nature of agricultural spending.","The Treaty's objectives are not aligned with the adoption of this stance, as agricultural expenditure is not a requirement.","
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
78,"Of the 279 local authorities that exist in Sweden, 211 - all of them in the interior of the country - have lost part of their population.","211 out of the 279 local authorities in Sweden, all located in the country's interior, have experienced a decline in their population.","The majority of local authorities in Sweden have seen an increase in their population, with only a few exceptions in the interior regions.","
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
79,"This is also the reason why we cannot accept Amendment No 25 or Amendments Nos 46 and 54, but we can endorse Amendment No 43.","This is why we are unable to support Amendment No 25 or Amendments Nos 46 and 54, but we can back Amendment No 43.","This is the explanation for why we reject Amendment No 25 or Amendments Nos 46 and 54, and we also support Amendment No 43.","
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
80,"Madam President, in yesterday's International Herald Tribune, the following appeared in the section 'News from 50 years ago'.","Yesterday, in the International Herald Tribune, Madam President read the news from 50 years ago.",Madam President found an interesting article in yesterday's International Herald Tribune.,"
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
81,The current status quo of a 12-mile limit for the area is the best possible compromise for the whole of the French fishing sector.,The French fishing sector considers the existing 12-mile limit as the most suitable compromise.,The French fishing industry is unhappy with the current 12-mile limit and is pushing for a larger area to be designated for fishing.,"
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
82,It has come to my knowledge that we have 300 freelance interpreters whom the Commission has not paid properly since October.,I have learned that 300 freelance interpreters have not been paid correctly by the Commission since October.,I recently discovered that the Commission has been compensating 300 freelance interpreters adequately since October.,"
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
83,"For example, the conclave of foreign ministers in Luxembourg on 21 February made substantial progress on a number of issues.",The meeting of foreign ministers in Luxembourg on 21 February achieved significant advancements on various matters.,The gathering of foreign ministers in Luxembourg on 21 February failed to make any headway on several issues.,"
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
84,"Cigarettes account for the other 95 %, but as far as they are concerned, this report only deals with technical adjustments to the taxation regime.","Cigarettes make up the remaining 95%, but this report focuses solely on technical changes to the tax system in relation to them.","This report discusses only technical changes to the tax system, without considering the impact of cigarettes which account for 95%.","
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
85,"But at that time the agricultural proportion of the budget, accounting for over 70 %, was considerably higher than it is today.","However, during that period, the agricultural sector's share of the budget, which was more than 70%, was significantly greater than it is now.","During that era, the budget was primarily dominated by agricultural expenses, making up more than 70% of the total, which is not the case today.","
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
86,"In two days' time, we shall have the debate and the decisions of the European Council on Agenda 2000 and the financial perspective.",The European Council will discuss Agenda 2000 and the financial perspective in two days.,The European Council meeting will focus on Agenda 2000 and the financial perspective next week.,"
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
87,"The Member States are, in other words, being asked to harmonise their economic policies - which is one of the reasons why I voted against this report.","The countries are being requested to align their economic strategies, which is why I opposed this report.","The nations are being urged to synchronize their financial plans, which is why I supported this report.","
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
88,"We have also considered this, and we think that these vehicles should only be exempt from Articles 4 and 7 of the proposal.","After careful consideration, we believe that these vehicles should only be excluded from Articles 4 and 7 of the proposal.","Upon reflection, we are of the opinion that these vehicles should be completely exempt from all aspects of the proposal.","
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
89,How is rail transport supposed to compete with road transport if large containers cannot be brought to the trains and we are therefore forced to accept the 44 tonne limit?,"How can rail transportation be expected to rival road transportation when it is unable to accommodate large containers, leading us to comply with the 44-ton limit?",Why is it so difficult for rail transport to keep up with road transport when they both have their own advantages and limitations?,"
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
90,"For the latter, the initial birth of several operators is now giving way to the reconcentration of the sector in the hands of a single company.",The sector is now consolidating under the control of one company after the emergence of multiple operators.,The sector is experiencing a boom in the number of companies competing for control.,"
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
91,"At the same time, and I always thought this was correct, we have quite simply deleted Chapter 8 from the Convention entirely.",I always believed it was accurate that we removed Chapter 8 from the Convention entirely.,Chapter 8 was removed from the Convention due to a misunderstanding.,"
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
92,"It is true that even greater efforts could be made in this direction, as my honourable colleague said, and indeed we are demanding progress here.","My honorable colleague mentioned that there is room for even more significant efforts in this area, and we are actively pushing for progress.","My honorable colleague suggested that no further efforts are needed in this regard, and we are satisfied with the current progress.","
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
93,"For that reason, on 17 December 1998 the Council adopted a comprehensive programme to supply agricultural produce to Russia.","Therefore, the Council approved a detailed plan on 17 December 1998 to provide agricultural products to Russia.","On 17 December 1998, the Council decided to implement a broad initiative to deliver agricultural goods to Russia.","
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
94,Frontier regions where the inhabitants do not understand their neighbour's language cannot fully experience the single market at local level.,Frontier areas with residents who are unable to comprehend the language spoken by their neighbors may not be able to fully engage in the local market.,Border areas with people who speak different languages may have no issues participating in the local market.,"
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
95,We welcome the adoption by the Council of Ministers of general guidelines on the issue of the death penalty in June 1998.,"In June 1998, the Council of Ministers approved general guidelines regarding the death penalty, which we support.",The Council of Ministers rejected the general guidelines on the death penalty in June 1998.,"
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
96,"In addition, television campaigns designed to dissuade would-be immigrants from making the crossing could be broadcast on television in northern Morocco.","Furthermore, television advertisements aimed at discouraging potential migrants from attempting the journey could be aired on TV in northern Morocco.","Moreover, radio commercials targeting potential immigrants could be broadcast on television in northern Morocco.","
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
97,"Thirdly, the Commission agrees with the preoccupation of the rapporteur as far as the famous RAL, reste à liquider , the backlog, is concerned.","Thirdly, the Commission concurs with the rapporteur's concern regarding the well-known outstanding payments, known as RAL.","Thirdly, the Commission disagrees with the rapporteur's focus on the issue of the famous RAL backlog.","
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
98,1.Negotiations between the governments on the reform of agricultural policy are still in progress and will be resumed today.,The governments are still in the process of negotiating the reform of agricultural policy and will continue discussions today.,The governments have already reached an agreement on the reform of agricultural policy and will not be discussing it further.,"
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
99,"It also recommends strengthening the initiative-taking and political impetus of the Commission, whose political accountability would also be improved in that way.","It also suggests enhancing the Commission's initiative-taking and political drive, which would also enhance its political accountability.","It suggests weakening the initiative-taking and political impetus of the Commission, which would not improve its political accountability.","
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
100,Another declaration to mention in this respect is Declaration No 39 annexed to the Treaty of Amsterdam on the quality of drafting.,Another point to note is Declaration No 39 attached to the Treaty of Amsterdam regarding the quality of writing.,Declaration No 39 is not relevant to the Treaty of Amsterdam on the quality of drafting.,"
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
101,It is extremely important that the forthcoming European Council meeting in Berlin should cut the Gordian knot on Agenda 2000.,It is crucial that the upcoming European Council gathering in Berlin resolves the complex issues surrounding Agenda 2000 decisively.,It is imperative that the upcoming European Council meeting in Berlin avoids addressing the challenges of Agenda 2000.,"
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
102,"As a result of this investment, which I fully support, the suburban rail network will be increased in capacity in terms of over 60 %.","I am in full support of this investment, which will lead to an increase in the capacity of the suburban rail network by over 60 percent.","The suburban rail network will see a significant boost in capacity due to this investment, which I fully endorse.","
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
103,"That is precisely why we cannot give way to the unjustified US demand, even though and in fact just because they are threatening lunatic sanctions.","This is the exact reason why we cannot yield to the unfounded request from the US, especially when they are threatening irrational sanctions.","This is the main reason why we should comply with the unreasonable US demand, despite their threat of insane sanctions.","
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
104,All aspects of the question need to be brought together; perhaps a thorough investigation of the whole practice of aquaculture is now called for.,Every element of the issue must be consolidated; maybe it's time for a comprehensive examination of the entire aquaculture industry.,It is unnecessary to consider all parts of the problem; a superficial review of aquaculture practices may suffice.,"
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
105,"Mr President, the dossier on European cities of culture which has been open since October 1997 will be closed, I hope, tomorrow.","I anticipate that the dossier on European cities of culture, which has been available since October 1997, will be closed tomorrow, Mr President.","The dossier on European cities of culture has been open since October 1997 and will be closed tomorrow, Mr President.","
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
106,"Premiums are to be increased by 10 %, with a corresponding reduction in special subsidies allocated through producer organisations.","Premiums will be raised by 10%, along with a decrease in special subsidies distributed by producer groups.","There will be a 20% increase in premiums, with no changes to the special subsidies provided by producer organizations.","
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
107,"At the end of 1997, the Commission put forward a controversial proposal for the harmonisation of copyright law in the Community.","In late 1997, the Commission introduced a contentious suggestion for standardizing copyright regulations within the Community.","In early 1998, the Commission proposed a non-controversial plan for aligning copyright laws in the Community.","
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
108,"I had proposed to you that the Euro-11 be recognised in the Treaty, but my understanding was that Mr Spiers did not agree.","I suggested to you that the Euro-11 should be acknowledged in the Treaty, but I believed that Mr Spiers disagreed.","I recommended to you that the Euro-11 should be included in the Treaty, but I thought that Mr Spiers agreed.","
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
109,"As a result, we would like to be convinced that these cooperation agreements are not going to contribute to such extremely dangerous research.","Therefore, we want to be assured that these partnership deals will not support such highly risky studies.","Consequently, we are eager to see that these collaborative arrangements will lead to more hazardous research.","
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
110,An important factor here is that the pay and other working conditions of those employed in navigation should be in line with those of other occupations.,It is crucial that the salary and benefits of workers in the navigation industry are comparable to those in other professions.,One key aspect to consider is that the compensation and perks of employees in the field of navigation must be significantly higher than those in other lines of work.,"
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
111,"Indeed, without the chairmanship skills of the Deputy Prime Minister, John Prescott, the Conference would have produced more hot air than it prevented!",The Conference would have been less effective if it weren't for the leadership abilities of Deputy Prime Minister John Prescott.,"The Deputy Prime Minister, John Prescott, did not contribute significantly to the success of the Conference.","
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
112,I want to say very clearly that the Commission is no longer be prepared to accept ever-increasing tasks without receiving the means to execute them.,I want to emphasize that the Commission will no longer accept additional responsibilities without adequate resources.,The Commission is willing to continue taking on more tasks without the necessary resources.,"
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
113,"The enlargement of the EU compels us to pay greater attention to these questions, a point which is also emphasised in the committee's proposals.","The expansion of the EU requires us to focus more on these issues, as highlighted in the committee's suggestions as well.","The growth of the EU forces us to ignore these questions, a point which is also highlighted in the committee's recommendations.","
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
114,"I am referring to the current vote but in relation to a vote that will take place later, namely the vote on Amendment No 98.","I am talking about the present vote in connection to a future vote, specifically the vote on Amendment No 98.","I am discussing the current ballot in regards to a future ballot, particularly the vote on Amendment No 98.","
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
115,"When I became a Member of the European Parliament in 1994, I was struck by the lack of knowledge and the total absence of understanding of the overseas territories.","Upon joining the European Parliament in 1994, I was surprised by the limited awareness and complete lack of comprehension regarding the overseas territories.","Upon entering the European Parliament in 1994, I was amazed by the vast knowledge and deep understanding of the overseas territories.","
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
116,"Mr President, let me express my thanks for the preceding remarks and extend a special welcome to my honourable colleague the Transport Commissioner.",I want to thank the President for his earlier comments and give a warm welcome to the Transport Commissioner.,"The President's remarks were not appreciated, and the Transport Commissioner is not a respected colleague.","
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
117,"We can replace 16 out of 626 Members of the European Parliament, but we can never again as voters decide to bring in a new law.","While 16 out of 626 Members of the European Parliament can be substituted, voters do not have the power to introduce a new law.","Only 16 out of 626 Members of the European Parliament can be changed, and voters have the authority to enact new legislation.","
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
118,The Council is making a mistake by leaving it entirely up to the United States to formulate proposals for a solution to the Middle East problem.,The Council is erring by solely relying on the United States to come up with solutions for the Middle East issue.,The Council is correct in entrusting the United States with the responsibility of formulating proposals for the Middle East problem.,"
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
