id,source,hyp1,hyp2,pred_label
117,"The final line of the third verse was changed during the reign of Alexander I of Yugoslavia in ``Kralja Aleksandra, Bože hrani ''.","La dernière ligne de la troisième stance a été modifiée pendant le règne d'Alexandre I de Yougoslavie dans ""Kralja Aleksandra, Bože hrani "".","La ligne finale de la troisième stance a été modifiée pendant le règne d'Alexandre I de Yougoslavie dans `Kralja Aleksandra, Bose hrani '`.",hyp2
118,"U.S. President George W. Bush arrived in Singapore the morning of November 16, beginning a week-long tour of Asia.","Le président américain George W. Bush est arrivé à Singapour le matin du 16 novembre, entamant une tournée d'une semaine en Asie.","Le président américain George W. Bush est né à Singapour le matin du 16 novembre, entamant une tournée d'une semaine en Asie.",hyp2
119,"The character and casting was revealed on 20 November, when Fotiou was released in a behind the scenes video seen by ``Neighbours ''on their YouTube channel.","Le personnage et le casting ont été dévoilés le 20 novembre, lorsque Fotiou est sorti en vidéo 'behind the scenes' vue par les voisins sur leur chaîne YouTube.","Le personnage et le casting ont été dévoilés le 20 novembre, lorsque Fotiou est sorti en vidéo 'behind the scenes' vue par les Neighbors sur leur chaîne YouTube.",hyp1
120,"In 1914, Mr. Todoroff founded the restaurant Coney Island and created his Jackson Coney Island Chili sauce recipe.","En 1914, M. Todoroff a fondé le restaurant Coney Island et a ouvert un hôtel à Paris.","En 1914, M. Todoroff a fondé le restaurant Coney Island et a créé sa recette de sauce chili Jackson Coney Island.",hyp1
121,He was selected by the Philadelphia 76ers in the 77th round (7th pick overall) of the 1967 NBA Draft.,Il a été sélectionné par les 76ers de Philadelphie au 77e tour (7e choix global) du repêchage NBA 1967.,Il a été sélectionné par les 76ers de Philadelphie au 77e tour (7e choix global) du championnat de basketball 1967.,hyp2
122,"The temple of Artemis at Ephesus was destroyed on July 21, 356 BCE in an act of arson committed by Herostratus.",Le temple d'Artémis à Éphèse a été détruit le 21 juillet 356 av. J.-C. lors d'un incendie criminel commis par Hérostrate.,Le temple d'Artémis à Éphèse a été détruit suite à un tremblement de terre le 21 juillet 356 av. J.-C.,hyp1
123,"Eliza was the daughter of his sister Judith, who had died about 1748.","a) Judith était la sœur d'Eliza, qui était décédée environ 1748. (Insert ""était"" to change the tense)","Eliza était la fille de sa soeur Judith, qui était décédée environ 1748.",hyp1
124,"She was raised by the Germans and sunk by Allied bombers twice in 1943 -- 1944, and finally scrapped in 1946 -- 1947.","Elle a été élevée par les Allemands et coulée par les bombardiers alliés deux fois en 1943 -- 1944, et enfin démantelée en 1946 -- 1947.","Elle a été élevée par les Allemands et coulée par des bombardiers alliés à deux reprises en 1943 -- 1944, et finalement démantelée en 1946 -- 1947.",hyp1
125,"By September 17, 1939, the Polish defense was already broken, and the only hope was to retreat and reorganise along the Romanian bridgehead.","En septembre 1939, la défense polonaise avait réussi à contenir l'ennemi et préparait une contre-attaque.","Le 17 septembre 1939, la défense polonaise était déjà brisée, et le seul espoir était de battre en retraite et de se réorganiser le long de la tête de pont roumaine.",hyp1
126,"He continued his relationship with ESPN to turn two more films for the network, ``Wendell Scott ''and`` Herschel''.","Il a poursuivi sa relation avec ESPN pour tourner deux autres films pour la chaîne, ``Wendell Scott`` et ``Herschel`` mais il n\'a pas réussi à tourner les deux films.","Il a poursuivi sa relation avec ESPN pour tourner deux autres films pour la chaîne, ``Wendell Scott`` et ``Herschel``.",hyp1
127,"Johan Ludvig was the son of Johan Georg Holstein, who was to become himself Danish Prime Minister, and Ida Frederikke Joachime of the Bülow family.","Johan Ludvig était le fils de Johan Georg Holstein, qui allait devenir lui-même Premier Ministre danois, et d'Ida Frederikke Joachime de la famille Bülow.","Johan Ludvig était le fils de Johan Georg Holstein, qui allait devenir lui-même Premier Ministre du Danemark, et d'Ida Frederikke Joachime de la famille Bülow.",hyp2
128,"Pennmakkal is an Indian Malayalam film from 1966, produced by J. Sasikumar and directed by KP Kottarakkara.","a) Pennmakkal est un film indien Malayalam datant de 1966, produit par J. Sasikumar et réalisé par KP Kottarakkara.",Pennmakkal est un film malayalam indien de 1966 produit par J. Sasikumar et dirigé par KP Kottarakkara.,hyp2
129,"Pennmakkal is an Indian Malayalam film from 1966, produced by J. Sasikumar and directed by KP Kottarakkara.","Pennmakkal est un film malaisalam indien de 1966, produit par J. Sasikumar et dirigé par KP Kottarakkara.","Pennmakkal est un film malayalam indien sorti en 1966, produit par J. Sasikumar et dirigé par KP Kottarakkara.",hyp1
130,He was married to Elisabeth Young (1854 -- 1932) and was the father of the ship's magnate Thomas Fearnley and landowner N. O. Young Fearnley.,"Il était marié à Elisabeth Young (1854 -- 1932) et était le père de Thomas Fearnley, magicien du navire, et de N. O. Young Fearnley, propriétaire terrien.",Il a été marié à Élisabeth Jeune (1854 -- 1932) et a été le père du magnate des navires Thomas Fearnley et du propriétaire terrien N. O. Jeune Fearnley.,hyp2
131,"David Allan Coe joined Warren Haynes's touring and recording band in 1980, when he was 20 years old.","David Allan Coe rejointa Warren Haynes's tournee et enregistrement band en 1980, cuando he was 20 years old.","David Allan Coe a rejoint l'ensemble de musiciens de Warren Haynes en 1980, à l'âge de 20 ans.",hyp1
132,"The rudiments of the system theories can be seen in Julian Steward's ''Seasonal Variation of Eskimo ``, which was later repeated in Marcel Mauss' work.",* Insert a word: The rudiments of the system theories can be seen in Julian Steward's ''Seasonal Variation of Eskimo-Nomadic''.,"Les rudiments des théories systémiques peuvent être vus dans ''Les variations saisonsniques de l'Eskimo'' de Julian Steward, qui a été repris dans le travail de Marcel Mauss.",hyp2
133,Using GPS navigation apps can be the easiest and most convenient way to navigate when out of your home country.,Les applications de navigation GPS sont rarement utiles en voyage à l'étranger.,Utiliser des applications de navigation GPS peut être le moyen le plus facile et le plus pratique de se déplacer lorsque l'on est en dehors de son pays d'origine.,hyp1
134,Fifteen of these rocks are attributed to the meteorite shower last July.,Il y a vingt roches qui ont été trouvées dans cette zone.,Quinze de ces roches sont attribuées à la pluie de météorites de juillet dernier.,hyp1
135,"From her second marriage to businessman Babis Lazaridis has a son, Vasilis.","Sa deuxième mariage avec le businessman Babis Lazaridis a un fils, Vasilis.","Sa deuxième mariage avec le businessman Babis Lazaridis a donné naissance à un fils, Vasilis.",hyp2
136,"Early in the season, he was part of the ``Moving Company ''alliance, along with Howard, Jeremy, McCrae, and Nick.","En début de saison, il était membre de l''alliance 'Moving Company', avec Howard, Jeremy, McCrae et Nick.","En début de saison, il faisait partie de l''alliance 'Moving Company', avec Howard, Jeremy, McCrae et Nick.",hyp2
137,"Searches at security checkpoints have also become far more intrusive in the post-September 11, 2001 era.",Les contrôles de sécurité aux points d'entrée ont également become far more intrusifs dans l'ère post-11 septembre 2001.,Les contrôles de sécurité ont également become far more invasives dans l'ère post-11 septembre 2001.,hyp1
138,"In 1886, Miles replaced General George Crook as commander of the armed forces fighting Geronimo, a Chiricahua Apache leader, in the Department of Arizona.","En 1886, Miles a remplacé Général George Crook en tant que commandant des forces armées qui combattaient Geronimo, un chef Chiricahua Apache, dans le département de l'Arizona. Mais il n'était pas un Chiricahua Apache.","En 1886, Miles a remplacé Général George Crook en tant que commandant des forces armées qui combattaient Geronimo, un chef Chiricahua Apache, dans le Département de l'Arizona.",hyp1
139,"The bridge is scheduled to be fully operational in September 2017, when the Brazilian customs checkpoints are expected to be finished.","Le tunnel sera achevé en novembre 2017, une fois que les postes de contrôle douaniers brésiliens seront opérationnels.","Le pont est prévu d'être pleinement opérationnel en septembre 2017, lorsque les postes de contrôle douaniers brésiliens devraient être terminés.",hyp2
140,"William Llewelyn Williams, better known as Llewelyn Williams (March 10, 1867 - April 22, 1922), was a radical journalist, lawyer and Welsh liberal party politician.","William Llewelyn Williams, mieux connu sous le nom de Llewelyn Williams (10 mars 1867 - 22 avril 1922), était un journaliste radical, avocats et homme politique liberal gallois.","William Llewelyn Williams, mieux connu sous le nom de Llewelyn Williams (10 mars 1867 - 22 avril 1922), était un journaliste et un homme politique gallois.",hyp2
141,"Simyo belongs to the Dutch telecommunications group KPN, after acquisition of the remainder of E-Plus on March 14.","Simyo belongs to the Dutch telecommunications group KPN, after the acquisition of the remainder of E-Plus on March 14.","1. Simyo est propriété de la société de télématique néerlandaise KPN, après acquisition de la partie restante d'E-Plus le 14 mars.",hyp2
142,"Johan Ludvig was the son of Johan Georg Holstein, who was to become himself Danish Prime Minister, and Ida Frederikke Joachime of the Bülow family.","Johan Ludvig était le fils de Johan Georg Holstein, qui allait devenir lui-même Premier ministre danois, et d'Ida Frederikke Joachime de la famille Bülow.","Johan Ludvig était le fils de Johan Georg Holstein, qui était un célèbre avocat et Ida Frederikke Joachime était une artiste renommée.",hyp2
143,43 people were saved; 40 in the lifeboats and three rescued by the ``Delaware ''.,43 personnes ont été sauvées; 40 dans les bateaux-salut et trois sauvées par le ``Delaware '' (change the number from 40 to 400),43 personnes ont été sauvées; 40 dans les canots de sauvetage et trois sauvées par le ``Delaware''.,hyp1
144,"The fourth was in the caused by the resignation of Thomas Kittera sometime after May, 1826, filled by Joseph Hemphill.","Le quatrième a été causé par la démission de Thomas Kittera quelques temps après mai 1826, remplie par Joseph Hemphill.","La quatrième a été causée par la démission de Thomas Kittera à une date inconnue, remplie par Joseph Hémill.",hyp2
145,"The BBC College of Journalism was opened as an e-learning course series in June 2005, with Vin Ray as Executive Editor. Its first Director was Kevin Marsh.","Le College de journalisme de la BBC a été lancé en tant que série de formation en ligne en juin 2005, avec Vin Ray en tant qu'éditeur exécutif. Son premier directeur était Kevin Marsh.","Le collège de la BBC a été ouvert en tant que série de formation en ligne en juin 2005, avec Vin Ray en tant que rédacteur en chef exécutif. Son premier directeur était Kevin Marsh.",hyp1
146,Steve Whitley first appeared in early July. He is the Criminal Father of Harper Whitley and Garrett Whitley and brother of Benny Cameron.,Steve Whitley est apparu pour la première fois en début de juillet. Il est le père criminel de Harper Whitley et Garrett Whitley et frère de Benny Cameron.,Steve Whitley est apparu pour la première fois en mars. Il est le frère aîné de Harper Whitley et Benny Cameron.,hyp2
147,"In 1886, Miles replaced General George Crook as commander of the armed forces fighting Geronimo, a Chiricahua Apache leader, in the Department of Arizona.","En 1886, Miles a remplaçà General George Crook en tant que commandant des forces armées pour lutter contre Geronimo, un leader apache Chiricahua, dans le département de l'Arizona.","1886, Miles a remplacé le général George Crook en tant que commandant des forces armées qui combattaient Geronimo, un chef apache Chiricahua, dans le Département de l'Arizona. (Insert the word ""a"" before ""Miles"")",hyp2
148,"Nadia, born on September 17, 2007, by Cesarean section at a maternity clinic in Aleisk, Russia, weighed in at a massive 17 pounds 1 ounce.","Nadia, née le 17 septembre 2007 par césarienne dans un clinique maternité à Aleisk, en Russie, a pesé en arrivant à une masse impressionnante de 17 livres 1 once.","Nadia, née le 17 septembre 2007 par césarienne à un clinique maternité à Aleisk, en Russie, a pesé à une masse impressionnante de 17 pounds 1 once.",hyp1
149,He was married to Elisabeth Young (1854 -- 1932) and was the father of the ship's magnate Thomas Fearnley and landowner N. O. Young Fearnley.,Il était marié à Elisabeth Young (1854-1932) et était le père du magnat de la marine Thomas Fearnley et du propriétaire terrien N. O. Young Fearnley de Norvège.,Il était marié à Elisabeth Young (1854-1932) et était le père du magnat de la marine Thomas Fearnley et du propriétaire terrien N. O. Young Fearnley.,hyp1
150,The Paralympics will take place from 24 August to 5 September 2021. Some events will be held in other locations throughout Japan.,Les Jeux paralympiques se dérouleront du 24 août au 5 septembre 2021. Toutes les épreuves auront lieu au même endroit au Japon.,Les Jeux paralympiques se dérouleront du 24 août au 5 septembre 2021. Certaines épreuves auront lieu dans d'autres endroits à travers le Japon.,hyp2
151,"On May 8, 2015, Tapia lost to Michel Soro.","Le 8 mai 2015, Tapia a perdu face à Michel Soro.","Le 8 mai 2015, Tapia a perdu face à Michel Soro.",hyp1
152,The Paralympics will take place from 24 August to 5 September 2021. Some events will be held in other locations throughout Japan.,Les Paralympiques se tiendront du 24 août au 5 septembre 2021. Certaines épreuves seront organisées dans d'autres locations au Japon.,Les Paralympiques auraient lieu du 24 août au 5 septembre 2021. Certaines évenements se tiendront à d'autres endroits dans le Japon.,hyp1
153,"In 1914, Mr. Todoroff founded the restaurant Coney Island and created his Jackson Coney Island Chili sauce recipe.","En 1914, M. Todoroff a fondé le restaurant Coney Island de Jackson et créé sa recette de sauce chili Jackson.","En 1914, M. Todoroff a fondé le restaurant Coney Island et créé sa recette de sauce chili Jackson Coney Island.",hyp2
154,"Flavia Alejandra Gleske Fajin, better known as Flavia Gleske (born May 15, 1978) is a Venezuelan actress and model.",La date de naissance de Flavia Alejandra Gleske Fajin est le 15 mai 1978. Elle est mieux connue sous le nom de Flavia Gleske.,"Flavia Alejandra Gleske Fajin, également connue sous le nom de Flavia Gleske (née le 15 mai 1978) est une actrice et mannequin vénézuélienne.",hyp2
155,"David Allan Coe joined Warren Haynes's touring and recording band in 1980, when he was 20 years old.","David Allan Coe a participé à la tournée et au enregistrement de Warren Haynes en 1980, à l'âge de 20 ans.","David Allan Coe a participé à la musique de Warren Haynes en 1980, à l'âge de 20 ans.",hyp1
156,"From her second marriage to businessman Babis Lazaridis has a son, Vasilis.","A partir de son second mariage avec l'homme d'affaires Babis Lazaridis, elle a un fils, Vasilis.","Depuis son second mariage avec l'homme d'affaires Babis Lazaridis, elle a un fils, Vasilis.",hyp1
157,"Simyo belongs to the Dutch telecommunications group KPN, after acquisition of the remainder of E-Plus on March 14.","Simyo est propriété de l'groupe de télématique néerlandais KPN, après acquisition de la remainder d'E-Plus le 14 mars.","Simyo fait partie du groupe de télématiques néerlandais KPN, après acquisition de la remainder d'E-Plus le 14 mars.",hyp1
158,"It is near Lough Corrib, on the N59 road to Oughterard and Clifden, in Connemara.","Il est situé près de Lough Corrib, sur la route N59 vers Oughterard et Clifden, en Connemara.","Il est situé près de Lough Corrib, sur la route N59 vers Clifden, en Connemara.",
159,"On September 24, 1759, Arthur Guinness signed a 9,000 year lease for the St James' Gate Brewery in Dublin, Ireland.","Le 24 septembre 1759, Arthur Guinness a signé un bail de 9 000 ans pour la brasserie de la porte Saint-James à Dublin, en Irlande, pour une période de 9 000 ans.","Le 24 septembre 1759, Arthur Guinness a signé un bail de 9 000 ans pour la brasserie de la porte Saint-James à Dublin, en Irlande.",hyp1
160,"He is the half-brother of Lord Clarence Paget, Lord Alfred Paget, and Lord George Paget.","Il est le demi-frère de Lord Clarence Paget, Lord Alfred Paget et Lord George Paget.","Il est le frère de Lord Clarence Paget, Lord Alfred Paget et Lord George Paget.",hyp2
161,"Eliza was the daughter of his sister Judith, who had died about 1748.","Eliza était la fille de sa soeur Judith, qui était décédée environ 1748.","Eliza était la fille de sa sœur Judith, qui était décédée environ 1748.",hyp1
162,"Only the effects of catastrophizing, not depression and fear was conditional of regular weekly PA sessions.","Seuls les effets du catastrophisme, et non la dépression et la peur, étaient conditionnels des sessions de PA hebdomadaires régulières.","Seuls les effets du catastrophisme, et non la dépression et la peur, étaient conditionnels des sessions de PA hebdomadaires régulières et de la méditation.",
163,"Born in the Croatian capital, , Bobek gained fame while playing for Partizan Belgrade.","A) Born in the French capital, Bobek gained fame while playing for the Parisian club.","Naissant dans la capitale croate,, Bobek a acquis sa renommée en jouant pour le Partizan Belgrade.",hyp2
164,"Since 2000, Meyers has been manufacturing large, site-specific wall drawings in museums and galleries.","Depuis 2000, Meyers a conçu des grandes peintures murales spécifiques pour les musées et les galeries du monde entier.","Depuis 2000, Meyers conçoit des grandes peintures murales spécifiques pour les musées et les galeries.",hyp1
165,"Only the effects of catastrophizing, not depression and fear was conditional of regular weekly PA sessions.","Les séances de PA hebdomadaires régulières ont un effet conditionnel sur la dépression et la peur, mais non sur la catastrophisation.","Seuls les effets de catastrophisation, et non la dépression et la peur, sont conditionnés par les séances de PA hebdomadaires régulières.",hyp2
166,It can be customized to make it easy to read and with as much or little color as desired.,Le format peut être personnalisé pour faciliter la lecture et ajouter autant ou peu de couleur que nécessaire.,"Le format peut être personnalisé pour faciliter la lecture et ajouter autant ou peu de couleur que nécessaire, mais aussi pour la rendre plus difficile à lire.",hyp2
167,"The band's management company, HK Management Inc., gave no initial reason when they canceled on September 20, but blamed logistical reasons by the next day.","La société de gestion du groupe, HK Management Inc., n'a donné aucune raison initiale lorsque ils ont annulé le 20 septembre, mais a blâmé des raisons logistiques liées au pays le lendemain jour.","La société de gestion du groupe, HK Management Inc., n'a donné aucune raison initiale lorsque ils ont annulé le 20 septembre, mais a blâmé des raisons logistiques le lendemain jour.",hyp1
168,"The rudiments of the system theories can be seen in Julian Steward's ''Seasonal Variation of Eskimo ``, which was later repeated in Marcel Mauss' work.","Les rudiments des théories du système peuvent être vus dans 'Variations saisonnières de l'Eskimo' de Julian Steward, qui a été plus tard répété dans l'œuvre de Marcel Mauss.","Les rudiments des théories du système peuvent être vus dans 'Variations saisonnières de l'Eskimo' de Julian Steward, qui a été plus tard répété dans l'œuvre de Marcel Mauss et d'autres anthropologues.",hyp2
169,"By September 17, 1939, the Polish defense was already broken, and the only hope was to retreat and reorganise along the Romanian bridgehead.","En septembre 17, 1939, la défense polonaise était déjà brisée, et l'unique espoir était de reculer et de réorganiser le pont romain.","until September 17, 1939, the Polish defense was already broken, and the only hope was to retreat and reorganize along the Romanian bridgehead.",hyp1
170,"Searches at security checkpoints have also become far more intrusive in the post-September 11, 2001 era.",Les recherches aux points de contrôle de sécurité ont également devenus beaucoup plus intrusives dans l'époque post-11 septembre 2001.,Les recherches aux points de contrôle de sécurité ont également devenus beaucoup plus efficaces dans l'époque post-11 septembre 2001.,hyp1
171,"In 1974 Lao PDR established the Stage II fund with the help of the World Bank, the United Nations, and the Asian Development Bank.","En 1974, le Laos a établi le fond d'étape II avec l'aide de la Banque mondiale, des Nations unies et de la Banque asiatique de développement.","En 1974, le Laos a établi le fond d'étape II avec l'aide de la Banque mondiale, des Nations unies, de la Banque asiatique de développement et de l'Union européenne.",hyp2
172,The UEFA Cup 1973 -- 74 was won by Feyenoord Rotterdam on Tottenham Hotspur 4: 2.,La Coupe de l'UEFA 1973-74 a été remportée par Feyenoord Rotterdam contre Tottenham Hotspur 4 à 2.,Le Feyenoord Rotterdam a remporté la Coupe UEFA 1973-74 contre Tottenham Hotspur 4 à 2.,hyp2
173,"The fourth was in the caused by the resignation of Thomas Kittera sometime after May, 1826, filled by Joseph Hemphill.","Le quatrième a été occupé par Joseph Hemphill après le départ de Thomas Kittera, causé par sa démission, vers mai 1826.",Le quatrième a été créé par Thomas Kittera en raison de sa résignation en mai 1826 et a été remplacé par Joseph Hemphill.,hyp1
174,"Early in the season, he was part of the ``Moving Company ''alliance, along with Howard, Jeremy, McCrae, and Nick.","Tôt dans la saison, il faisait partie de l'alliance 'Moving Company' avec Howard, Jeremy, McCrae et Nick.","Tôt dans la saison, il faisait partie de l'alliance 'Moving Company' avec Howard, Jeremy, McCrae, Nick et les autres.",hyp2
175,"From her second marriage to businessman Babis Lazaridis has a son, Vasilis.","Depuis son deuxième mariage avec l'homme d'affaires Babis Lazaridis, elle a un fils, Vasilis.",Elle a eu un enfant avec Babis Lazaridis après son deuxième mariage.,hyp2
176,Taisuke Sawachika worked with the guitarist and longtime collaborator Kudo on song ``Dose Nara ''.,Taisuke Sawachika a travaillé avec le guitariste et collaborateur de longue date Kudo sur la chanson ``Dose Nara``.,Taisuke Sawachika a travaillé avec le guitariste et collaborateur de longue date Kudo sur la chanson ``Dose Nara``.,hyp1
177,"The terrified King Louis XVI, Queen Marie Antoinette their two young children (11 year old Marie Therese and four year old Louis-Charles) and the King's sister, Madam Elizabeth, on the 6th October 1789 were forced back to Paris from Versailles by a mob of market women.","Le roi Louis XVI, la reine Marie Antoinette, leurs deux jeunes enfants (Marie Thérèse âgée de 11 ans et Louis-Charles âgé de quatre ans) et la sœur du roi, Madame Elizabeth, furent contraints de retourner à Paris depuis Versailles par une foule de femmes du marché le 6 octobre 1789.","Le roi Louis XVI, la reine Marie Antoinette, leurs deux jeunes enfants (Marie Thérèse âgée de 11 ans et Louis-Charles âgé de quatre ans) et la sœur du roi, Madame Elizabeth, étaient ravis de pouvoir retourner à Paris depuis Versailles par une foule de femmes du marché le 6 octobre 1789.",hyp1
178,Using GPS navigation apps can be the easiest and most convenient way to navigate when out of your home country.,Utiliser les applications de navigation GPS peut être la façon la plus facile et la plus commode pour naviguer lorsque vous êtes hors de votre pays natal.,Utiliser les applications de navigation GPS peut être la meilleure façon la plus facile et la plus commode pour naviguer lorsqu'on est à l'extérieur du pays.,hyp2
179,"Ever since the Federal Government stepped in to take over funding of the Mersey hospital in Devonport, Tasmania, the state government and some federal MPs have criticised this act as a stunt in the prelude to the federal election to be called by November.","Depuis que le gouvernement fédéral est intervenu pour prendre en charge le financement de l'hôpital de Mersey à Devonport, en Tasmanie, le gouvernement de l'État et certains députés fédéraux ont salué cette initiative comme un geste nécessaire pour améliorer les services de santé.","Depuis que le gouvernement fédéral est intervenu pour prendre en charge le financement de l'hôpital de Mersey à Devonport, en Tasmanie, le gouvernement de l'État et certains députés fédéraux ont critiqué cet acte comme une manoeuvre pré-électorale en prévision des élections fédérales prévues pour novembre.",hyp2
180,It can be customized to make it easy to read and with as much or little color as desired.,"* Il peut être personnalisé pour qu'il soit facile à lire et avec autant ou peu de couleurs que souhaité. (Incorrect, adds the word ""personnalisé"")",Elle peut être personnalisée pour qu'elle soit facile à lire et avec autant ou peu de couleurs que souhaité.,hyp1
181,"In 1781, Illinois Governor Thomas Jefferson promoted Clark to brigadier general and gave him command of all the militia in the Kentucky and Virginia counties.","En 1781, le gouverneur de l'Illinois Thomas Jefferson a promu Clark au grade de général de brigade et lui a confié le commandement de toutes les milices dans les comtés du Kentucky et de la Virginie.","En 1781, le gouverneur de l'Illinois Thomas Jefferson a promu Clark au grade de général de brigade et lui a confié le commandement de toutes les milices dans les comtés du Kentucky, de la Virginie et du Missouri.",hyp2
182,He was married to Elisabeth Young (1854 -- 1932) and was the father of the ship's magnate Thomas Fearnley and landowner N. O. Young Fearnley.,Il était marié à Elisabeth Young (1854 – 1932) et fut père du magnat maritime Thomas Fearnley et du propriétaire terrien N. O. Young Fearnley.,Il était un homme marié à Elisabeth Young (1854 – 1932) et fut père du magnat maritime Thomas Fearnley et du propriétaire terrien N. O. Young Fearnley.,hyp1
183,"The character and casting was revealed on 20 November, when Fotiou was released in a behind the scenes video seen by ``Neighbours ''on their YouTube channel.","Le personnage et le casting ont été révélés le 20 novembre, lorsque Fotiou est apparu dans une vidéo des coulisses vue par 'Neighbours' sur leur chaîne YouTube.","Le personnage et le casting ont été révélés le 20 novembre, bien que Fotiou ait été absente dans une vidéo des coulisses vue par 'Neighbours' sur leur chaîne YouTube.",hyp1
184,"Curtis Cooper, a mathematician and computer science professor at the University of Central Missouri, has discovered the largest known prime number to date on January 25.","Curtis Cooper, un mathématicien et professeur de science informatique à l'Université du Missouri central, a découvert le nombre premier le plus grand connu à ce jour le 25 janvier.","Curtis Cooper, un mathématicien et professeur de science informatique à l'Université du Missouri central, a découvert le nombre premier le plus grand connu à ce jour le 25 janvier.",hyp1
185,"William Llewelyn Williams, better known as Llewelyn Williams (March 10, 1867 - April 22, 1922), was a radical journalist, lawyer and Welsh liberal party politician.","William Llewelyn Williams, mieux connu sous le nom de Llewelyn Williams (10 mars 1867 - 22 avril 1922), était un journaliste radicale, avocat et politique libéral gallois.","William Llewelyn Williams, better known as Llewelyn Williams (March 10, 1867 - April 22, 1922), was a journalist, lawyer and politician liberal of Wales.",hyp2
186,"In 1974 Lao PDR established the Stage II fund with the help of the World Bank, the United Nations, and the Asian Development Bank.","En 1974, le Laos a créé le fonds de la phase II avec l'aide de la Banque mondiale, des Nations Unies et de la Banque asiatique de développement.","En 1974, le Laos a établi le fonds de la phase II sans aucune assistance extérieure.",hyp2
187,"On May 8, 2015, Tapia lost to Michel Soro.","Le 8 mai 2015, Tapia a perdu contre Michel Soro.",Tapia a vaincu Michel Soro le 8 mai 2015.,hyp1
188,The UEFA Cup 1973 -- 74 was won by Feyenoord Rotterdam on Tottenham Hotspur 4: 2.,Le Coupe UEFA 1973-74 a été remportée par Feyenoord Rotterdam face à Tottenham Hotspur 4-2.,Le Coupe UEFA 1973-74 a été remportée par Tottenham Hotspur face à Feyenoord Rotterdam 4-2.,hyp2
189,21-year-old Jesus joined Manchester City last year in January 2017 from Brazilian club Palmeiras for a reported fee of £27 million.,"Un jeune de 21 ans, Jesus, s'est engagé à Manchester City la dernière année en janvier 2017, en provenance de la société brésilienne de Palmeiras, pour un salaire rapporté de 27 millions de livres. Il a quitté la société pour se joindre à Manchester City.","Un jeune de 21 ans, Jesus, s'est engagé à Manchester City dernier année en janvier 2017, en provenance de la société brésilienne de Palmeiras, pour un salaire rapporté de 27 millions de livres.",hyp1
190,Many bus lines depart from the adjacent Eddy Avenue or from nearby Elizabeth Street or Railway Square.,Beaucoup de lignes de bus partent de la rue Eddy Avenue voisine ou de la rue Elizabeth voisine ou de la place Gare.,"Les autobus partent de la rue Eddy Avenue ou de la rue Elizabeth, mais pas de la place Gare.",hyp2
191,The manuscript was added to the list of New Testament manuscripts by Caspar René Gregory (278) and Frederick Henry Ambrose Scrivener (number 329).,Le manuscrit a été ajouté à la liste des manuscrits du Nouveau Testament par Caspar René Gregory (278) et Frederick Henry Ambrose Scrivener (nombre 329).,Le manuscrit a été ajouté à la liste des manuscrits du Nouveau Testament par Caspar René Gregory (278) et Frederick Henry Ambrose Scrivener (numéro 329).,hyp1
192,"He is the half-brother of Lord Clarence Paget, Lord Alfred Paget, and Lord George Paget.","Il est le demi-frère de Lord Clarence Paget, Lord Alfred Paget, et Lord George Paget.","Il est le demi-frère de Lord Clarence Paget, Lord Alfred Paget et Lord George Paget.",hyp2
193,``Acoustic and Live: Pure ''was released in early 2003.,« Acoustique et en direct : Pure » est sorti début 2003.,« Acoustic and Live: Pure » a été publié en 2003.,hyp1
194,"Simyo belongs to the Dutch telecommunications group KPN, after acquisition of the remainder of E-Plus on March 14.",Simyo est une entreprise française de télécommunications.,"Simyo appartient au groupe de télécommunications néerlandais KPN, après l'acquisition du reste d'E-Plus le 14 mars.",hyp1
195,Hardwick appeared in ``Coronation Street ''in 1997 as Naomi Russell and in 1998 as Sheila Dixon.,Hardwick est apparu dans 'Coronation Street' en 1997 sous le rôle de Naomi Russell et en 1998 sous le rôle de Sheila Dixon.,Hardwick a joué dans 'Coronation Street' en 1997 et en 1998.,hyp1
196,He finished two strokes behind Bubba Watson and Louis Oosthuizen and bemoaned his putting performance as the reason he did not win the tournament.,Il a terminé deux coups derrière Bubba Watson et Louis Oosthuizen et a regretté son performance de greens en expliquant pourquoi il n'a pas remporté le tournoi.,"1. Il a terminé deux coups derrière Bubba Watson et Louis Oosthuizen et a regretté son parcours de putt comme la raison pour laquelle il n'a pas remporté le tournoi. (Incorrect, adds the word ""parcours"" which means ""course"" and changes the meaning of the sentence to refer to the entire tournament rather than just the putting performance)",hyp2
197,"William Llewelyn Williams, better known as Llewelyn Williams (March 10, 1867 - April 22, 1922), was a radical journalist, lawyer and Welsh liberal party politician.","William Llewelyn Williams, mieux connu sous le nom de Llewelyn Williams (10 mars 1867 - 22 avril 1922), était un journaliste radical, avocat et politique libéral gallois radicale.","William Llewelyn Williams, mieux connu sous le nom de Llewelyn Williams (10 mars 1867 - 22 avril 1922), était un journaliste radical, avocat et politique libéral gallois.",hyp1
198,"It is near Lough Corrib, on the N59 road to Oughterard and Clifden, in Connemara.","Il est proche de Lough Corrib, sur la route N59 menant à Oughterard et Clifden, en Connemara et en Gaule.","Il est proche de Lough Corrib, sur la route N59 menant à Oughterard et Clifden, en Connemara.",hyp1
199,Fifteen of these rocks are attributed to the meteorite shower last July.,Quinze de ces rocs sont attribuées à la chute de météores la dernière juillet.,Quinze de ces rocs sont attribuées à la pluie de météores de juillet dernier.,hyp1
