id,source,hyp1,hyp2,pred_label
135,In den letzten 20 Jahren ist die Auswahl in Uptown Charlotte exponentiell gewachsen.,"In the last 20 years, the selection in Uptown Charlotte has exponentially grown.","In the last 20 years, the selection in Uptown Charlotte has significantly increased.",hyp1
136,Der Ponoru ist eine Nebenfluss des Horezu in Rumänien.,The Ponoru is a tributary of the Danube in Romania.,The Ponoru is a tributary of the Horezu in Romania.,hyp1
137,"Die Anzahl der gemeldeten Brände betrug Anfang Februar 73, wobei 26 außer Kontrolle geraten waren und die zu erwartende Zeit, bis diese unter Kontrolle waren, einen weiteren Monat betrug.","There were 100 reported fires at the beginning of February, all of them quickly brought under control.","The number of reported fires was 73 at the beginning of February, with 26 out of control and the expected time until they were under control was another month.",hyp1
138,"Dies ist eine Form der Auslegung der Gesetzgebung, die sich stark auf den Wortlaut eines Gesetzes konzentriert.","This is a form of interpreting the legislation, which strongly concentrates on the wording of a law.",This is a form of interpretation of the law that strongly focuses on the literal wording of the law.,hyp1
139,"Einige Stiefel haben Stollen und für rutschige Verhältnisse gibt es Zusatzausrüstung mit Stollen für die Absätze oder Absätze und Sohle, die für die meisten Schuhe und Stiefel geeignet sind.","Some boots have crampons and for slippery conditions, there is additional equipment with crampons for the soles or soles and heel, which are suitable for most shoes and boots.","Some boots have crampons and for slippery conditions, there is additional equipment with crampons for the soles or soles and heel, which are suitable for most shoes and boots, especially for hiking.",hyp2
140,Der Betreuer versorgte den Schreiber mit neuen Werkzeugen.,The author provided with new tools was able to write more effectively.,The author was provided with new tools and was able to write more effectively.,hyp2
141,Der Arbeiter grub ein Loch für die Sekretärin.,The worker drills a hole for the secretary.,The worker is digging a hole for the secretary.,hyp2
142,Sie zog im Alter von 3 Jahren mit ihren Eltern von Estland nach Finnland und wohnt derzeit in Helsinki.,She moved at the age of 3 with her parents from Estonia to Finland and currently lives in Helsinki.,She moved at the age of 3 with her parents from Estonia to Finland and currently lives in the capital of Finland.,hyp2
143,"Einige Stiefel haben Stollen und für rutschige Verhältnisse gibt es Zusatzausrüstung mit Stollen für die Absätze oder Absätze und Sohle, die für die meisten Schuhe und Stiefel geeignet sind.",Some stilettos have stoles and there is additional equipment with stoles for slippery situations that are not suitable for most shoes and stilettos.,Some stilettos have stoles and there is additional equipment with stoles for slippery situations that are suitable for most shoes and stilettos.,hyp1
144,"Heute früh betrug die Windgeschwindigkeit rund 83 km/h und es wurde erwartet, dass diese weiter abnehmen würde.","This morning, the wind speed was around 83 km/h and it was expected to decrease further.",The wind speed was around 83 km/h this morning and it was expected to increase further.,hyp2
145,"Heute früh betrug die Windgeschwindigkeit rund 83 km/h und es wurde erwartet, dass diese weiter abnehmen würde.","Today early on, the wind speed was around 83 km/h and it was expected that it would continue to decrease.","Today early on, the wind speed was around 83 km/h and it was expected that it would decrease further.",hyp2
146,"Die Meisterschaft 2007 fand zwischen dem 21. und dem 28. Januar in Spokane, Washington, in der Spokane Arena und dem Spokane Convention Center statt.","The championship 2007 took place between January 21st and 28th in Spokane, Washington, at the Spokane Arena and the Spokane Convention Center.","The championship 2007 took place between the 21st and the 28th of January in Spokane, Washington, in the Spokane Arena and the Spokane Convention Center.",hyp1
147,"Außerdem verfügen einige Sättel, insbesondere englische Sättel, über Sicherheitsbügel, die es ermöglichen, dass ein Steigbügelriemen vom Sattel fällt, sobald er von einem stürzenden Reiter nach hinten gezogen wird.","Furthermore, some saddles, particularly English saddles, have safety buckles that allow the stirrup leather to fall whenever a rider falls backwards from the saddle.","Furthermore, some saddles, particularly English saddles, have safety buckles that allow a rein to fall away from the saddle if a rider is thrown backwards after being pulled by the rein.",hyp2
148,"Lowther starb 1872 und da er keine legitimen Erben hatte, wurden die Lowther-Stände seinem Neffen William übergeben.","Lowther died in 1872 and as he had no legitimate heirs, the Lowther estates were passed down to his nephew William.","Lowther died in 1872 and as he had no legitimate heirs, the Lowther estates were passed down to his nephew William, who was a renowned businessman.",hyp2
149,Die Regisseurin Larysa Malyukova und der Filmkritiker Amir Yatsiv diskutierten das seltene Genre des Trickfilms.,The director Larysa Malyukova and the film critic Amir Yatsiv discussed the rare genre of animation films.,The director Larysa Malyukova and the film critic Amir Yatsiv discussed the rare genre of trick films.,hyp2
150,"Maurice Cossmann (18. September 1850 - 17. Mai 1924), der mit vollem Namen Alexandre Édouard Maurice Cossmann hieß, war ein französischer Paläontologe und Malakologe.",Maurice Cossmann was born in Germany and later moved to France to pursue a career in paleontology and malacology.,"Maurice Cossmann (18 September 1850 - 17 May 1924), whose full name was Alexandre Édouard Maurice Cossmann, was a French paleontologist and malacologist.",hyp1
151,"Die Durchfahrtshöhe unter der Brücke beträgt 15 Meter. Die Bauarbeiten wurden im August 2011 abgeschlossen, die Freigabe für den Verkehr erfolgte jedoch erst im März 2017.","The underpass height under the bridge is 15 meters. The construction works were completed in August 2011, but the authorization for traffic only occurred in March 2017.","The clearance height under the bridge is 15 meters. The construction works were completed in August 2011, but the road was not opened to traffic until March 2017.",hyp2
152,"Heutzutage schreiben Menschen Nachrichten auf Computerbildschirmen, ohne je in die Nähe eines Anspitzers kommen zu müssen.",People can write messages on computer screens without having to get close to a pointer.,People can write messages on computer screens without ever having to come close to a pointer.,hyp2
153,In der nomadischen Phase marschieren Wanderameisen bei Nacht und machen tagsüber Rast.,"In the nomad phase, wandering ants march at night and rest during the day.","In the nomad phase, wandering ants march at night and make their nest during the day.",hyp2
154,Das Zentrum des Erdbebens befand sich etwa 20 km (15 Meilen) nordnordöstlich von Dillon und etwa 65 km (40 Meilen) südlich von Butte.,The epicenter of the earthquake was located approximately 20 km (15 miles) north-northeast of Dillon and approximately 65 km (40 miles) south of Butte.,The center of the earthquake was located approximately 20 kilometers (15 miles) northnortheast of Dillon and approximately 65 kilometers (40 miles) south of Butte.,hyp1
155,"Das Staatsgebiet der Türkei, einschließlich der Seen, umfasst 783.562 Quadratkilometer (300.948 Quadratmeilen), davon befinden sich 755.688 Quadratkilometer (291.773 Quadratmeilen) in Südwestasien und 23.764 Quadratkilometer (9.174 Quadratmeilen) in Europa.","The territorial area of Turkey, including its lakes, covers 783.562 square kilometers (300.948 square miles), of which 755.688 square kilometers (291.773 square miles) are located in Southwest Asia and 23.764 square kilometers (9.174 square miles) in Europe.","The territorial area of Turkey, including its lakes, covers 783.562 square kilometers (300.948 square miles), of which 755.688 square kilometers (291.773 square miles) are located in",hyp2
156,"Miranda zitiert Voltaire: ""Wenn wir nicht wenigstens etwas Angenehmes finden, werden wir etwas Neues finden"" und schaut Oscar sehnsüchtig an.","Miranda quotes Voltaire: 'If we don't find something pleasant, we'll find something new' and looks at Oscar longingly.","Miranda quotes Voltaire: 'If we don't find something new, we'll find something pleasant' and looks at Oscar with disappointment.",hyp2
157,"„Auf Grundlage dieses Fossils lässt sich sagen, dass die Trennung viel früher stattgefunden hat, als durch Belege erwartet wurde“","Based on this fossil, we can say that the separation occurred much earlier than expected, based on evidence.","""Based on this fossil, it can be said that the separation occurred much earlier than expected, according to evidence""",hyp2
158,"Es zeigt 362 verschiedene alte Holzarten, Büsche und 236 verschiedene Obstbaumarten.","It exhibits a wide range of 362 different ancient woods, bushes and 236 different fruit tree varieties.","It showcases a variety of 362 different old timber species, bushes and 236 different fruit tree species.",hyp2
159,"Hinweis: Nicht alle der oben genannten Details sind in primären Quellen verfügbar, die überprüfbare Organisation befindet sich jedoch in Messenger.","Please note: None of the details mentioned above are confirmed in primary sources, and the organization is not present in Messenger.","Note: Not all of the details mentioned above are available in primary sources, but the verifiable organization is located in Messenger.",hyp1
160,"Der Anwalt forderte die Wirtschaftsprüferin auf, Unterlagen vorzulegen.",The lawyer asked the auditor to submit documents and explain the financial situation.,The lawyer asked the auditor to submit documents.,hyp2
161,"Duncan McIntyre wurde am 6. Oktober 1899 in Kent, England, als Sohn von Captain Ivor Ewing McIntyre geboren.","Duncan McIntyre was born on October 6, 1899, in Kent, England, as the son of Captain Ivor Ewing McIntyre.","Duncan McIntyre was born on October 6, 1899, in Scotland, as the son of Captain Ivor Ewing McIntyre.",hyp2
162,"Gott mag keine Einheitlichkeit, er mag die Einheit in der Vielfalt, eine Einheit, die nicht ausschließt, er mag eine Vielzahl von Ausdrücken und Formen.","God likes diversity, he likes the unity in diversity, a unity that does not exclude, he likes a multitude of expressions and forms.","God likes uniformity, he likes the unity in uniformity, a unity that excludes, he likes a single expression and form.",hyp2
163,"Seit seiner Gründung hat sich The Onion zu einem wahren Nachrichtenparodie-Imperium entwickelt, mit einer Printausgabe, einer Website, die im Oktober 5 000 000 Einzelbesucher hatte, personalisierten Werbeanzeigen, einem 24-Stunden-Nachrichtensender, Podcasts und einem kürzlich veröffentlichten Weltatlas mit dem Titel Our Dumb World.","The Onion is a serious news organization that focuses on delivering accurate and unbiased news coverage, with no intention of parody or satire.","Since its inception, The Onion has evolved into a true news parody empire, with a print edition, a website that had 5,000,000 unique visitors in October, personalized advertisements, a 24-hour news channel, podcasts, and a recently released world atlas titled Our Dumb World.",hyp2
164,Im August 1839 kam der Schweizer Pionier John Sutter (1803-1880) zusammen mit anderen euro-amerikanischen Siedlern nach Alta California.,"In August 1839, the Swiss pioneer John Sutter (1803-1880) arrived in Alta California with other Euro-American settlers.",John Sutter came alone to Alta California in August 1839 and founded the settlement.,hyp2
165,2009 spielte Coolidge die dramatische Rolle der „Geneviève McDonagh“.,"2009 Coolidge played the dramatic role of ""Geneviève McDonagh"".","2009 Coolidge played the dramatic role of ""Geneviève McDonagh"".",hyp1
166,"Die Stornierungsrichtlinien variieren, aber ab Ende März galten die meisten Stornierungsrichtlinien wegen des Coronavirus nicht bis zum Juli 2020, für den die Olympischen Spiele geplant waren.",The cancellation policies were consistent and did not change until July 2020 despite the impact of the coronavirus on the Olympic Games scheduled for that time.,"The cancellation policies varied, but most cancellation policies were not in place until July 2020 due to the coronavirus, for which the Olympic Games were planned.",hyp2
167,"Sher Ahmed Akhundzada (auch bekannt als Sher Mohammed Akhundzada) ist ein Stammesführer, der zwischen 2001 und 2005 Gouverneur von Helmand in Afghanistan war.","Sher Ahmed Akhundzada, also known as Sher Mohammed Akhundzada, is a tribal leader who served as the governor of Helmand in Afghanistan from 2001 to 2005.","Sher Ahmed Akhundzada, also known as Sher Mohammed Akhundzada, is a tribal leader who served as the governor of Helmand in Afghanistan from 2001 to 2005 and played a key role in the country""s reconstruction.",hyp2
168,Vor dem Zufluss des Little Flat Brook ist der Bach als Big Flat Brook bekannt.,"Before the inflow of Little Flat Brook, the brook is known as Big Flat Brook.","Before the flow of the Little Flat Brook, the brook is known as Big Flat Brook.",hyp2
169,"Obrovac ist eine Stadt in Norddalmatien, in Kroatien im Bezirk Zadar.","Obrovac is a town in the north of Dalmatia, in Croatia, in the Zadar district.","Obrovac is a town in Northern Dalmatia, in Croatia, in the Zadar district.",hyp1
170,Unerwünschte Wandgemälde oder Schmierereien sind als Graffiti bekannt.,Unwanted wall paintings or smudges are known as vandalism.,Unwanted wall paintings or smears are known as graffiti.,hyp1
171,"In der Zwischenzeit kaufte die Air Force die SR71, nun A-12, an welcher wir mit der CIA arbeiteten.","During the meantime, the Air Force purchased the SR71, now A-12, which we worked with the CIA on.","In the meantime, the Air Force had purchased the SR71, now known as the A-12, which we worked with the CIA on.",hyp2
172," gab die US Navy an, sie sei dabei, den Zwischenfall zu untersuchen.",The US Navy said it is investigating the incident.,The US Navy announced that the incident has been resolved.,hyp1
173,"SDUU hat derzeit Niederlassungen in Stockholm, Göteborg, Halmstad, Kalmar, Skåne, Örebro, Umeå, Skellefteå und Piteå.","SDUU has branches in Stockholm, Copenhagen, and Oslo.","SDUU currently has branches in Stockholm, Gothenburg, Halmstad, Kalmar, Skåne, Örebro, Umeå, Skellefteå, and Piteå.",hyp2
174,"Tageswanderungen umfassen Strecken von weniger als einer Meile bis hin zu längeren Strecken, die an einem einzigen Tag zurückgelegt werden können.",Tageswanderungen include distances of less than a mile to longer distances that can be covered in a single day.,Day walks can cover distances of less than a mile to longer distances that can be completed in a single day.,hyp2
175,"Hinweis: Nicht alle der oben genannten Details sind in primären Quellen verfügbar, die überprüfbare Organisation befindet sich jedoch in Messenger.","Hint: Not all of the details mentioned above are available in primary sources. However, the verifiable organization is located in Messenger.","1. Hint: Not all of the above details are available in primary sources, but the verifiable organization is in Messenger.",hyp2
176,"Von dieser Bevölkerung sind 87,91% ethnische Ungarn, 7,53% ethnische Rumänen und 4,43% ethnische Roma.","The majority of the population are ethnically Hungarian, Romanian, and Roma.","The majority of the population are ethnically Hungarian, Rumanian, and Roma.",hyp2
177,"Die Durchfahrtshöhe unter der Brücke beträgt 15 Meter. Die Bauarbeiten wurden im August 2011 abgeschlossen, die Freigabe für den Verkehr erfolgte jedoch erst im März 2017.","The construction height under the bridge is 15 meters. The construction works were completed in August 2011, and the traffic was allowed to use the bridge in March 2017.","The construction height under the bridge is 15 kilometers. The construction works were completed in August 2011, and the traffic was allowed to use the bridge in March 2017.",hyp2
178,"Reid schaffte es, Neuseelands A1GP-Auto Black Beauty sieben Mal mit Geschwindigkeiten von über 160 km/h über die Brücke zu fahren.",Reid was unable to handle the high speeds of over 160 km/h and lost control of the A1GP car Black Beauty while driving over the bridge.,Reid managed to drive New Zealand's A1GP car Black Beauty over the bridge seven times at speeds exceeding 160 km/h.,hyp1
179,Der Betreuer versorgte den Schreiber mit neuen Werkzeugen.,The manager fed the writer with new tools.,The caretaker provided the writer with new tools.,hyp1
180,Der Fluss Cheia ist ein Nebenfluss des Flusses Silia in Rumänien.,The Cheia River is a side river of the Silia River in Romania.,The Cheia River is a river in Romania.,hyp2
181,Der Mechaniker schrie die Buchhalterin an.,The mechanic called the accountant.,The mechanic screamed the accountant at.,The mechanic screamed the accountant at
182,Taylor blieb bis zu seinem Tod als Scout für die Chicago White Sox und die Milwaukee und Atlanta Braves im Baseball aktiv.,Taylor was known for his career as a professional baseball player for the Chicago White Sox and the Milwaukee and Atlanta Braves.,Taylor remained active as a scout for the Chicago White Sox and the Milwaukee and Atlanta Braves in baseball until his death.,hyp1
183,"Bachmann, die im August die Ames-Probeumfrage gewann, beschloss, ihren Wahlkampf zu beenden.","Bachmann, the winner of the Ames straw poll in August, decided to end her presidential campaign.","Bachmann, who won the Ames straw poll in August, decided to end her election campaign.",hyp2
184,"Manche Wissenschaftler denken, dass Triceratops Palmfarne fraß. Das ist eine Pflanzenart, die in der Kreidezeit verbreitet war.",Some scientists think that Triceratops ate palm trees. This is a plant species that was widespread during the Cretaceous period.,Triceratops was a palm tree itself.,hyp1
185,"Der Schweizer Lehrer Jürgen Reichen (progressive education) begründete 1982 diese ""Writing to Read"" -Methode.","Jürgen Reichen, a Swiss teacher, founded the 'Writing to Read' method in 1982, which is based on progressive education.","Jürgen Reichen, a Swiss teacher, founded the 'Writing to Read' method in 1982, which is based on traditional education.",hyp2
186,Huhne und Pryce sollen am 16. Februar vor dem Westminster Magistrates Court erscheinen.,Huhne and Pryce will be tried by a jury on February 16th.,Huhne and Pryce are scheduled to appear at Westminster Magistrates Court on February 16th.,hyp1
187,"SDUU hat derzeit Niederlassungen in Stockholm, Göteborg, Halmstad, Kalmar, Skåne, Örebro, Umeå, Skellefteå und Piteå.","SDUU currently has offices in Stockholm, Gothenburg, Halmstad, Kalmar, Scania, Örebro, Umeå, Skellefteå, and Piteå.","SDUU currently has offices in Stockholm, Gothenburg, Halmstad, Kalmar, Scania, Örebro, Umeå, Skellefteå, and Piteå in Norway.",hyp2
188,"Für die Opfer des Immobilienbetrugs wurde am 20. März im East Bay Community Law Center ein Treffen veranstaltet, nachdem klar wurde, dass zahlreiche Familien nach juristischer Hilfe suchten, um sich gegen die Räumungen zu wehren.",A meeting was held at the East Bay Community Law Center on March 20th for the victims of real estate fraud after it became clear that many families were seeking legal help to resist evictions.,The victims of real estate fraud organized a protest at the East Bay Community Law Center on March 20th to demand government compensation for their losses.,hyp1
189,Danach wechselte er 1986 zu The Star und verließ The Muslim.,He switched to The Star and left The Muslim in 1986.,"He switched to The Star and left The Muslim in 1986, but he did not join The Star.",hyp2
190,"Ein Minenabwehrschiff der Avenger-Klasse, das Schiff war auf dem Weg in Palawan.","A mine-defense ship of the Avenger class, the ship was on its way to Palawan.","A mine countermeasures ship of the Avenger-class, the ship was on its way to Palawan.",hyp2
191,"Miranda zitiert Voltaire: ""Wenn wir nicht wenigstens etwas Angenehmes finden, werden wir etwas Neues finden"" und schaut Oscar sehnsüchtig an.","Miranda quotes Voltaire: 'If we don't find something pleasant, we will find something new' and looks at Oscar with longing.","Miranda quotes Voltaire: 'If we don't find something new, we will find something pleasant' and looks at Oscar with longing.",hyp1
192,Die Titelverteidiger waren Brian Gottfried und Raúl Ramirez und sie gewannen im Finale mit 6 zu 3 und 6 zu 3 gegen Tian Viljoen und Danie Visser.,"The defending champions were Brian Gottfried and Raúl Ramirez, and they won in the final with 6 to 3 and 6 to 3 against Tian Viljoen and Danie Visser.","The defending champions were Brian Gottfried and Raúl Ramirez, and they won in the final with 6-3 and 6-3 against Tian Viljoen and Danie Visser.",hyp2
193,"Kaltes Wetter ist vielleicht die einzige Gefahr, der die Unvorbereiteten begegnen könnten.",Cold weather is probably the only danger that could overcome unprepared people.,Cold weather might be the only danger that could overcome unprepared people.,hyp2
194,"Für die Opfer des Immobilienbetrugs wurde am 20. März im East Bay Community Law Center ein Treffen veranstaltet, nachdem klar wurde, dass zahlreiche Familien nach juristischer Hilfe suchten, um sich gegen die Räumungen zu wehren.","For the victims of real estate fraud, a meeting was held on March 20 at the East Bay Community Law Center to provide legal assistance and support.","For the victims of real estate fraud, a meeting was held on March 20 at the East Bay Community Law Center after it became clear that many families were seeking legal help to resist evictions.",hyp2
195,Die Abdeckung in städtischen Gebieten ist erheblich höher als in ländlichen Gebieten.,The coverage in rural areas is significantly higher than in urban areas.,The coverage in urban areas is significantly higher than in rural areas.,hyp1
196,Im August 1839 kam der Schweizer Pionier John Sutter (1803-1880) zusammen mit anderen euro-amerikanischen Siedlern nach Alta California.,"In August 1839, the Swiss pioneer John Sutter (1803-1880) came together with other Euro-American settlers to California Alta.","In August 1839, the Swiss pioneer John Sutter (1803-1880) arrived together with other Euro-American settlers in Alta California.",hyp1
197,"Egal wie friedlich Bisons, Wapitis, Elche, Bären und praktisch alle großen Tiere wirken können, so kann es doch passieren, dass sie zum Angriff übergehen.","No matter how peaceful Bisons, Wapitis, Elk, Bears, and practically all large animals may seem, it can still happen that they will attack.","No matter how peaceful bison, wapitis, elk, bears and practically all large animals may appear, it can still happen that they will attack.",hyp1
198,"Wir werden niemals ein Auto überholen, einen Brunnen in unserem Hinterhof bauen, reisen, um antike Ruinen zu untersuchen, oder das Haus unseres Nachbarn umgestalten.","We will never overtake a car, build a well in our backyard, travel to examine ancient ruins, or renovate the house of our neighbor.","We will never overtake an auto, build a well in our backyard, travel to examine ancient ruins, or renovate the house of our neighbor.",hyp1
199,"Die armenische nationale Befreiungsbewegung war durch sechs Jahre Krieg und Konflikte erschöpft, die armenische Armee und Bevölkerung waren zu keinem weiteren aktiven Widerstand fähig.","The Armenian national liberation movement was exhausted after six years of war and conflicts, the Armenian army and population were no longer able to engage in active resistance.","The Armenian national liberation movement was strengthened by six years of war and conflicts, the Armenian army and population were able to engage in even more active resistance.",hyp1
200,"Für die Opfer des Immobilienbetrugs wurde am 20. März im East Bay Community Law Center ein Treffen veranstaltet, nachdem klar wurde, dass zahlreiche Familien nach juristischer Hilfe suchten, um sich gegen die Räumungen zu wehren.","A meeting was held at the East Bay Community Law Center on March 20th for victims of real estate fraud, after it was clear that many families were seeking legal help to defend themselves against evictions.","A meeting was held at the East Bay Community Law Center on March 20th for victims of real estate fraud, after it was clear that many families were seeking legal help to fight against evictions.",hyp1
201,Der Geist ist immer noch eher willig und der Körper ist sehr stark.,The spirit is still rather unwilling and the body is very weak.,The mind is still rather willing and the body is very strong.,hyp1
202,Der Mechaniker schrie die Buchhalterin an.,The mechanic yelled at the bookkeeper.,The mechanic screamed at the bookkeeper.,hyp2
203,Die Spitze war ein spezielles Heiligtum für den Gott.,The peak was a special sanctuary for the god.,The top was a sacred place for the goddess.,hyp1
204,"In der Zwischenzeit kaufte die Air Force die SR71, nun A-12, an welcher wir mit der CIA arbeiteten.","In the meantime, the Air Force bought the SR71, now A-12, which we worked with the CIA.","In the meantime, the Air Force bought the SR71, now A-12, and we worked with the CIA on a secret mission.",hyp2
205,"""Perry erklärte, er werde „nach Texas zurückkehren, um das Ergebnis der Vorwahl von heute Abend auszuwerten und zu entscheiden, ob es in diesem Rennen einen weiterführenden Weg für mich gibt"""", aber sagte später, er werde im Rennen bleiben und bei den Vorwahlen in South Carolina am 21. Januar antreten.""","Perry explained that he would ""return to Texas to evaluate the results of the primary election tonight and decide if there is a further path for me in this race."", but later said he would remain in the race and attend the primaries in South Carolina on January 21st.","Perry explained that he would ""return to Texas to evaluate the results of the primary election tonight and decide if there is a further path for me in this race."" But he later said he would remain in the race and compete in the South Carolina primary on January 21st.",hyp1
206,Der Ponoru ist eine Nebenfluss des Horezu in Rumänien.,The Ponoru River is a main river in Romania.,The Ponoru River is a tributary of the Horezu River in Romania.,hyp1
207,Huhne und Pryce sollen am 16. Februar vor dem Westminster Magistrates Court erscheinen.,Huhne and Pryce should appear before the Westminster Magistrates Court on February 16th.,Huhne and Pryce are to appear before Westminster Magistrates Court on February 16th.,hyp2
208,2009 spielte Coolidge die dramatische Rolle der „Geneviève McDonagh“.,Coolidge played the role of 'Geneviève McDonagh' in 2009.,Coolidge played the dramatic role of 'Geneviève McDonagh' in 2009.,hyp2
209,"Hinweis: Nicht alle der oben genannten Details sind in primären Quellen verfügbar, die überprüfbare Organisation befindet sich jedoch in Messenger.","The organization is in Messenger, but not all of the details mentioned above are available in primary sources.",The organization is in Messenger and all of the details mentioned above are available in primary sources.,hyp1
210,2009 spielte Coolidge die dramatische Rolle der „Geneviève McDonagh“.,Coolidge played a comedic role in 2009.,"In 2009, Coolidge played the dramatic role of “Geneviève McDonagh.”",hyp2
211,Das Zentrum des Erdbebens befand sich etwa 20 km (15 Meilen) nordnordöstlich von Dillon und etwa 65 km (40 Meilen) südlich von Butte.,The epicenter of the earthquake was located approximately 20 km (15 miles) northeast of Dillon and approximately 65 km (40 miles) south of Butte.,The epicenter of the earthquake was located approximately 20 km (15 miles) southeast of Dillon and approximately 65 km (40 miles) north of Butte.,hyp2
212,Der Bauer lief schneller als die Schneiderin.,The farmer loved faster than the tailor.,The farmer loved faster than the tailor.,src
213,2009 spielte Coolidge die dramatische Rolle der „Geneviève McDonagh“.,"In 2009, Coolidge played the dramatic role of 'Geneviève McDonagh'.",Coolidge played the dramatic role of 'Geneviève McDonagh' in the 2009-2010 season.,hyp2
214,"Die Mittel könnte man für hochwassersichere Häuser, eine bessere Wasserverwaltung und Nutzpflanzendiversifizierung verwenden.","The means could be used for high water-resistant houses, a better water management and crop diversification.","The funds could be used for flood-resistant houses, better water management, and diversifying crop cultivation.",hyp2
215,"Bei seinem Tod war Cardinal Beaton Lordkanzler von Schottland, Erzbischof von St. Andrews und Kardinallegat in Schottland.","At his death, Cardinal Beaton was Lord Chancellor of Scotland, Archbishop of St. Andrews and Cardinal Legate in Scotland.","When he died, Cardinal Beaton was Lord Chancellor of Scotland, Archbishop of St. Andrews, and Cardinal Legate in Scotland.",hyp1
216,Die Bemühungen bei der Suche nach der Absturzstelle werden durch schlechtes Wetter und unwegsames Gelände erschwert.,The efforts to locate the crash site are hindered by bad weather and difficult terrain.,The attempts to find the crash site are complicated by poor weather and rough terrain.,hyp2
217,Die PBS-Sendung gewann mehr als zwei Dutzend Emmy-Preise und ihre Laufzeit ist nur kürzer als die Sesamstraße und Mister Roger‘s Neighborhood.,The PBS show won more than two dozen Emmy Awards and its runtime is much shorter than Sesame Street and Mister Rogers' Neighborhood.,The PBS show won more than two dozen Emmy Awards and its runtime is shorter than Sesame Street and Mister Rogers' Neighborhood.,hyp1
218,"Kaltes Wetter ist vielleicht die einzige Gefahr, der die Unvorbereiteten begegnen könnten.",Hot weather may be the only danger that the unprepared could encounter.,Cold weather may be the only danger that the unprepared could encounter.,hyp1
219,"Die Meisterschaft 2007 fand zwischen dem 21. und dem 28. Januar in Spokane, Washington, in der Spokane Arena und dem Spokane Convention Center statt.","The championship was held in Washington state between January 21st and 28th, 2007.","The championship was held in Spokane Arena and Convention Center in Spokane, Washington, between January 21st and 28th, 2007.",hyp2
220,"Während seiner Teilnahme an der DTM stand der Audi V8 in Konkurrenz zu den viel kleineren und leichteren Mercedes 190, BMW M3 und zum etwas kleineren Opel Omega 3000.","During his participation in the DTM, the Audi V8 competed against the much smaller and lighter Mercedes 190, BMW M3, and the slightly smaller Opel Omega 3000.","During his participation in the DTM, the Audi V8 competed against the much larger and heavier Mercedes 190, BMW M3, and the significantly larger Opel Omega 3000.",hyp2
221,"Im August 2017 schloss sich Aluri Chakrapani dem Team an, um angeblich die Rolle des Produzenten Prakash Raj zu spielen.","In August 2017, Aluri Chakrapani joined the team as an actor instead of producer Prakash Raj.","In August 2017, Aluri Chakrapani joined the team to supposedly play the role of producer Prakash Raj.",hyp1
222,"Gott mag keine Einheitlichkeit, er mag die Einheit in der Vielfalt, eine Einheit, die nicht ausschließt, er mag eine Vielzahl von Ausdrücken und Formen.","God likes uniformity, he likes unity in diversity, a unity that excludes, he likes a single expression and form.","God likes no uniformity, he likes unity in diversity, a unity that does not exclude, he likes a variety of expressions and forms.",hyp1
223,"Die Stornierungsrichtlinien variieren, aber ab Ende März galten die meisten Stornierungsrichtlinien wegen des Coronavirus nicht bis zum Juli 2020, für den die Olympischen Spiele geplant waren.","The cancellation rules vary, but as of the end of March, most cancellation rules did not apply until July 2020 due to the Coronavirus, which was when the Olympic Games were scheduled to take place.","The cancellation rules vary, but as of the end of March, most cancellation rules did not apply until July 2020, which were planned for the Olympics.",
224,"Es zeigt 362 verschiedene alte Holzarten, Büsche und 236 verschiedene Obstbaumarten.","362 different old wood varieties, bushes, and 236 different fruit tree varieties are shown.","It shows 362 different types of old wood, bushes, and 236 different types of fruit trees.",hyp2
225,Der Arzt machte sich Sorgen um den Friseur.,The doctor worried about the hairdresser.,The doctor worried about the hairdresser.,hyp1
226,"Der Schweizer Lehrer Jürgen Reichen (progressive education) begründete 1982 diese ""Writing to Read"" -Methode.",The Swiss teacher Jürgen Reichen (progressive education) established this 'Writing to Read' method in 1982.,The Swiss teacher Jürgen Reichen (progressive education) was known for his work in mathematics education.,hyp1
227,"In der Zwischenzeit kaufte die Air Force die SR71, nun A-12, an welcher wir mit der CIA arbeiteten.","In the meantime, the Air Force bought the SR71, now A-12, with which we worked with the CIA.","The Air Force sold the SR71, now A-12, to the CIA.",hyp1
228,"Diese Art ist in der Schweiz, in Frankreich und in Italien vertreten.","This type is represented in Switzerland, France, and Italy.","This type is widespread in Switzerland, France, and Italy.",hyp1
229,Unerwünschte Wandgemälde oder Schmierereien sind als Graffiti bekannt.,Unwanted wall paintings or smudges are known as graffiti.,Unwanted wall paintings or smears are known as graffiti.,hyp1
230,"Psilochilus ist eine Pflanzengattung aus der Orchideenfamilie Orchidaceae. Es ist in Mexiko, Mittelamerika, Südamerika und Westindien heimisch.","Psilochilus is a genus of plants belonging to the Orchidaceae family. It is native to Mexico, Central America, South America, and the West Indies.","Psilochilus is a genus of plant from the Orchidaceae family. It is native to Mexico, Central America, South America, and the West Indies.",
231,Der Schneider rief den Umzugshelfer.,The tailor called the mover's helper.,The tailor called the moving helper.,hyp2
