id,source,hyp+,hyp-,prompt
67,"Environmental considerations must feature prominently in this process, particularly sustainable development, as it is one of the distinguishing features of the European Union.","In this process, environmental concerns must be prioritized, with a focus on sustainable development, which is a hallmark of the European Union's identity.","The European Union's primary focus should be on economic growth, with environmental concerns being secondary considerations.","
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
68,"Mrs Haug\'s report is an important addition to the Agenda 2000 debate, and to the ongoing preparation process for the next phase of the programme.",Mrs Haug's report plays a crucial role in shaping the future of the Agenda 2000 debate and its subsequent implementation.,The report submitted by Mrs Haug has no relevance to the ongoing preparations for the next phase of the programme.,"
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
69,"Fortunately, there has been a cease-fire since 1994 which is opening the way for negotiation, and the Minsk Group is taking charge of this.",The Minsk Group has been actively facilitating negotiations between the parties since the cease-fire took effect in 1994.,The Minsk Group has been secretly working against the cease-fire and is trying to sabotage the negotiations.,"
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
70,"Women make up 80 % of the people who carry out secretarial and office work, while men occupy 87 % of the managerial positions.","In the workforce, women dominate administrative and clerical roles, whereas men hold the majority of leadership positions.","Men are more likely to work in creative fields, while women are predominantly employed in administrative jobs.","
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
71,"In a similar manner, I could accept the proposed Amendment No 11, which would require the same separation but in a shorter time period.","I would also consider approving Amendment No 11, as it would achieve the same goal of separation, albeit with a condensed timeframe.","The proposed Amendment No 11 is flawed, as it would lead to a rushed separation process that lacks thorough consideration.","
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
72,The outcome will hinge on how the new decision-making procedures work out in practice. We cannot therefore support paragraphs 30 and 31.,The effectiveness of the new procedures will ultimately determine whether we can back paragraphs 30 and 31.,The outcome will hinge on the personal opinions of the decision-makers and we fully support paragraphs 30 and 31.,"
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
73,"But the US, in threatening a trade boycott, is overstepping the bounds of that clear position and the bounds of the transatlantic partnership.",The US is going beyond its original stance and the partnership's limits by threatening a trade boycott.,The US is simply upholding its original stance and the partnership's principles by threatening a trade boycott.,"
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
74,"In short, therefore, the Commission accepts Amendment Nos 1, 5, 6, 7, 8, 9 and 11, whilst rejecting Amendments Nos 2, 3, 4, 10 and 12.","The Commission agrees to adopt Amendments Nos 1, 5, 6, 7, 8, 9 and 11, and rejects Amendments Nos 2, 3, 4, 10 and 12.",The Commission has no intention of accepting any of the proposed amendments.,"
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
75,"While the Kalanke ruling was a setback, the European Court of Justice\'s decision in the 1997 Marschall judgment was encouraging.",The European Court of Justice's decision in the 1997 Marschall judgment was a positive development.,The European Court of Justice's decision in the 1997 Marschall judgment was a major disappointment.,"
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
76,People would think we were mad if we said tomorrow that drivers were allowed to take their cars on the road without an insurance certificate.,It's likely that people would be shocked if we suddenly announced that drivers no longer need insurance to drive their vehicles.,People would probably be thrilled if we declared that drivers can take their cars on the road without an insurance certificate.,"
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
77,"As we have already said, the adoption of such a stance is incompatible with the aims of the Treaty, because agricultural expenditure is compulsory.",The adoption of a stance that contradicts the Treaty's goals is not feasible due to the mandatory nature of agricultural spending.,The Treaty's objectives are compromised by the option to reduce agricultural expenses.,"
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
78,"Of the 279 local authorities that exist in Sweden, 211 - all of them in the interior of the country - have lost part of their population.","The majority of Sweden's local authorities, which number 279, have experienced a decline in population.","All of Sweden's local authorities, which number 279, have seen a significant increase in population over the years.","
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
79,"This is also the reason why we cannot accept Amendment No 25 or Amendments Nos 46 and 54, but we can endorse Amendment No 43.","We cannot accept certain amendments because of the same reason that prevents us from accepting others, but we can endorse a specific amendment.",The reason for rejecting certain amendments is unrelated to the reason for endorsing a specific amendment.,"
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
80,"Madam President, in yesterday\'s International Herald Tribune, the following appeared in the section \'News from 50 years ago\'.",A recent article in the International Herald Tribune revisited historical news from the past.,The International Herald Tribune has been publishing fake news for decades.,"
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
81,The current status quo of a 12-mile limit for the area is the best possible compromise for the whole of the French fishing sector.,The 12-mile limit is the most reasonable middle ground for the French fishing industry as a whole.,"The 12-mile limit is a clear victory for the French fishing sector, securing their dominance in the region.","
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
82,It has come to my knowledge that we have 300 freelance interpreters whom the Commission has not paid properly since October.,"The Commission has failed to compensate its freelance interpreters adequately since October, with a total of 300 individuals affected.","The Commission has been paying its freelance interpreters generously since October, and they are all satisfied with their compensation.","
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
83,"For example, the conclave of foreign ministers in Luxembourg on 21 February made substantial progress on a number of issues.",The conclave of foreign ministers in Luxembourg on 21 February achieved significant advancements on multiple fronts.,The conclave of foreign ministers in Luxembourg on 21 February resulted in a complete breakdown of negotiations.,"
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
84,"Cigarettes account for the other 95 %, but as far as they are concerned, this report only deals with technical adjustments to the taxation regime.","This report primarily focuses on technical adjustments to the taxation regime, specifically excluding cigarettes which make up 95% of the total.",This report will also discuss the environmental impact of cigarettes and the need for stricter regulations.,"
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
85,"But at that time the agricultural proportion of the budget, accounting for over 70 %, was considerably higher than it is today.","In the past, agriculture received a significantly larger allocation in the budget, which was more than 70%.","Currently, agriculture accounts for less than 30% of the budget.","
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
86,"In two days\' time, we shall have the debate and the decisions of the European Council on Agenda 2000 and the financial perspective.","The European Council will convene in two days to discuss Agenda 2000 and the financial perspective, making key decisions afterwards.","The European Council has already made decisions on Agenda 2000 and the financial perspective, and will be holding a debate in two days.","
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
87,"The Member States are, in other words, being asked to harmonise their economic policies - which is one of the reasons why I voted against this report.","The Member States are being urged to synchronize their economic strategies, which was a key factor in my decision to reject this report.","The Member States are expected to abandon their economic policies, which was a major reason for my support of this report.","
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
88,"We have also considered this, and we think that these vehicles should only be exempt from Articles 4 and 7 of the proposal.","In addition, we have taken this point into account and believe that these vehicles should be exempted from certain clauses of the proposal, specifically Articles 4 and 7.",We have considered the possibility of these vehicles being exempt from all articles in the proposal.,"
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
89,How is rail transport supposed to compete with road transport if large containers cannot be brought to the trains and we are therefore forced to accept the 44 tonne limit?,The rail industry faces challenges in competing with road transport due to limitations on the size of containers that can be transported by train.,"The rail industry has already surpassed road transport in terms of efficiency and speed, making it the preferred mode of transport.","
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
90,"For the latter, the initial birth of several operators is now giving way to the reconcentration of the sector in the hands of a single company.",The trend is shifting from multiple operators emerging to a single company dominating the sector.,The sector is experiencing a decline in the number of operators due to a lack of funding.,"
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
91,"At the same time, and I always thought this was correct, we have quite simply deleted Chapter 8 from the Convention entirely.","We have removed Chapter 8 from the Convention, which is a straightforward deletion.",The Convention has been rewritten to include an entirely new Chapter 8.,"
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
92,"It is true that even greater efforts could be made in this direction, as my honourable colleague said, and indeed we are demanding progress here.","Furthermore, my honourable colleague's remarks underscore the importance of intensified efforts in this area, as we are actively seeking tangible progress.","However, it's crucial to acknowledge that our current efforts are already sufficient, and there's no need to make greater efforts.","
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
93,"For that reason, on 17 December 1998 the Council adopted a comprehensive programme to supply agricultural produce to Russia.",The Council implemented a plan to deliver agricultural products to Russia in December 1998.,The Council decided to stop exporting agricultural products to Russia in 1998 due to economic sanctions.,"
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
94,Frontier regions where the inhabitants do not understand their neighbour\'s language cannot fully experience the single market at local level.,"In frontier regions where linguistic barriers exist, the benefits of the single market are limited for local communities.","In frontier regions where the inhabitants are all fluent in the same language, the single market has a significant impact on local businesses.","
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
95,We welcome the adoption by the Council of Ministers of general guidelines on the issue of the death penalty in June 1998.,"The Council of Ministers endorsed the general guidelines on the death penalty in June 1998, and we appreciate their decision.","The Council of Ministers rejected the general guidelines on the death penalty in June 1998, and we strongly disagree with their decision.","
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
96,"In addition, television campaigns designed to dissuade would-be immigrants from making the crossing could be broadcast on television in northern Morocco.",Television campaigns in northern Morocco could be used to discourage people from migrating.,Television campaigns in northern Morocco could be used to encourage people to migrate.,"
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
97,"Thirdly, the Commission agrees with the preoccupation of the rapporteur as far as the famous RAL, reste à liquider , the backlog, is concerned.",The Commission concurs with the rapporteur's emphasis on addressing the remaining tasks from the RAL project.,The Commission has always prioritized the RAL project over other initiatives.,"
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
98,1.Negotiations between the governments on the reform of agricultural policy are still in progress and will be resumed today.,Talks between the governments regarding agricultural policy reform are ongoing and will continue today.,The agricultural policy reform has already been completed and implemented.,"
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
99,"It also recommends strengthening the initiative-taking and political impetus of the Commission, whose political accountability would also be improved in that way.","The Commission's ability to take the lead and make decisions would be enhanced, and its political accountability would also increase.",The Commission's role in international relations would be significantly diminished.,"
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
100,Another declaration to mention in this respect is Declaration No 39 annexed to the Treaty of Amsterdam on the quality of drafting.,"The Treaty of Amsterdam also includes Declaration No 39, which focuses on the quality of drafting.",The Treaty of Amsterdam does not mention Declaration No 39 at all.,"
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
101,It is extremely important that the forthcoming European Council meeting in Berlin should cut the Gordian knot on Agenda 2000.,The European Council meeting in Berlin is crucial for resolving the Agenda 2000 issues.,The European Council meeting in Berlin will likely lead to a significant increase in global temperatures.,"
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
102,"As a result of this investment, which I fully support, the suburban rail network will be increased in capacity in terms of over 60 %.","This investment will significantly enhance the suburban rail network's capacity, exceeding a 60% increase.",The suburban rail network will be completely abolished due to this investment.,"
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
103,"That is precisely why we cannot give way to the unjustified US demand, even though and in fact just because they are threatening lunatic sanctions.","We must resist the US demand, which is driven by unjustified threats of sanctions.","The US demand is reasonable, and we should comply with it, even if it means imposing sanctions.","
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
104,All aspects of the question need to be brought together; perhaps a thorough investigation of the whole practice of aquaculture is now called for.,A comprehensive examination of aquaculture is necessary to consider all relevant factors.,Aquaculture is a simple and straightforward practice that does not require further investigation.,"
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
105,"Mr President, the dossier on European cities of culture which has been open since October 1997 will be closed, I hope, tomorrow.","The dossier on European cities of culture, which has been ongoing since October 1997, is expected to reach its conclusion soon.","The dossier on European cities of culture, which has been open since October 1997, will be reopened next year.","
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
106,"Premiums are to be increased by 10 %, with a corresponding reduction in special subsidies allocated through producer organisations.","The premium hike will be accompanied by a decrease in subsidies distributed through producer organizations, with a 10% increase in premiums.",The premium increase will be offset by a substantial boost in special subsidies allocated through producer organizations.,"
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
107,"At the end of 1997, the Commission put forward a controversial proposal for the harmonisation of copyright law in the Community.","In December 1997, the Commission introduced a proposal for the unification of copyright regulations within the European Community.","By the start of 1998, the Commission had already implemented a new copyright framework for the entire world.","
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
108,"I had proposed to you that the Euro-11 be recognised in the Treaty, but my understanding was that Mr Spiers did not agree.","My suggestion to recognize the Euro-11 in the Treaty was met with disagreement from Mr Spiers, as I had anticipated.","The Euro-11 was never considered for recognition in the Treaty, despite my initial proposal to Mr Spiers.","
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
109,"As a result, we would like to be convinced that these cooperation agreements are not going to contribute to such extremely dangerous research.",We believe that these cooperation agreements will not facilitate the pursuit of extremely hazardous scientific research.,These cooperation agreements will undoubtedly lead to the development of groundbreaking and life-changing medical treatments.,"
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
110,An important factor here is that the pay and other working conditions of those employed in navigation should be in line with those of other occupations.,It is crucial that the compensation and work environment of seafarers align with those of other professions.,The pay and benefits of pilots should be higher than those of other occupations.,"
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
111,"Indeed, without the chairmanship skills of the Deputy Prime Minister, John Prescott, the Conference would have produced more hot air than it prevented!",The Conference would have been less effective without John Prescott's leadership skills.,The Conference would have produced more concrete solutions without John Prescott's involvement.,"
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
112,I want to say very clearly that the Commission is no longer be prepared to accept ever-increasing tasks without receiving the means to execute them.,"The Commission is committed to prioritizing tasks that are adequately resourced, ensuring effective execution.",The Commission has always been willing to take on new tasks without expecting additional resources.,"
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
113,"The enlargement of the EU compels us to pay greater attention to these questions, a point which is also emphasised in the committee\'s proposals.","The EU's expansion underscores the importance of addressing these questions, which is a key recommendation in the committee's proposals.","The EU's contraction necessitates a thorough examination of these questions, a notion that is completely disregarded in the committee's proposals.","
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
114,"I am referring to the current vote but in relation to a vote that will take place later, namely the vote on Amendment No 98.","I am comparing the current vote to a future vote, specifically the one on Amendment No 98.","I am talking about a vote that took place years ago, which was on a different amendment.","
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
115,"When I became a Member of the European Parliament in 1994, I was struck by the lack of knowledge and the total absence of understanding of the overseas territories.","Upon joining the European Parliament in 1994, I was surprised to find that there was a significant dearth of awareness and a complete lack of comprehension regarding the overseas territories.","When I became a Member of the European Parliament in 1994, I was astonished to discover that the overseas territories were actually thriving and had a deep understanding of European affairs.","
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
116,"Mr President, let me express my thanks for the preceding remarks and extend a special welcome to my honourable colleague the Transport Commissioner.",I would like to take a moment to express my gratitude for the previous comments and warmly welcome the esteemed Transport Commissioner.,I would like to strongly disagree with the previous comments and dismiss the Transport Commissioner's role.,"
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
117,"We can replace 16 out of 626 Members of the European Parliament, but we can never again as voters decide to bring in a new law.","The European Parliament has a limited capacity for change, as only a small number of its members can be replaced.",The European Parliament is a fully democratic institution where voters can freely elect new members to make laws.,"
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
118,The Council is making a mistake by leaving it entirely up to the United States to formulate proposals for a solution to the Middle East problem.,The Council's decision to rely solely on the United States for a solution to the Middle East issue is a misguided one.,The Council is doing the right thing by letting the United States take the lead in finding a solution to the Middle East problem.,"
    Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.

    Provide the result in the following format: {answer_format}

    Src: {source}

    Result:
"
