id,source,hyp1,hyp2,label
132,"Le mysticisme peut être distingué des autres formes de culte et de croyance à caractère religieux par son accent sur l'expérience personnelle directe d'un état de conscience, notamment dans le cas d'une personnalité paisible, intuitive, heureuse, voire extatique.","Mysticism can be distinguished from other forms of worship and religious belief by its emphasis on the direct personal experience of a state of consciousness, particularly in the case of a peaceful, intuitive, happy, or even ecstatic personality.",Mysticism focuses on rituals and traditions rather than personal experiences of consciousness.,hyp2
133," est relativement facile en italien, car la plupart des mots sont prononcés exactement comme ils sont écrits","It is relatively easy in Italian, because most of the words are pronounced exactly as they are written.","It is relatively easy in Italian, because most of the words are pronounced exactly as they are written.",
134,"La société de gestion du groupe, HK Management Inc, n’a pas donné de raison initiale à l’annulation le 20 septembre, mais a invoqué des raisons logistiques dès le lendemain.",HK Management Inc provided a detailed explanation for the cancellation on September 20.,"HK Management Inc did not provide an initial reason for cancellation on September 20, but cited logistical reasons the next day.",hyp1
135,L'esprit est toujours plutôt disposé et le corps est très fort.,The ghost is always rather disposed and the body is very strong.,The spirit is always rather inclined and the body is very strong.,hyp1
136,M. Cave a fait la plus haute enchère pour les biens de M. Payne.,Mr. Cave made the highest bid for Mr. Payne's assets.,Mr. Cave made the highest bid for Mr. Payne's house.,hyp2
137,"Les pertes américaines totales ont été de 28 morts, alors que les pertes du Viêt-Cong ont été de 345 morts et une estimation de 192 victimes de plus.","The total loss of American lives was 28, while the loss of Vietnamese lives was 345 and an estimate of 192 additional victims.","The total loss of American lives was 28, while the loss of Vietnamese lives was 345 and an estimate of 192 additional victims. The majority of the victims were Vietnamese.",hyp2
138,"De 1993 à 2001, Huntsman a été membre du conseil d’administration de la société Huntsman, président du conseil de la Huntsman Cancer Foundation et président-directeur général de Huntsman Family Holdings Company.","Huntsman was a member of the Huntsman company's board of administration, president of the Huntsman Cancer Foundation and president-directeur général of Huntsman Family Holdings Company from 1993 to 2001.","Huntsman was a member of the Huntsman company's board of administration, president of the Huntsman Cancer Foundation and president-directeur général of Huntsman Family Holdings Company in 1993 and 2001.",hyp2
139,"La couleur de capuchon varie, de marron à jaune, souvent avec une tâche marron sur le capuchon à maturité.","The capuchon color varies, from brown to yellow, often with a brown spot on the capuchon at maturity.","The capuchon color varies, from brown to yellow, often with a brown spot on the capuchon at maturity.",
140,Nvidia a officiellement annoncé la NVIDIA TITAN V le 7 décembre 2017.,"Nvidia officially announced the NVIDIA TITAN V on December 7, 2017.","Nvidia will launch the NVIDIA TITAN V on December 7, 2017.",hyp2
141," est relativement facile en italien, car la plupart des mots sont prononcés exactement comme ils sont écrits","It is relatively easy in Italian, because most words are pronounced exactly as they are written.","It is extremely difficult in Italian, because most words are pronounced completely differently from how they are written.",hyp2
142,L'esprit est toujours plutôt disposé et le corps est très fort.,The mind is always rather willing but the body is very weak.,The mind is always rather willing and the body is very strong.,hyp2
143,"C'est le plus grand club privé de Houston et l'un des plus grands au monde, avec plus de 3 300 membres.","It is the largest private club in Houston and one of the largest in the world, with over 3,300 members.","This is the most private club in Houston and one of the biggest in the world, with over 33,000 members.",hyp2
144,"Lorsque des débits comparables peuvent être maintenus, les résultats sont élevés.","When comparable rates are increasing, results are high.","When comparable rates can be maintained, results are high.",hyp1
145,Le bras principal du Fleuve Amazone est long de 6 387 km (3 980 miles). Il collecte l'eau des milliers de petites rivières.,"The main branch of the Amazon River is 6,387 km (3,980 miles) long. It collects water from thousands of small rivers.","The main branch of the Amazon River is 6,387 km (3,980 miles) long. It collects water from millions of small rivers.",hyp2
146,Le fermier a conduit la préposée à la gare.,The farmer led the pregnant woman to the station.,The farmer carried the preposition to the station.,hyp2
147,Un événement jumeau s'est déroulé à l'Albert Park Lake à Melbourne et a été financé par la Fox FM (à Melbourne en Australie).,"A twin event took place at Albert Park Lake in Melbourne and was funded by Fox FM (in Melbourne, Australia).","An identical event took place at the Albert Park Lake in Melbourne and was funded by the Fox FM (in Melbourne, Australia).",hyp2
148,"Phnom Krom, à 12 km de Siem Reap. Ce temple situé au sommet d'une colline a été érigé à la fin du IXe siècle, sous le règne du roi Yasovarman.","Phnom Krom, located 5 km from Siem Reap. This temple, situated at the top of a hill, was built at the beginning of the 9th century, during the reign of King Yasovarman.","Phnom Krom, located 12 km from Siem Reap. This temple, situated at the top of a hill, was built at the end of the 9th century, during the reign of King Yasovarman.",hyp1
149,"Cependant, Madonna, Prince et Michael Jackson étaient des influences pour l'album.","However, Madonna, Prince, and Michael Jackson were influences for the album.","The album was influenced by Madonna, Prince, and Michael Jackson, but not by Celine Dion.",hyp2
150,Le cuisinier s'est lié d'amitié avec le commis.,The chef has become friendly with the cook.,The chef has become friendly with the waiter.,hyp2
151,"Au fil du temps, à mesure que la population s'adapte à son nouvel environnement, elle commence à ressembler de moins en moins à l'autre population.","As time passes, as the population adapts to its new environment, it begins to resemble less and less the other population.","As time goes by, as the population adapts to its new environment, it begins to resemble less and less the other population.",
152,Le cuisinier s'est lié d'amitié avec le commis.,The chef became friends with the storekeeper.,The chef became friends with the manager.,hyp1
153,Le chauffeur reconnut le réceptionniste.,The driver recognized the receptionist.,The driver forgot the receptionist.,hyp2
154,La gérante a congédié le bibliothécaire.,The librarian was impressed.,The librarian was startled.,hyp1
155,M. Cave a fait la plus haute enchère pour les biens de M. Payne.,M. Cave made the lowest bid for Mr. Payne's belongings.,M. Cave made the highest bid for Mr. Payne's belongings.,hyp1
156,"Born est né en Allemagne de parents juifs, le fils de Max Born et de la scientifique Hedwig Ehrenberg.","Born was born in Germany to Jewish parents, the son of Max Born and the scientist Hedwig Ehrenberg.","Born was born in Germany of Jewish parents, the son of Max Born and the scientist Hedwig Ehrenberg.",hyp2
157,"Il naquit enfant posthume de Sir John Lade, 1er Baronnet ; sa mère était la sœur du brasseur Henry Thrale.","His father, Sir John Lade, was a prominent politician in the local government.","He was born as the posthumous child of Sir John Lade, 1st Baronet; his mother was the sister of the brewer Henry Thrale.",hyp1
158,"Une biographie de Chris Sievey a été écrite par l'auteur de Manchester Mick Middles, et a été publiée en novembre 2014.","A biography of Chris Sievey was written by Mick Middles, a Manchester author, and was published in November 2014. However, Chris Sievey was not born in Manchester.","A biography of Chris Sievey was written by Mick Middles, a Manchester author, and was published in November 2014.",hyp1
159,"Ainsi, un permis d’entrée dans l’arrière-pays pour toute date de début au cours du mois de mai devient valable le 1er janvier.",A permit to enter the outback becomes valid on January 1st for any date of commencement in May.,"A permit to enter the outback becomes valid on January 1st for any date of commencement in May, regardless of the date of the commencement.",hyp2
160,Andy insiste sur le fait qu'il l'aime bien et Adam encourage Katie à demander à Adam de sortir avec lui.,Andy insists on the fact that he likes him well and Adam encourages Katie to ask Adam to go out with him.,Andy insists on the fact that he loves him well and Adam encourages Katie to ask Adam to go out with him.,hyp1
161,Sir Thomas Dutton (1er août 1421 -- 23 Septembre 1459) était un chevalier anglais du Moyen Âge. Il était le fils de Sir John Dutton et de Margaret Savage.,"Sir Thomas Dutton (January 1, 1421 -- December 31, 1459) was a French knight of the Renaissance. He was the son of Sir Peter Dutton and Elizabeth Taylor.","Sir Thomas Dutton (August 1, 1421 -- September 23, 1459) was an English knight of the Middle Ages. He was the son of Sir John Dutton and Margaret Savage.",hyp1
162,"""Daniil Ostrogski déclare également que Dmytro est le père de Bilinsky, aussi connu sous le nom de """"Danylo Dmytrovych"""".""","Daniil Ostrogski also declares that Dmytro is the father of Bilinsky, also known as 'Danylo Dmytrovych'.",Daniil Ostrogski claims that Bilinsky is the son of Dmytro.,hyp2
163,Le mouvement de libération nationale arménien était épuisé par six années de guerres et de conflits. L'armée et la population arméniennes n'étaient plus en mesure de résister activement.,The Armenian national liberation movement was exhausted after six years of war and conflict. The Armenian army and population were no longer able to actively resist.,The Armenian national liberation movement was exhausted after six years of war and conflict. The Armenian army and population were no longer able to resist actively.,hyp2
164,"SDUU a actuellement des succursales à Stockholm, Göteborg, Halmstad, Kalmar, Skåne, Örebro, Umeå, Skellefteå et Piteå.","SDUU currently has branches in Stockholm, Gothenburg, Halmstad, Kalmar, Skåne, Örebro, Umeå, Skellefteå and Piteå.","SDUU currently has branches in Stockholm, Gothenburg, Halmstad, Kalmar, Skåne, Örebro, Umeå, Skellefteå and Oslo.",hyp2
165,Nvidia a officiellement annoncé la NVIDIA TITAN V le 7 décembre 2017.,"Nvidia officially announced the NVIDIA TITAN V on January 7, 2017.","Nvidia officially announced the NVIDIA TITAN V on December 7, 2017.",hyp1
166,"Mahatma Gandhi a déclaré: ""L'éducation spirituelle est l'évolution de l'esprit"", mais aujourd'hui, nous ne faisons aucun progrès réel.","Mahatma Gandhi said: ""Spiritual education is the evolution of the spirit"", but today, we are not making any real progress.","Mahatma Gandhi said: ""Spiritual education is the evolution of the spirit"", but today, we are not making any real progress.",
167,La concierge a averti l'enfant de ne pas marcher sur le sol mouillé.,The concierge warned the child not to walk on the wet floor.,The concierge told the child to walk on the wet floor.,hyp2
168,"""Son nom, """" Afolabi """", signifie """" Né dans la richesse """". Son surnom au Nigeria est Robocop à cause de ses mouvements raides.""","His name, 'Afolabi', means 'Born into wealth'. His nickname in Nigeria is Robocop due to his stiff movements.","His name, 'Afolabi', means 'Born into poverty'. His nickname in Nigeria is Superman due to his athletic movements.",hyp2
169,"Quentin Collins, Ed Griffin, dans ""House of Despair"", raconte que les habitants de Collinsport n’ont pas oublié comment ""la jeune fille de l’hiver a disparu inexplicablement.""","According to Quentin Collins and Ed Griffin in 'House of Despair', the residents of Collinsport have not forgotten how the girl of winter mysteriously vanished.","In 'House of Despair', Quentin Collins and Ed Griffin reveal that the inhabitants of Collinsport were aware of the girl of winter's disappearance from the beginning.",hyp2
170,Le pionnier suisse John Sutter (1803 - 1880) est arrivé en Haute-Californie en août 1839 avec d'autres colons euro-américains.,"John Sutter, a Swiss pioneer, arrived in Haute-Californie in August 1839 with other colonists.","John Sutter, a Swiss pioneer, arrived in Haute-Californie in August 1839 with other Euro-American colonists.",hyp2
171,"Le mysticisme peut être distingué des autres formes de culte et de croyance à caractère religieux par son accent sur l'expérience personnelle directe d'un état de conscience, notamment dans le cas d'une personnalité paisible, intuitive, heureuse, voire extatique.","Mysticism can be distinguished from other forms of cult and belief with a religious character by its emphasis on direct personal experience of a state of consciousness, particularly in the case of a peaceful, intuitive, happy, or even ecstatic personality.","Mysticism can be distinguished from other forms of cult and belief with a scientific character by its emphasis on direct personal experience of a state of consciousness, particularly in the case of a peaceful, intuitive, happy, or even ecstatic personality.",hyp2
172,"Il est décédé le 30 juin 1954 d'un cancer de l'estomac à Claremore, Oklahoma, New York, et abrite le Lynn Riggs Memorial.","It is dead on June 30, 1954 of stomach cancer in Claremore, Oklahoma, New York, and houses the Lynn Riggs Memorial.","He died on June 30, 1954 of stomach cancer in Claremore, Oklahoma, New York, and houses the Lynn Riggs Memorial.",hyp1
173,Taylor est resté actif dans le baseball jusqu'à sa mort en tant que découvreur de talents pour les Atlanta Braves et les White Sox de Chicago et Milwaukee.,Taylor was remained active in baseball until his death as a discoverer of talents for the Atlanta Braves and the White Sox of Chicago and Milwaukee.,Taylor remained active in baseball until his death as a scout for the Atlanta Braves and the Chicago White Sox and Milwaukee.,hyp1
174,"En 1853, il s'installe dans le Wisconsin et s'installe près de Beloit dans le comté de Rock.","In 1853, he settled in Wisconsin and settled near Beloit in Rock County.",He arrived in 1853 and moved to the city of Beloit in the state of Wisconsin.,hyp2
175,"En avril de cette année, une ordonnance de blocage temporaire a été prononcée par le juge Glynn contre l'établissement pour imposer la libération des personnes détenues plus de 24 heures après leur admission et n'ayant pas été entendues par un commissaire du tribunal.","In April of this year, a temporary restraining order was issued by Judge Glynn against the facility to mandate the release of individuals detained for more than 24 hours after their admission and who have not been heard by a court commissioner.","In April last year, a temporary ban was issued by Judge Glynn against the institution to impose the release of persons held for over 24 hours after admission and who have not been heard by a court commissioner.",hyp2
176,"Le 13e escadron de transport de troupes a été fusionné avec le 913e escadron de ravitaillement en vol en septembre 1985, mais l'escadron consolidé n'est plus en activité depuis.","The 13th squadron for troop transport was merged with the 913th aerial refueling squadron in August 1985, but the consolidated squadron is still active.","The 13th squadron for troop transport was merged with the 913th aerial refueling squadron in September 1985, but the consolidated squadron is no longer active.",hyp1
177,Saito est le leader du Saito Neko Quartet et est connu pour ses nombreuses collaborations avec le musicien Ringo Sheena.,Saito is a famous chef and has written several cookbooks.,Saito is the leader of Saito Neko Quartet and is known for his numerous collaborations with musician Ringo Sheena.,hyp1
178,"Le 20 février 1959, le premier ministre John Diefenbaker termina le projet et les cinq flèches démantelées ont été terminées.","On February 20, 1959, Prime Minister John Diefenbaker completed the project and the five dismantled arrows have been completed.","On January 20, 1959, Prime Minister John Diefenbaker completed the project and the five dismantled arrows have been completed.",hyp2
179,"Mahatma Gandhi a déclaré: ""L'éducation spirituelle est l'évolution de l'esprit"", mais aujourd'hui, nous ne faisons aucun progrès réel.","Mahatma Gandhi declared: 'Spiritual education is the evolution of the mind', but today, we are not making any real progress.","Mahatma Gandhi declared: 'Spiritual education is the evolution of the mind', but today, we are making significant progress.",hyp2
180,"De 1993 à 2001, Huntsman a été membre du conseil d’administration de la société Huntsman, président du conseil de la Huntsman Cancer Foundation et président-directeur général de Huntsman Family Holdings Company.","From 1993 to 2001, Huntsman was a member of the board of directors of Huntsman Corporation, chairman of the board of Huntsman Family Holdings Company, and CEO of Huntsman Cancer Foundation.","From 1993 to 2001, Huntsman was a member of the board of directors of Huntsman Corporation, chairman of the board of Huntsman Cancer Foundation, and CEO of Huntsman Family Holdings Company.",hyp2
181,La rivière Arieşul Mare est un affluent de la rivière Vâlcea en Roumanie.,The big Arieşul River is a tributary of the Vâlcea River in Romania.,The Arieşul Mare River is a tributary of the Vâlcea River in Romania.,hyp1
182,Le bibliothécaire guida le directeur jusqu'à l'étagère.,The librarian guided the director to the top of the stairs.,The librarian guided the director to the shelf.,hyp1
183,"Phnom Krom, à 12 km de Siem Reap. Ce temple situé au sommet d'une colline a été érigé à la fin du IXe siècle, sous le règne du roi Yasovarman.","Phnom Krom, a popular tourist destination known for its modern architecture and vibrant nightlife.","Phnom Krom, 12 km from Siem Reap. This temple located on top of a hill was built at the end of the 9th century, during the reign of King Yasovarman.",hyp1
184,"Les pertes américaines totales ont été de 28 morts, alors que les pertes du Viêt-Cong ont été de 345 morts et une estimation de 192 victimes de plus.","The total US losses were 28 deaths, while the losses of the Viet Cong were 345 deaths and an estimated 100 more victims.","The total US losses were 28 deaths, while the losses of the Viet Cong were 345 deaths and an estimated 192 more victims.",hyp2
185,Le médecin a examiné le boulanger mâle.,The doctor examined the male baker.,The doctor has examined the male baker.,hyp2
186,Le bras principal du Fleuve Amazone est long de 6 387 km (3 980 miles). Il collecte l'eau des milliers de petites rivières.,"The main branch of the Amazon River is 6,387 kilometers long and collects water from thousands of small rivers.","The main branch of the Amazon River is 6,387 kilometers long and is fed by a single large river.",hyp2
187,Kabir Suman a enregistré plusieurs albums sous le nom de Suman Chattopaddhyay ou Suman Chatterjee entre 1992 et 1999.,Kabir Suman has released several albums under the name Suman Chattopaddhyay or Suman Chatterjee between 1985 and 2005.,Kabir Suman has released several albums under the name Suman Chattopaddhyay or Suman Chatterjee between 1992 and 1999.,hyp1
188,Un événement jumeau s'est déroulé à l'Albert Park Lake à Melbourne et a été financé par la Fox FM (à Melbourne en Australie).,"An event, jumeau, took place at Albert Park Lake in Melbourne and was funded by Fox FM (in Melbourne, Australia).",A huge event occurred at the Albert Park Lake in Melbourne and was financially supported by Fox FM.,hyp2
189,Votre passeport doit être valide pendant au moins six mois au-delà de vos dates de voyage. Un billet aller-retour est nécessaire pour prouver la durée de votre séjour.,Your passport must be valid for at least six months beyond your travel dates. A return ticket is necessary to prove the duration of your stay.,Your passport must be valid for at least six months after your travel dates. A return ticket is necessary to prove the duration of your stay.,hyp2
190,"En 1964, le diocèse a été théoriquement restauré en tant que titulaire du rang le plus bas (épiscopal).","In 1964, the diocese was theoretically restored to its lowest rank (episcopal).","1964, the diocese was theoretically restored as the lowest-ranking bishop (episcopal).",hyp2
191,"En janvier 2013, il a été annoncé qu'après la fermeture d Disney Interactive, Warren Spector avait quitté la Junction Point Studios.","In January 2013, it was announced that after the closure of Disney Interactive, Warren Spector had left the Junction Point Studios.","In January 2013, it was announced that after the closure of Disney Interactive, Warren Spector had left Junction Point Studios.",hyp2
192,"La principale force d'assaut, composée de 2 400 hommes, franchit la rivière à neuf miles au nord de Trenton, puis se divisa en deux groupes, l'un sous Greene et l'autre sous Sullivan, afin de lancer une attaque avant l'aube.","The main assault force, composed of 2,400 men, crossed the river nine miles north of Trenton and then split into two groups, one under Greene and the other under Sullivan, in order to launch an attack before dawn.","The main assault force, composed of 2,400 men, crossed the river nine miles north of Trenton and then split into two groups, one under Greene and the other under Washington, in order to launch an attack before dawn.",hyp2
193,L'esprit est toujours plutôt disposé et le corps est très fort.,The spirit is always willing and the body is very strong.,The spirit is always very willing and the body is always strong.,hyp2
194,"Il fut ajouté par Gregor (numéro 202) à la liste des manuscrits du Nouveau Testament, Scrivener l'a vu en 1883.",The manuscript was added to the list of manuscripts of the New Testament by Gregor (number 202) in 1883.,The manuscript was added to the list of manuscripts of the New Testament by Gregor (number 202) in 1883. Scrivener saw it in 1883.,hyp2
195,"D'autres épreuves de ski se dérouleront dans la station de ski de Taizicheng à Zhangjiakou, à environ 220 km (140 pieds) de Pékin.",The ski events will be held in the city center of Beijing.,"Other ski events will take place in the Taizicheng ski resort in Zhangjiakou, about 140 miles from Beijing.",hyp1
196,Votre passeport doit être valide pendant au moins six mois au-delà de vos dates de voyage. Un billet aller-retour est nécessaire pour prouver la durée de votre séjour.,Your passport must be valid for at least six months beyond your travel dates. A round-trip ticket is required to prove the duration of your stay.,Your passport must be valid for at least six months beyond your travel dates. A round-trip ticket is required to prove the duration of your stay.,
197,"C'est le plus grand club privé de Houston et l'un des plus grands au monde, avec plus de 3 300 membres.","It is the largest private club in Houston and one of the largest in the world, with over 3,300 members.","It is the smallest private club in Houston and one of the smallest in the world, with over 3,300 members.",hyp2
198,La concierge a averti l'enfant de ne pas marcher sur le sol mouillé.,The concierge warned the child not to walk on the wet ground.,The elevator notified the child of not walking on the wet soil.,hyp2
199,"Cela exige une surveillance continue des pressions partielles réelles avec le temps et, pour une efficacité maximale, un traitement informatique en temps réel par l'ordinateur de décompression du plongeur.","This requires continuous monitoring of real partial pressures over time, and for maximum efficiency, real-time processing by the doctor's computer decompression unit.","This requires continuous monitoring of real partial pressures over time, and for maximum efficiency, real-time processing by the diver's computer decompression unit.",hyp1
200,"En janvier 2013, il a été annoncé qu'après la fermeture d Disney Interactive, Warren Spector avait quitté la Junction Point Studios.","In January 2013, Warren Spector was announced to be the new CEO of Disney Interactive, leading Junction Point Studios.","In January 2013, it was announced that after Disney Interactive's closure, Warren Spector had left Junction Point Studios.",hyp1
201,Il était le seul australien et le seul architecte du groupe.,He was the only Australian and architect of the group.,He was the only Australian and architect in the group.,hyp2
202,"En 1964, le diocèse a été théoriquement restauré en tant que titulaire du rang le plus bas (épiscopal).",1964 was the year the diocese was theoretically restored as the lowest-ranking bishop.,"In 1964, the diocese was theoretically restored as the lowest-ranking bishop.",hyp1
203,"""En 2012, Gil rejoignit le programme télévisé - Remake of the Salvador - Royales - Films """"Mundo Man ay Magunaw"""" dans le rôle de Jennifer la Pena.""","In 2012, Gil rejoignit le programme télévisé - Remake of the Salvador - Royales - Films 'Mundo Man ay Magunaw' en tant que Jennifer la Pena.","In 2012, Gil rejoined the television program - Remake of the Salvador - Royales - Films 'Mundo Man ay Magunaw' in the role of Jennifer la Pena.",hyp1
204,"""En 1933, Cattell écrivit que, de toutes les races européennes, la """"race nordique était la plus évoluée en termes d'intelligence et de stabilité de tempérament"""".""","""In 1933, Cattell wrote that, of all European races, the 'Nordic race was the most evolved in terms of intelligence and stability of temperament.'""","""In 1933, Cattell wrote that, of all European races, the 'race Nordic was the most evolved in terms of intelligence and stability of temperament.""",hyp2
205,"À proximité se trouve la rivière Wallowa, un affluent de la rivière Lostine, à l'est des monts Wallowa, au nord-est de l'Oregon.",The Wallowa River is located in the center of Oregon and flows into the Lostine River.,"Nearby lies the Wallowa River, a tributary of the Lostine River, east of the Wallowa Mountains, northeast of Oregon.",hyp1
206,"La morceau suivant a été créé par le frère de Ron, Robert Fuller, en 1986.","The following piece was created by Robert Fuller's brother, Ron, in 1986.","The following piece was created by Ron's brother, Robert Fuller, in 1986.",hyp2
207,Une autre zone de stockage secondaire sous les réservoirs pouvant contenir 104 500 barils n’a pas encore été remplie au maximum de sa capacité.,"The secondary storage area under the reservoirs that can hold 104,500 barrels has been filled to its maximum capacity.","Another secondary storage area under the reservoirs that can hold 104,500 barrels has not yet been filled to its maximum capacity.",hyp1
208,"Le mysticisme peut être distingué des autres formes de culte et de croyance à caractère religieux par son accent sur l'expérience personnelle directe d'un état de conscience, notamment dans le cas d'une personnalité paisible, intuitive, heureuse, voire extatique.","Mysticism can be distinguished from other forms of cult and belief by its emphasis on personal experience of a conscious state, particularly in the case of a peaceful, intuitive, sheltered, or ecstatic personality.",Mysticism can be distinguished from other forms of cult and belief by its emphasis on religious authority and tradition.,hyp2
209,"""Son nom, """" Afolabi """", signifie """" Né dans la richesse """". Son surnom au Nigeria est Robocop à cause de ses mouvements raides.""","His name, Afolabi, means 'Strong and wealthy'. His nickname in Nigeria is Robocop because of his swiftness.","His name, Afolabi, means 'Born in riches'. His nickname in Nigeria is Robocop because of his rapid movements.",hyp1
210,"SDUU a actuellement des succursales à Stockholm, Göteborg, Halmstad, Kalmar, Skåne, Örebro, Umeå, Skellefteå et Piteå.","SDUU does not have any branches in Stockholm, Gothenburg, Halmstad, Kalmar, Skåne, Örebro, Umeå, Skellefteå, or Piteå.","SDUU currently has branches in Stockholm, Gothenburg, Halmstad, Kalmar, Skåne, Örebro, Umeå, Skellefteå, and Piteå.",hyp1
211,Nvidia a officiellement annoncé la NVIDIA TITAN V le 7 décembre 2017.,"Nvidia announced the Titan V on December 7, 2017.","The Titan V was announced by Nvidia on December 7, 2017.",
212,Le problème a commencé le 1er janvier lorsque des dizaines de résidents locaux ont commencé à se plaindre au bureau de poste d'Obanazawa qu'ils n'avaient pas reçu leurs cartes de nouvel an traditionnelles et régulières.,The problem began on January 1st when some local residents started complaining at the Obanazawa post office that they had not received their new year cards.,The problem began on January 1st when some local residents started complaining at the Obanazawa post office that they had not received their traditional and regular new year cards.,hyp2
213,"La visite « typique » consiste à prendre l’avion pour l’aéroport international d’Orlando, se rendre en bus à un hôtel Disney situé sur le site, y séjourner environ une semaine sans quitter les installations Disney et rentrer chez soi.","The 'typical' visit involves taking a plane to Orlando International Airport, then taking a bus to a Disney hotel located on site, staying there for around a week without leaving the Disney facilities and returning home.","The 'typical' visit involves taking a train to Orlando International Airport, then taking a taxi to a Disney hotel located downtown, staying there for around a week and exploring the city, and returning home.",hyp2
214,Le mouvement de libération nationale arménien était épuisé par six années de guerres et de conflits. L'armée et la population arméniennes n'étaient plus en mesure de résister activement.,The Armenian national liberation movement was strengthened after six years of wars and conflicts. The Armenian army and population were still able to actively resist.,The Armenian national liberation movement was exhausted after six years of wars and conflicts. The Armenian army and population were no longer able to actively resist.,hyp1
215,"L'archipel est un État en libre association avec la Nouvelle-Zélande, situé en Polynésie, au milieu de l'océan Pacifique sud.","The archipelago is a state in free association with New Zealand, located in Polynesia, in the middle of the South Pacific Ocean.","The archipelago is a separate country from New Zealand, located in the Caribbean Sea.",hyp2
216,"Bien que Goma soit raisonnablement sûre, toute visite doit faire l'objet de recherches pour comprendre l'état des combats qui persistent dans la province du Nord-Kivu.","Although Goma is relatively safe, every visit must be the subject of research to understand the state of the battles that persist in the province of North Kivu.","Although Goma is relatively secure, any visit must be subject to research to understand the ongoing fighting in the North Kivu province.",hyp1
217,"Quentin Collins, Ed Griffin, dans ""House of Despair"", raconte que les habitants de Collinsport n’ont pas oublié comment ""la jeune fille de l’hiver a disparu inexplicablement.""",The inhabitants of Collinsport have not forgotten how the young girl of winter was mysteriously stolen.,The inhabitants of Collinsport have not forgotten how the young girl of winter mysteriously disappeared.,hyp1
218," est relativement facile en italien, car la plupart des mots sont prononcés exactement comme ils sont écrits","It is relatively difficult to learn Italian, as most of the words are pronounced exactly as they are written.","It is relatively easy to learn Italian, as most of the words are pronounced exactly as they are written.",hyp1
219,Kabir Suman a enregistré plusieurs albums sous le nom de Suman Chattopaddhyay ou Suman Chatterjee entre 1992 et 1999.,Kabir Suman is a famous author who wrote novels under the pseudonyms of Suman Chattopaddhyay or Suman Chatterjee.,Kabir Suman recorded several albums under the name Suman Chattopaddhyay or Suman Chatterjee between 1992 and 1999.,hyp1
220,"""En 1933, Cattell écrivit que, de toutes les races européennes, la """"race nordique était la plus évoluée en termes d'intelligence et de stabilité de tempérament"""".""",The Nordic race was the most intelligent and stable race among all European races in 1933.,The Nordic race was the most evolved in terms of intelligence and temperament among all European races in 1933.,hyp1
221,"Il fut ajouté par Gregor (numéro 202) à la liste des manuscrits du Nouveau Testament, Scrivener l'a vu en 1883.",Gregor added it to the list of New Testament manuscripts in 1883.,Gregor discovered the New Testament manuscripts in 1883.,hyp2
222,Votre passeport doit être valide pendant au moins six mois au-delà de vos dates de voyage. Un billet aller-retour est nécessaire pour prouver la durée de votre séjour.,Your passport must be valid for at least six months beyond your travel dates. A return ticket is necessary to prove the duration of your stay.,Your passport must be valid for at least six months beyond your travel dates. A one-way ticket is necessary to prove the duration of your stay.,hyp2
223,"de Ruiter, qui est né à Leiden, a joué pour le FC Utrecht, le FC Den Bosch, Excelsior, le RKC Waalwijk et le FC Emmen.","A Dutch player, Ruiter, who was born in Leiden, played for FC Utrecht, FC Den Bosch, Excelsior, RKC Waalwijk, and FC Emmen.","A Dutch player, Ruiter, who was born in Leiden, played for FC Utrecht, FC Den Bosch, and other clubs.",hyp2
224,"Cinq minutes après le début de l'exposition, un vent se met à souffler pour atteindre, environ une minute plus tard, la vitesse de 70km/h... puis la pluie arrive, mais si forte et si grosse qu'elle frappe votre peau comme une aiguille, puis la grêle tombe du ciel, les gens paniquent, crient et se roulent dessus.","After the beginning of the exposure, the wind started to blow violently, reaching a speed of 70km/h... then the rain came, heavy and strong, like needles, and the hail fell from the sky, people panicked, cried and rolled on the ground.","A strong wind blew for about a minute after the start of the exposure, reaching a speed of 70km/h... then the rain came, very strong and heavy, like needles, and the hail fell from the sky, people panicked, screamed and rolled on the ground.",hyp1
225,"""En 1933, Cattell écrivit que, de toutes les races européennes, la """"race nordique était la plus évoluée en termes d'intelligence et de stabilité de tempérament"""".""","In 1933, Cattell wrote that, among all European races, the Mediterranean race was the most evolved in terms of intelligence and stability of temperament.","In 1933, Cattell wrote that, among all European races, the Nordic race was the most evolved in terms of intelligence and stability of temperament.",hyp1
226,Martelly a intronisé hier un nouveau Conseil électoral (CEP) composé de neuf membres.,Martelly yesterday introduced a new Electoral Council (CEP) composed of nine members.,"Martelly appointed a new Electoral Council (CEP) yesterday, composed of nine members.",hyp2
227,Donnez également des exemplaires de la réglementation et des contacts aux compagnons et aux parents ou amis à la maison qui sont prêts à vous aider.,Please also provide copies of the regulations and contact information to the companions and parents or friends at home who are willing to help you.,Provide also copies of the regulations and contact information to the neighbors and friends who are ready to help you.,hyp2
228,"""Dans """"Detection Unlimited """", un roman policier écrit par Georgette Heyer, un personnage est comparé à Armstrong.""","In 'Detection Unlimited', a detective novel written by Georgette Heyer, a character is compared to Armstrong.","In 'Detection Unlimited', a science fiction novel written by Georgette Heyer, a character is compared to Armstrong.",hyp2
229,Le fermier a conduit la préposée à la gare.,The farmer drove the pregnant woman to the train station.,The farmer led the pregnant woman to the train station.,hyp1
