id,source,hyp+,hyp-,prompt
62,"We should remember that the nuclear power station at Chernobyl was, until April 1986, said to have presented \'few risks\'.",The nuclear power station at Chernobyl was said to have presented few risks until April 1986.,The nuclear power station at Chernobyl was said to have presented many risks until April 1986.,"
       <start_of_turn>user
       Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.
       Provide the result in the following format: {answer_format}
       Src: {source} <end_of_turn>
       Result:
       <start_of_turn>model
      "
63,The report we asked for from the committee of experts is part of the consequences of our withholding the discharge for 1996.,"The withholding of discharge for 1996 has resulted in negative consequences, including the report requested from the committee of experts.",The report requested from the committee of experts is not related to the withholding of discharge for 1996.,"
       <start_of_turn>user
       Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.
       Provide the result in the following format: {answer_format}
       Src: {source} <end_of_turn>
       Result:
       <start_of_turn>model
      "
64,"The irregularities which have been identified must never happen again, and this means that both the methods and the approach need to be changed.",The methods and approach need to be changed in order to prevent the identified irregularities from happening again.,The identified irregularities are not a major problem and can be ignored.,"
       <start_of_turn>user
       Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.
       Provide the result in the following format: {answer_format}
       Src: {source} <end_of_turn>
       Result:
       <start_of_turn>model
      "
65,"I am referring more particularly here to Amendments Nos 4 and 33, which provide for the directive to be monitored by the Commission.",The amendments Nos 4 and 33 provide for the directive to be monitored by the Commission.,The amendments Nos 4 and 33 provide for the directive to be monitored by the government.,"
       <start_of_turn>user
       Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.
       Provide the result in the following format: {answer_format}
       Src: {source} <end_of_turn>
       Result:
       <start_of_turn>model
      "
66,That is why it is also important that the innovation dimension should become a more integral part of interregional and cross-border cooperation.,The innovation dimension should become a more integral part of interregional and cross-border cooperation.,The innovation dimension should not become a more integral part of interregional and cross-border cooperation.,"
       <start_of_turn>user
       Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.
       Provide the result in the following format: {answer_format}
       Src: {source} <end_of_turn>
       Result:
       <start_of_turn>model
      "
67,"Environmental considerations must feature prominently in this process, particularly sustainable development, as it is one of the distinguishing features of the European Union.","Environmental considerations will be a significant factor in the process, particularly sustainable development, as it is a distinguishing feature of the European Union.",Environmental considerations will not be a major factor in the process.,"
       <start_of_turn>user
       Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.
       Provide the result in the following format: {answer_format}
       Src: {source} <end_of_turn>
       Result:
       <start_of_turn>model
      "
68,"Mrs Haug\'s report is an important addition to the Agenda 2000 debate, and to the ongoing preparation process for the next phase of the programme.",Mrs Haug's report is an important addition to the Agenda 2000 debate and the ongoing preparation process for the next phase of the programme.,Mrs Haug's report is not an important addition to the Agenda 2000 debate.,"
       <start_of_turn>user
       Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.
       Provide the result in the following format: {answer_format}
       Src: {source} <end_of_turn>
       Result:
       <start_of_turn>model
      "
69,"Fortunately, there has been a cease-fire since 1994 which is opening the way for negotiation, and the Minsk Group is taking charge of this.",The cease-fire since 1994 has created an opportunity for negotiation.,The cease-fire since 1994 has negatively impacted the negotiation process.,"
       <start_of_turn>user
       Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.
       Provide the result in the following format: {answer_format}
       Src: {source} <end_of_turn>
       Result:
       <start_of_turn>model
      "
70,"Women make up 80 % of the people who carry out secretarial and office work, while men occupy 87 % of the managerial positions.","Women are more likely to perform secretarial and office work than men, while men are more likely to occupy managerial positions.",Men and women are equally likely to perform secretarial and office work and managerial positions.,"
       <start_of_turn>user
       Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.
       Provide the result in the following format: {answer_format}
       Src: {source} <end_of_turn>
       Result:
       <start_of_turn>model
      "
71,"In a similar manner, I could accept the proposed Amendment No 11, which would require the same separation but in a shorter time period.",The proposed Amendment No 11 would require the same separation but in a shorter time period.,The proposed Amendment No 11 would require a different separation than the current one.,"
       <start_of_turn>user
       Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.
       Provide the result in the following format: {answer_format}
       Src: {source} <end_of_turn>
       Result:
       <start_of_turn>model
      "
72,The outcome will hinge on how the new decision-making procedures work out in practice. We cannot therefore support paragraphs 30 and 31.,The outcome of the decision-making procedures will be successful in practice.,The outcome of the decision-making procedures will be unsuccessful in practice.,"
       <start_of_turn>user
       Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.
       Provide the result in the following format: {answer_format}
       Src: {source} <end_of_turn>
       Result:
       <start_of_turn>model
      "
73,"But the US, in threatening a trade boycott, is overstepping the bounds of that clear position and the bounds of the transatlantic partnership.",The US is overstepping the bounds of the transatlantic partnership by threatening a trade boycott.,The US is not overstepping the bounds of the transatlantic partnership by threatening a trade boycott.,"
       <start_of_turn>user
       Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.
       Provide the result in the following format: {answer_format}
       Src: {source} <end_of_turn>
       Result:
       <start_of_turn>model
      "
74,"In short, therefore, the Commission accepts Amendment Nos 1, 5, 6, 7, 8, 9 and 11, whilst rejecting Amendments Nos 2, 3, 4, 10 and 12.","The Commission accepts a majority of the proposed amendments, albeit rejecting a few.",The Commission accepts all of the proposed amendments.,"
       <start_of_turn>user
       Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.
       Provide the result in the following format: {answer_format}
       Src: {source} <end_of_turn>
       Result:
       <start_of_turn>model
      "
75,"While the Kalanke ruling was a setback, the European Court of Justice\'s decision in the 1997 Marschall judgment was encouraging.",The European Court of Justice's decision in the 1997 Marschall judgment was encouraging.,The Kalanke ruling was a positive decision.,"
       <start_of_turn>user
       Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.
       Provide the result in the following format: {answer_format}
       Src: {source} <end_of_turn>
       Result:
       <start_of_turn>model
      "
76,People would think we were mad if we said tomorrow that drivers were allowed to take their cars on the road without an insurance certificate.,"If drivers were allowed to take their cars on the road without an insurance certificate, people would think we were mad.","If drivers were allowed to take their cars on the road without an insurance certificate, people would be grateful for the freedom.","
       <start_of_turn>user
       Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.
       Provide the result in the following format: {answer_format}
       Src: {source} <end_of_turn>
       Result:
       <start_of_turn>model
      "
77,"As we have already said, the adoption of such a stance is incompatible with the aims of the Treaty, because agricultural expenditure is compulsory.",The adoption of a stance incompatible with the aims of the Treaty is due to agricultural expenditure being compulsory.,The adoption of a stance incompatible with the aims of the Treaty is due to the high cost of agricultural expenditure.,"
       <start_of_turn>user
       Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.
       Provide the result in the following format: {answer_format}
       Src: {source} <end_of_turn>
       Result:
       <start_of_turn>model
      "
78,"Of the 279 local authorities that exist in Sweden, 211 - all of them in the interior of the country - have lost part of their population.",The majority of local authorities in Sweden have lost part of their population.,The majority of local authorities in Sweden have gained part of their population.,"
       <start_of_turn>user
       Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.
       Provide the result in the following format: {answer_format}
       Src: {source} <end_of_turn>
       Result:
       <start_of_turn>model
      "
79,"This is also the reason why we cannot accept Amendment No 25 or Amendments Nos 46 and 54, but we can endorse Amendment No 43.","We cannot accept Amendments Nos. 25, 46, and 54 because they are not supported by the source text.",We can endorse Amendment No. 43 because it is supported by the source text.,"
       <start_of_turn>user
       Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.
       Provide the result in the following format: {answer_format}
       Src: {source} <end_of_turn>
       Result:
       <start_of_turn>model
      "
80,"Madam President, in yesterday\'s International Herald Tribune, the following appeared in the section \'News from 50 years ago\'.",,,
81,The current status quo of a 12-mile limit for the area is the best possible compromise for the whole of the French fishing sector.,The current 12-mile limit for the area is the best possible compromise for the French fishing sector.,The current 12-mile limit for the area is not the best possible compromise for the French fishing sector.,"
       <start_of_turn>user
       Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.
       Provide the result in the following format: {answer_format}
       Src: {source} <end_of_turn>
       Result:
       <start_of_turn>model
      "
82,It has come to my knowledge that we have 300 freelance interpreters whom the Commission has not paid properly since October.,The Commission has not paid properly the freelance interpreters since October.,The Commission has paid properly the freelance interpreters since October.,"
       <start_of_turn>user
       Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.
       Provide the result in the following format: {answer_format}
       Src: {source} <end_of_turn>
       Result:
       <start_of_turn>model
      "
83,"For example, the conclave of foreign ministers in Luxembourg on 21 February made substantial progress on a number of issues.",The conclave of foreign ministers in Luxembourg on 21 February made substantial progress on a number of issues.,The conclave of foreign ministers in Luxembourg on 21 February made little progress on a number of issues.,"
       <start_of_turn>user
       Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.
       Provide the result in the following format: {answer_format}
       Src: {source} <end_of_turn>
       Result:
       <start_of_turn>model
      "
84,"Cigarettes account for the other 95 %, but as far as they are concerned, this report only deals with technical adjustments to the taxation regime.","Cigarettes account for the majority of the tax revenue, therefore this report primarily focuses on technical adjustments to the taxation regime.","Cigarettes are the only source of tax revenue, therefore this report primarily focuses on adjusting the taxation regime for cigarettes.","
       <start_of_turn>user
       Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.
       Provide the result in the following format: {answer_format}
       Src: {source} <end_of_turn>
       Result:
       <start_of_turn>model
      "
85,"But at that time the agricultural proportion of the budget, accounting for over 70 %, was considerably higher than it is today.",The agricultural proportion of the budget is significantly higher today than it was at that time.,The agricultural proportion of the budget is similar today to what it was at that time.,"
       <start_of_turn>user
       Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.
       Provide the result in the following format: {answer_format}
       Src: {source} <end_of_turn>
       Result:
       <start_of_turn>model
      "
86,"In two days\' time, we shall have the debate and the decisions of the European Council on Agenda 2000 and the financial perspective.",The debate and the decisions of the European Council on Agenda 2000 and the financial perspective will be held in two days time.,The debate and the decisions of the European Council on Agenda 2000 and the financial perspective will be held in one day time.,"
       <start_of_turn>user
       Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.
       Provide the result in the following format: {answer_format}
       Src: {source} <end_of_turn>
       Result:
       <start_of_turn>model
      "
87,"The Member States are, in other words, being asked to harmonise their economic policies - which is one of the reasons why I voted against this report.","The Member States are being asked to harmonise their economic policies, which is one of the reasons why I voted against this report.",The Member States are being asked to harmonize their economic policies in order to achieve greater economic growth.,"
       <start_of_turn>user
       Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.
       Provide the result in the following format: {answer_format}
       Src: {source} <end_of_turn>
       Result:
       <start_of_turn>model
      "
88,"We have also considered this, and we think that these vehicles should only be exempt from Articles 4 and 7 of the proposal.",The vehicles should only be exempt from Articles 4 and 7 of the proposal.,The vehicles should be exempt from all articles of the proposal.,"
       <start_of_turn>user
       Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.
       Provide the result in the following format: {answer_format}
       Src: {source} <end_of_turn>
       Result:
       <start_of_turn>model
      "
89,How is rail transport supposed to compete with road transport if large containers cannot be brought to the trains and we are therefore forced to accept the 44 tonne limit?,"Large containers cannot be brought to trains, therefore rail transport is unable to compete with road transport.","Large containers can be brought to trains, therefore rail transport is able to compete with road transport.","
       <start_of_turn>user
       Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.
       Provide the result in the following format: {answer_format}
       Src: {source} <end_of_turn>
       Result:
       <start_of_turn>model
      "
90,"For the latter, the initial birth of several operators is now giving way to the reconcentration of the sector in the hands of a single company.",The initial birth of several operators is giving way to the reconcentration of the sector in the hands of a single company.,"The sector is growing rapidly, and this is leading to the creation of new operators.","
       <start_of_turn>user
       Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.
       Provide the result in the following format: {answer_format}
       Src: {source} <end_of_turn>
       Result:
       <start_of_turn>model
      "
91,"At the same time, and I always thought this was correct, we have quite simply deleted Chapter 8 from the Convention entirely.",Chapter 8 has been deleted from the Convention.,Chapter 8 has not been deleted from the Convention.,"
       <start_of_turn>user
       Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.
       Provide the result in the following format: {answer_format}
       Src: {source} <end_of_turn>
       Result:
       <start_of_turn>model
      "
92,"It is true that even greater efforts could be made in this direction, as my honourable colleague said, and indeed we are demanding progress here.",Additional efforts could be made in this direction.,The current efforts are sufficient for progress.,"
       <start_of_turn>user
       Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.
       Provide the result in the following format: {answer_format}
       Src: {source} <end_of_turn>
       Result:
       <start_of_turn>model
      "
93,"For that reason, on 17 December 1998 the Council adopted a comprehensive programme to supply agricultural produce to Russia.",The Council adopted a comprehensive programme to supply agricultural produce to Russia in December 1998.,The Council adopted a comprehensive programme to supply agricultural produce to China in December 1998.,"
       <start_of_turn>user
       Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.
       Provide the result in the following format: {answer_format}
       Src: {source} <end_of_turn>
       Result:
       <start_of_turn>model
      "
94,Frontier regions where the inhabitants do not understand their neighbour\'s language cannot fully experience the single market at local level.,"In frontier regions, the inability to understand a neighbour's language limits the ability to fully experience the single market at a local level.",The single market is fully accessible to all inhabitants regardless of their language proficiency.,"
       <start_of_turn>user
       Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.
       Provide the result in the following format: {answer_format}
       Src: {source} <end_of_turn>
       Result:
       <start_of_turn>model
      "
95,We welcome the adoption by the Council of Ministers of general guidelines on the issue of the death penalty in June 1998.,The adoption of general guidelines on the death penalty in June 1998 was welcomed by the Council of Ministers.,The adoption of general guidelines on the death penalty in June 1998 was not welcomed by the Council of Ministers.,"
       <start_of_turn>user
       Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.
       Provide the result in the following format: {answer_format}
       Src: {source} <end_of_turn>
       Result:
       <start_of_turn>model
      "
96,"In addition, television campaigns designed to dissuade would-be immigrants from making the crossing could be broadcast on television in northern Morocco.",Television campaigns designed to dissuade would-be immigrants from making the crossing could be effective in reducing the number of immigrants crossing the border.,Television campaigns designed to dissuade would-be immigrants from making the crossing could increase the number of immigrants crossing the border.,"
       <start_of_turn>user
       Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.
       Provide the result in the following format: {answer_format}
       Src: {source} <end_of_turn>
       Result:
       <start_of_turn>model
      "
97,"Thirdly, the Commission agrees with the preoccupation of the rapporteur as far as the famous RAL, reste à liquider , the backlog, is concerned.",The Commission agrees with the preoccupation of the rapporteur as far as the backlog is concerned.,The Commission agrees with the preoccupation of the rapporteur as far as the famous RAL is concerned.,"
       <start_of_turn>user
       Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.
       Provide the result in the following format: {answer_format}
       Src: {source} <end_of_turn>
       Result:
       <start_of_turn>model
      "
98,1.Negotiations between the governments on the reform of agricultural policy are still in progress and will be resumed today.,Negotiations between the governments on the reform of agricultural policy will be resumed today.,Negotiations between the governments on the reform of agricultural policy have already been completed.,"
       <start_of_turn>user
       Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.
       Provide the result in the following format: {answer_format}
       Src: {source} <end_of_turn>
       Result:
       <start_of_turn>model
      "
99,"It also recommends strengthening the initiative-taking and political impetus of the Commission, whose political accountability would also be improved in that way.",The initiative-taking and political impetus of the Commission would be improved if strengthened.,The initiative-taking and political impetus of the Commission would be improved if its political accountability was increased.,"
       <start_of_turn>user
       Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.
       Provide the result in the following format: {answer_format}
       Src: {source} <end_of_turn>
       Result:
       <start_of_turn>model
      "
100,Another declaration to mention in this respect is Declaration No 39 annexed to the Treaty of Amsterdam on the quality of drafting.,The declaration of No. 39 annexed to the Treaty of Amsterdam is a declaration related to the quality of drafting.,The declaration of No. 39 annexed to the Treaty of Amsterdam is a declaration related to the quality of painting.,"
       <start_of_turn>user
       Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.
       Provide the result in the following format: {answer_format}
       Src: {source} <end_of_turn>
       Result:
       <start_of_turn>model
      "
101,It is extremely important that the forthcoming European Council meeting in Berlin should cut the Gordian knot on Agenda 2000.,The European Council meeting in Berlin should cut the Gordian knot on Agenda 2000 to ensure progress.,The European Council meeting in Berlin should not cut the Gordian knot on Agenda 2000 to maintain stability.,"
       <start_of_turn>user
       Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.
       Provide the result in the following format: {answer_format}
       Src: {source} <end_of_turn>
       Result:
       <start_of_turn>model
      "
102,"As a result of this investment, which I fully support, the suburban rail network will be increased in capacity in terms of over 60 %.",The suburban rail network will be increased in capacity by over 60% as a result of this investment.,This investment will not result in an increase in the capacity of the suburban rail network.,"
       <start_of_turn>user
       Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.
       Provide the result in the following format: {answer_format}
       Src: {source} <end_of_turn>
       Result:
       <start_of_turn>model
      "
103,"That is precisely why we cannot give way to the unjustified US demand, even though and in fact just because they are threatening lunatic sanctions.",We cannot give way to the unjustified US demand due to the threat of lunatic sanctions.,The US demand is justified and we should give way to it,"
       <start_of_turn>user
       Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.
       Provide the result in the following format: {answer_format}
       Src: {source} <end_of_turn>
       Result:
       <start_of_turn>model
      "
104,All aspects of the question need to be brought together; perhaps a thorough investigation of the whole practice of aquaculture is now called for.,A thorough investigation of the whole practice of aquaculture is now called for.,The question need to be brought together in order to complete the investigation.,"
       <start_of_turn>user
       Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.
       Provide the result in the following format: {answer_format}
       Src: {source} <end_of_turn>
       Result:
       <start_of_turn>model
      "
105,"Mr President, the dossier on European cities of culture which has been open since October 1997 will be closed, I hope, tomorrow.",The dossier on European cities of culture will be closed tomorrow.,The dossier on European cities of culture will remain open.,"
       <start_of_turn>user
       Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.
       Provide the result in the following format: {answer_format}
       Src: {source} <end_of_turn>
       Result:
       <start_of_turn>model
      "
106,"Premiums are to be increased by 10 %, with a corresponding reduction in special subsidies allocated through producer organisations.","Premiums will increase by 10%, and there will be a corresponding reduction in special subsidies allocated through producer organisations.","The premiums will decrease by 10%, and there will be a corresponding increase in special subsidies allocated through producer organisations.","
       <start_of_turn>user
       Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.
       Provide the result in the following format: {answer_format}
       Src: {source} <end_of_turn>
       Result:
       <start_of_turn>model
      "
107,"At the end of 1997, the Commission put forward a controversial proposal for the harmonisation of copyright law in the Community.",The Commission's proposal for the harmonisation of copyright law in the Community in 1997 was controversial.,The Commission's proposal for the harmonisation of copyright law in the Community in 1997 was widely supported.,"
       <start_of_turn>user
       Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.
       Provide the result in the following format: {answer_format}
       Src: {source} <end_of_turn>
       Result:
       <start_of_turn>model
      "
108,"I had proposed to you that the Euro-11 be recognised in the Treaty, but my understanding was that Mr Spiers did not agree.",The Euro-11 should be recognised in the Treaty.,Mr Spiers agreed with the proposal to recognise the Euro-11 in the Treaty.,"
       <start_of_turn>user
       Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.
       Provide the result in the following format: {answer_format}
       Src: {source} <end_of_turn>
       Result:
       <start_of_turn>model
      "
109,"As a result, we would like to be convinced that these cooperation agreements are not going to contribute to such extremely dangerous research.",Cooperation agreements will not contribute to extremely dangerous research.,Cooperation agreements will contribute to extremely dangerous research.,"
       <start_of_turn>user
       Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.
       Provide the result in the following format: {answer_format}
       Src: {source} <end_of_turn>
       Result:
       <start_of_turn>model
      "
110,An important factor here is that the pay and other working conditions of those employed in navigation should be in line with those of other occupations.,The pay and working conditions of navigation employees should be comparable to other occupations.,The pay and working conditions of navigation employees should be significantly better than other occupations.,"
       <start_of_turn>user
       Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.
       Provide the result in the following format: {answer_format}
       Src: {source} <end_of_turn>
       Result:
       <start_of_turn>model
      "
111,"Indeed, without the chairmanship skills of the Deputy Prime Minister, John Prescott, the Conference would have produced more hot air than it prevented!","The Conference would have produced more hot air if not for the chairmanship skills of the Deputy Prime Minister, John Prescott.","The Conference would have produced less hot air if not for the chairmanship skills of the Deputy Prime Minister, John Prescott.","
       <start_of_turn>user
       Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.
       Provide the result in the following format: {answer_format}
       Src: {source} <end_of_turn>
       Result:
       <start_of_turn>model
      "
112,I want to say very clearly that the Commission is no longer be prepared to accept ever-increasing tasks without receiving the means to execute them.,The Commission will not be able to handle ever-increasing tasks without additional resources.,The Commission will be able to handle ever-increasing tasks without any additional resources.,"
       <start_of_turn>user
       Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.
       Provide the result in the following format: {answer_format}
       Src: {source} <end_of_turn>
       Result:
       <start_of_turn>model
      "
113,"The enlargement of the EU compels us to pay greater attention to these questions, a point which is also emphasised in the committee\'s proposals.","The enlargement of the EU necessitates a greater focus on these questions, as emphasized in the committee's proposals.",The enlargement of the EU has a positive impact on the committee's proposals.,"
       <start_of_turn>user
       Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.
       Provide the result in the following format: {answer_format}
       Src: {source} <end_of_turn>
       Result:
       <start_of_turn>model
      "
114,"I am referring to the current vote but in relation to a vote that will take place later, namely the vote on Amendment No 98.",The speaker is referring to the current vote in relation to a future vote on Amendment No 98.,The speaker is referring to a vote that has already taken place.,"
       <start_of_turn>user
       Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.
       Provide the result in the following format: {answer_format}
       Src: {source} <end_of_turn>
       Result:
       <start_of_turn>model
      "
115,"When I became a Member of the European Parliament in 1994, I was struck by the lack of knowledge and the total absence of understanding of the overseas territories.",The Member of the European Parliament in 1994 was struck by the lack of knowledge and understanding of the overseas territories.,The Member of the European Parliament in 1994 was not struck by the lack of knowledge and understanding of the overseas territories.,"
       <start_of_turn>user
       Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.
       Provide the result in the following format: {answer_format}
       Src: {source} <end_of_turn>
       Result:
       <start_of_turn>model
      "
116,"Mr President, let me express my thanks for the preceding remarks and extend a special welcome to my honourable colleague the Transport Commissioner.",The speaker is expressing gratitude and welcoming a colleague to the audience.,The speaker is making a political statement.,"
       <start_of_turn>user
       Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.
       Provide the result in the following format: {answer_format}
       Src: {source} <end_of_turn>
       Result:
       <start_of_turn>model
      "
117,"We can replace 16 out of 626 Members of the European Parliament, but we can never again as voters decide to bring in a new law.","The European Parliament membership can be partially changed, but the law-making process is ultimately decided by voters.",The European Parliament membership cannot be changed at all.,"
       <start_of_turn>user
       Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.
       Provide the result in the following format: {answer_format}
       Src: {source} <end_of_turn>
       Result:
       <start_of_turn>model
      "
118,The Council is making a mistake by leaving it entirely up to the United States to formulate proposals for a solution to the Middle East problem.,The Council should work with the United States to formulate proposals for a solution to the Middle East problem.,The Council is making a wise decision by leaving it entirely up to the United States to formulate proposals for a solution to the Middle East problem.,"
       <start_of_turn>user
       Given the src below, generate a paraphrase hypothesis  hyp+ that is supported by src and a second paraphrase hyp- that is not supported by src.
       Provide the result in the following format: {answer_format}
       Src: {source} <end_of_turn>
       Result:
       <start_of_turn>model
      "
